"Codigo";"UF";"Municipio";"Total";"Unipessoa";"TotalNuclear";"CasalSFilhos";"CasalCFilhos";"HomemCFilhos";"MulherCFilhos";"Classe";"TotalFamEstendida";"EstCasalSFilhos";"EstCasalCFilhos";"EstHomemCFilhos";"EstMulherCFilhos";"EstOutros";"TotalComposta";"CompCasalSFilhos";"CompCasalCFilhos";"CompHomemCFilhos";"CompMulherCFilhos";"CompOutros"
1713304;"TO";"Miranorte";3790;11,69;2492;21,55;64,25;2,05;12,16;"De 10 a 20 mil";752;15,82;41,89;3,32;22,21;16,76;103;19,42;26,21;2,91;19,42;32,04
2921450;"BA";"Mirante";2786;7,18;2037;16,84;71,82;2,01;9,33;"De 10 a 20 mil";501;10,78;55,29;2,59;16,57;14,77;48;16,67;50;NA;8,33;25
1101302;"RO";"Mirante da Serra";3515;9,76;2517;21,41;66,11;1,67;10,81;"De 10 a 20 mil";611;20,95;49,75;3,11;15,55;10,64;44;13,64;38,64;4,55;9,09;34,09
3530201;"SP";"Mirante do Paranapanema";5486;14;3706;24,99;59,53;3,1;12,39;"De 10 a 20 mil";932;16,95;41,74;3,76;22,21;15,34;80;6,25;26,25;6,25;13,75;47,5
2106805;"MA";"Mirinzal";3546;10,18;1930;13,89;68,55;4,25;13,32;"De 10 a 20 mil";1130;13,27;45,49;5,31;23,89;12,04;125;16;43,2;5,6;16,8;18,4
4116059;"PR";"Missal";3480;10,75;2613;29,7;59,74;1,68;8,88;"De 10 a 20 mil";447;20,36;46,53;1,79;20,81;10,51;46;17,39;19,57;NA;10,87;52,17
2509404;"PB";"Mogeiro";3617;10,51;2548;18,92;65,54;2,24;13,3;"De 10 a 20 mil";654;14,07;42,2;3,21;22,48;18,04;35;14,29;45,71;NA;17,14;22,86
2804102;"SE";"Moita Bonita";3472;14,49;2568;19,55;64,64;1,95;13,86;"De 10 a 20 mil";382;11,26;37,17;2,36;29,84;19,37;19;10,53;57,89;NA;10,53;21,05
4211009;"SC";"Mondaí";3097;10,33;2180;28,76;61,7;1,47;8,07;"De 10 a 20 mil";514;13,04;59,53;3,11;11,28;13,04;83;19,28;19,28;1,2;4,82;55,42
2206407;"PI";"Monsenhor Gil";2854;10,72;1774;18,04;65,11;2,76;14,09;"De 10 a 20 mil";714;11,62;44,4;2,94;25,49;15,55;60;16,67;41,67;3,33;15;23,33
2308609;"CE";"Monsenhor Tabosa";4764;9,01;3249;19,48;65,16;2,06;13,3;"De 10 a 20 mil";1005;15,32;47,26;3,28;21,99;12,14;81;17,28;40,74;NA;14,81;27,16
3142700;"MG";"Montalvânia";4398;11,1;2994;20,81;65,56;1,97;11,66;"De 10 a 20 mil";826;13,32;44,55;2,3;24,94;14,89;90;10;46,67;1,11;21,11;21,11
3203502;"ES";"Montanha";5725;13,73;3800;22,53;60,47;2,55;14,45;"De 10 a 20 mil";1034;15,09;38,97;3;25,24;17,7;105;12,38;34,29;NA;16,19;37,14
2407708;"RN";"Montanhas";3095;11,21;2033;17,9;66,9;2,16;13,03;"De 10 a 20 mil";664;11,45;46,08;3,01;24,55;14,91;51;17,65;37,25;3,92;19,61;21,57
3142809;"MG";"Monte Alegre de Minas";6706;17,16;4438;30,26;55,88;2,34;11,51;"De 10 a 20 mil";971;18,54;42,02;3,6;20,6;15,24;146;10,27;21,23;4,11;6,16;58,22
2804201;"SE";"Monte Alegre de Sergipe";3628;8,05;2596;16,64;69,49;2;11,86;"De 10 a 20 mil";608;13,98;45,07;2,8;25,16;12,99;132;9,09;19,7;31,82;20,45;18,94
2206605;"PI";"Monte Alegre do Piauí";2429;7,99;1501;12,66;72,35;1,93;13,06;"De 10 a 20 mil";671;11,33;52,61;2,83;19,67;13,56;63;12,7;50,79;1,59;19,05;15,87
3531506;"SP";"Monte Azul Paulista";6019;12,41;4247;23,05;62,44;1,95;12,55;"De 10 a 20 mil";966;10,46;49,59;3,42;21,53;15,01;59;6,78;27,12;5,08;18,64;42,37
3143005;"MG";"Monte Belo";4122;12,95;2977;23,45;63,18;2,28;11,08;"De 10 a 20 mil";566;10,42;36,57;4,77;21,73;26,5;45;6,67;33,33;2,22;15,56;42,22
1101401;"RO";"Monte Negro";4067;10,3;2878;20,71;68,52;2,47;8,3;"De 10 a 20 mil";691;24,6;44,86;3,04;16,35;11,14;79;16,46;39,24;1,27;10,13;32,91
5213756;"GO";"Montividiu";3286;11,53;2319;24,75;64,9;1,85;8,5;"De 10 a 20 mil";510;18,43;48,63;3,14;18,63;11,18;78;10,26;17,95;3,85;5,13;62,82
2614303;"PE";"Moreilândia";2942;9,35;2025;12,69;69,68;2,57;15,06;"De 10 a 20 mil";591;11,17;45,35;3,05;25,72;14,72;51;9,8;52,94;NA;15,69;21,57
4116109;"PR";"Moreira Sales";4201;14,33;2922;27,28;57,56;2,74;12,42;"De 10 a 20 mil";632;18,2;43,67;3,96;19,78;14,4;45;22,22;24,44;4,44;17,78;31,11
4116208;"PR";"Morretes";4735;13,45;3085;23,73;61,49;3,24;11,54;"De 10 a 20 mil";931;15,9;44,58;4,73;23,95;10,85;82;18,29;29,27;3,66;19,51;29,27
4211207;"SC";"Morro da Fumaça";4861;7,39;3657;19,58;67,51;1,48;11,43;"De 10 a 20 mil";795;13,46;54,34;3,65;20,5;8,05;50;10;28;4;20;38
2107100;"MA";"Morros";3772;6,95;2362;10,54;77,01;3,09;9,36;"De 10 a 20 mil";1021;12,83;53,18;3,53;19,69;10,77;127;9,45;47,24;3,15;16,54;23,62
2921807;"BA";"Mortugaba";3446;8,65;2387;20,23;68,2;1,72;9,84;"De 10 a 20 mil";692;14,45;48,84;3,18;20,81;12,72;69;26,09;36,23;2,9;13,04;21,74
3532009;"SP";"Morungaba";3519;10,09;2405;22;64,62;1,91;11,48;"De 10 a 20 mil";697;9,9;52,08;4,73;18,51;14,78;62;3,23;40,32;1,61;17,74;37,1
4312500;"RS";"Mostardas";4128;15,33;2861;26,98;58,86;2,66;11,5;"De 10 a 20 mil";548;16,42;45,07;3,83;19,16;15,51;86;18,6;12,79;2,33;16,28;50
5214002;"GO";"Mozarlândia";4301;13,67;2812;25,43;60,24;1,85;12,48;"De 10 a 20 mil";796;14,7;38,44;4,52;26,01;16,33;105;8,57;20;5,71;20;45,71
1400308;"RR";"Mucajaí";3876;11,97;2351;15,91;69,89;3,32;10,89;"De 10 a 20 mil";835;14,49;48,14;2,63;15,33;19,4;226;11,5;34,96;6,64;7,08;39,82
2309003;"CE";"Mucambo";4226;11,67;3066;19,05;63,05;2,02;15,88;"De 10 a 20 mil";616;14,94;36,69;2,92;22,4;23,05;51;21,57;27,45;5,88;9,8;35,29
2921906;"BA";"Mucugê";3056;12,86;1957;15,99;64,33;2,66;17,02;"De 10 a 20 mil";613;9,14;42,58;3,1;24,8;20,39;93;9,68;35,48;4,3;21,51;29,03
2309102;"CE";"Mulungu";2928;7,89;1915;15,04;70,91;2,45;11,59;"De 10 a 20 mil";713;8,84;52,73;3,37;24,68;10,38;69;7,25;50,72;1,45;13,04;27,54
2922052;"BA";"Mulungu do Morro";3307;10,01;2294;13,6;70,31;2,27;13,82;"De 10 a 20 mil";645;11,94;40,62;2,48;29,92;15,04;37;13,51;37,84;NA;21,62;27,03
5005681;"MS";"Mundo Novo";5371;12,23;3562;24,06;58,37;2,11;15,47;"De 10 a 20 mil";1057;13,91;44,47;3,03;25,64;12,96;95;12,63;27,37;1,05;16,84;42,11
3203700;"ES";"Muniz Freire";5614;10,63;4172;22,39;64,74;2,23;10,64;"De 10 a 20 mil";762;14,57;48,03;2,36;21,78;13,25;83;18,07;28,92;8,43;10,84;33,73
2922250;"BA";"Muquém de São Francisco";2635;12,56;1739;12,82;73,66;3,22;10,29;"De 10 a 20 mil";511;14,68;55,19;2,94;17,61;9,59;54;11,11;42,59;3,7;14,81;27,78
3203809;"ES";"Muqui";4449;12,65;3006;23,02;63,07;2;11,91;"De 10 a 20 mil";799;11,76;45,06;4,38;23,15;15,64;81;9,88;40,74;2,47;16,05;30,86
4312658;"RS";"Não-Me-Toque";5505;12,44;3889;30,34;57,21;1,85;10,59;"De 10 a 20 mil";766;16,45;44,13;2,61;22,72;14,1;165;4,85;16,36;6,06;15,76;56,97
3303104;"RJ";"Natividade";4963;15,51;3303;25,01;56,77;2,51;15,71;"De 10 a 20 mil";822;13,26;39,9;4,14;26,4;16,3;68;11,76;27,94;4,41;22,06;33,82
2509909;"PB";"Natuba";2849;10,21;1967;16,27;67,62;2,03;14,08;"De 10 a 20 mil";542;11,25;44,1;2,77;25,65;16,24;49;10,2;55,1;4,08;14,29;16,33
3532405;"SP";"Nazaré Paulista";5195;13,44;3619;26,17;60,4;2,76;10,67;"De 10 a 20 mil";782;15,09;44,25;4,48;19,69;16,5;96;13,54;30,21;5,21;14,58;36,46
2804409;"SE";"Neópolis";5094;11,41;3341;16,58;68,9;2,07;12,45;"De 10 a 20 mil";1112;12,77;43,71;3,96;24,73;14,84;60;10;38,33;1,67;18,33;31,67
1303007;"AM";"Nhamundá";3784;6,95;2229;12,47;77,52;3,01;7;"De 10 a 20 mil";1184;12,16;59,97;4,05;14,27;9,54;108;12,96;64,81;2,78;10,19;9,26
3532603;"SP";"Nhandeara";3683;14,06;2597;30,77;55,72;2,43;11,09;"De 10 a 20 mil";513;20,08;43,66;4,68;16,96;14,62;55;5,45;9,09;NA;25,45;60
2922607;"BA";"Nilo Peçanha";3556;13,3;2235;17,4;66,58;3,89;12,13;"De 10 a 20 mil";752;13,56;47,07;4,26;21,01;14,1;96;12,5;30,21;4,17;14,58;38,54
2107209;"MA";"Nina Rodrigues";2540;5,79;1584;11,68;76,33;2,02;9,97;"De 10 a 20 mil";716;10,75;55,73;3,07;20,39;10,06;93;6,45;69,89;1,08;11,83;10,75
5005806;"MS";"Nioaque";4437;13,84;2949;25,64;63,21;2,37;8,78;"De 10 a 20 mil";780;22,31;43,72;3,33;17,05;13,59;94;14,89;35,11;2,13;8,51;39,36
5105903;"MT";"Nobres";4478;14,67;2838;21,67;63,07;3,1;12,16;"De 10 a 20 mil";887;14,09;46;3,95;21,65;14,32;96;18,75;37,5;2,08;12,5;29,17
4312708;"RS";"Nonoai";3937;13,89;2653;26,39;58,31;2,3;13;"De 10 a 20 mil";639;14,4;48,51;3,6;19,25;14,24;98;23,47;28,57;5,1;11,22;31,63
2922656;"BA";"Nordestina";3320;12,95;2070;16,43;63,82;4,25;15,51;"De 10 a 20 mil";754;11,41;49,73;3,98;22,02;12,86;66;10,61;37,88;4,55;22,73;24,24
5106109;"MT";"Nossa Senhora do Livramento";3568;16,14;2196;25,55;62,25;3,1;9,11;"De 10 a 20 mil";653;20,98;46,4;3,52;15,93;13,17;143;21,68;34,27;4,9;6,29;32,87
5006002;"MS";"Nova Alvorada do Sul";5001;11,54;3410;24,19;65,63;1,55;8,62;"De 10 a 20 mil";859;16,53;49,71;3,73;17,93;12,11;155;8,39;22,58;3,23;10,97;54,84
4116703;"PR";"Nova Aurora";3847;10,19;2796;26,72;61,91;1,97;9,41;"De 10 a 20 mil";623;18,14;45,91;3,53;17,17;15,25;36;5,56;30,56;2,78;5,56;55,56
5106158;"MT";"Nova Bandeirantes";3445;12,74;2410;22,66;69,92;2,53;4,9;"De 10 a 20 mil";437;18,31;58,58;2,06;10,53;10,53;159;18,87;25,16;6,92;3,77;45,28
1100148;"RO";"Nova Brasilândia D'Oeste";5916;9,23;4466;22,97;66,79;2,04;8,2;"De 10 a 20 mil";812;20,32;48,65;4,19;16,13;10,71;92;17,39;39,13;2,17;9,78;31,52
2922706;"BA";"Nova Canaã";4977;13,16;3160;21,01;65,6;2,82;10,57;"De 10 a 20 mil";1071;16,71;41,46;4,3;21,01;16,53;91;19,78;26,37;2,2;14,29;37,36
5106216;"MT";"Nova Canaã do Norte";3891;14,01;2781;26,21;64,72;1,91;7,16;"De 10 a 20 mil";511;22,31;49,51;2,94;12,33;12,92;54;12,96;24,07;5,56;14,81;42,59
5214838;"GO";"Nova Crixás";3934;15,15;2593;28,31;60,12;2,43;9,14;"De 10 a 20 mil";663;21,12;43,89;2,56;19,16;13,27;82;14,63;29,27;2,44;10,98;42,68
3144706;"MG";"Nova Era";5201;12,06;3487;18,01;63,12;2,09;16,78;"De 10 a 20 mil";1017;7,67;38,84;3,83;29,11;20,55;70;5,71;24,29;1,43;14,29;54,29
2510105;"PB";"Nova Floresta";3165;11,75;2011;22,77;59,22;1,79;16,21;"De 10 a 20 mil";741;15,11;39,81;3,91;23,08;18,08;41;26,83;19,51;7,32;24,39;21,95
3533007;"SP";"Nova Granada";6231;12,87;4151;24,79;59,94;2,29;12,98;"De 10 a 20 mil";1138;14,76;43,5;3,6;21,88;16,26;140;9,29;26,43;1,43;10,71;52,14
4313060;"RS";"Nova Hartz";5917;10,09;4419;24,19;62,23;1,9;11,68;"De 10 a 20 mil";820;18,05;48,41;2,07;21,22;10,24;81;6,17;30,86;1,23;9,88;51,85
1504976;"PA";"Nova Ipixuna";3778;10,01;2328;17,18;70,83;2,84;9,15;"De 10 a 20 mil";874;15,1;51,37;3,43;17,39;12,7;198;17,17;47,98;3,03;10,1;21,72
4117057;"PR";"Nova Laranjeiras";3091;8,54;2177;25,26;65,09;1,84;7,81;"De 10 a 20 mil";600;13,83;57,83;3,17;14,83;10,33;50;20;40;6;16;18
4117107;"PR";"Nova Londrina";4170;11,29;2991;21,73;61,69;1,64;14,94;"De 10 a 20 mil";666;19,07;40,84;3,45;25,38;11,26;42;21,43;21,43;NA;23,81;33,33
5106232;"MT";"Nova Olímpia";5102;11,52;3544;18,06;68,17;2,57;11,2;"De 10 a 20 mil";867;15,11;50,63;2,77;17,88;13,61;103;15,53;39,81;1,94;9,71;33,01
1714880;"TO";"Nova Olinda";2992;12,17;1853;21,15;65,68;2,59;10,58;"De 10 a 20 mil";679;15,02;48,45;2,8;21,5;12,22;96;19,79;37,5;2,08;11,46;29,17
2309201;"CE";"Nova Olinda";3981;10,8;2754;17,03;67,61;1,92;13,44;"De 10 a 20 mil";717;9,48;43,1;4,6;23,57;19,25;80;15;37,5;3,75;22,5;21,25
2107357;"MA";"Nova Olinda do Maranhão";4525;6,1;2773;13,96;73,35;2,34;10,35;"De 10 a 20 mil";1373;13,62;50,04;2,91;22,65;10,78;103;13,59;44,66;0,97;13,59;27,18
4313201;"RS";"Nova Petrópolis";6627;14,71;4654;31,87;57,11;1,63;9,39;"De 10 a 20 mil";890;12,47;53,71;3,82;17,64;12,36;108;8,33;21,3;0,93;11,11;58,33
3145000;"MG";"Nova Ponte";3953;11,51;2744;21,68;65,23;2,37;10,71;"De 10 a 20 mil";649;15,72;47,77;5,7;17,1;13,71;105;7,62;20,95;0,95;4,76;65,71
4117255;"PR";"Nova Prata do Iguaçu";3169;9,37;2266;24,54;63,28;1,68;10,5;"De 10 a 20 mil";572;11,71;58,22;2,97;17,31;9,79;34;8,82;23,53;8,82;11,76;47,06
3145109;"MG";"Nova Resende";4918;11,65;3843;22,33;67,11;2,06;8,51;"De 10 a 20 mil";437;11,67;40,73;5,49;19,45;22,65;65;10,77;24,62;3,08;3,08;58,46
1505007;"PA";"Nova Timboteua";3647;10,28;2291;16,85;68,53;2,97;11,65;"De 10 a 20 mil";897;9,92;53,85;3,34;21,96;10,93;84;16,67;38,1;4,76;22,62;17,86
4211504;"SC";"Nova Trento";3831;9,97;2869;22,41;66,54;1,53;9,52;"De 10 a 20 mil";506;10,08;53,16;3,56;16,6;16,6;74;10,81;16,22;2,7;6,76;63,51
4211603;"SC";"Nova Veneza";4043;7,54;3078;21,77;68,49;2,14;7,6;"De 10 a 20 mil";563;11,19;53,64;3,55;18,83;12,79;97;3,09;13,4;21,65;9,28;52,58
5106257;"MT";"Nova Xavantina";6378;14,28;4235;24,91;60,14;2,36;12,59;"De 10 a 20 mil";1056;19,79;37,22;3,22;22,73;17,05;176;16,48;26,14;1,14;13,07;43,18
1303205;"AM";"Novo Airão";3152;8,63;1814;13,67;73,48;4,02;8,82;"De 10 a 20 mil";894;10,74;56,04;4,36;19,91;8,95;172;9,3;49,42;4,07;9,88;27,33
2923035;"BA";"Novo Horizonte";3051;12,13;2133;17,21;70,23;2,63;9,94;"De 10 a 20 mil";501;10,58;50,5;3,39;17,56;17,96;47;12,77;42,55;NA;NA;44,68
1100502;"RO";"Novo Horizonte do Oeste";2983;7,58;2258;22,54;69,04;1,59;6,82;"De 10 a 20 mil";468;20,73;53,21;4,27;11,11;10,68;31;3,23;19,35;NA;19,35;58,06
2705606;"AL";"Novo Lino";3226;12;2026;15,79;69,15;2,42;12,64;"De 10 a 20 mil";741;12,15;42,24;4,05;26,59;14,98;72;9,72;40,28;2,78;19,44;27,78
3145356;"MG";"Novo Oriente de Minas";3011;15,58;1847;19,98;63,13;2,92;13,97;"De 10 a 20 mil";592;13,51;40,54;3,89;22,13;19,93;103;12,62;34,95;4,85;18,45;29,13
2923050;"BA";"Novo Triunfo";3644;5,65;2590;15,56;74,25;1,7;8,49;"De 10 a 20 mil";789;11,41;54,5;6,08;14,83;13,18;59;8,47;47,46;3,39;11,86;28,81
2107407;"MA";"Olho d'Água das Cunhãs";4856;6,47;3003;16,12;70,7;1,96;11,22;"De 10 a 20 mil";1367;13,17;43,75;2,85;25,97;14,26;172;11,63;53,49;3,49;17,44;13,95
2107456;"MA";"Olinda Nova do Maranhão";3259;7,09;2026;13,43;70,88;1,83;13,87;"De 10 a 20 mil";912;14,36;46,16;3,18;23,25;13,05;90;15,56;56,67;3,33;8,89;15,56
2706000;"AL";"Olivença";2898;8,87;2076;16,23;70,18;1,49;12,09;"De 10 a 20 mil";511;15,46;46,18;3,33;21,33;13,7;54;16,67;37,04;NA;18,52;27,78
5215306;"GO";"Orizona";4867;15,16;3388;29,16;59,47;1,98;9,39;"De 10 a 20 mil";641;18,25;38,22;3,74;19,5;20,28;100;18;33;6;7;36
2609808;"PE";"Orocó";3386;8,3;2400;12,75;72,04;1,92;13,29;"De 10 a 20 mil";648;10,65;48,61;2,47;27,47;10,8;57;12,28;56,14;3,51;10,53;17,54
4211751;"SC";"Otacílio Costa";5167;8,9;3976;24,42;66,27;1,26;8,05;"De 10 a 20 mil";674;16,02;52,52;3,41;16,91;11,13;57;10,53;35,09;3,51;17,54;33,33
1505403;"PA";"Ourém";4110;8,73;2521;14,56;70,13;2,98;12,34;"De 10 a 20 mil";1091;11;48,12;4,12;25,11;11,64;139;13,67;44,6;2,88;15,83;23,02
2706109;"AL";"Ouro Branco";2951;9,79;2064;17,2;69,28;1,31;12,21;"De 10 a 20 mil";563;15,81;43,69;2,13;23,98;14,39;35;11,43;45,71;2,86;22,86;17,14
2923357;"BA";"Ourolândia";4668;9,77;3237;17,95;68,98;2,07;11;"De 10 a 20 mil";918;17,1;45,64;2,61;20,04;14,6;57;14,04;45,61;7,02;7,02;26,32
3534906;"SP";"Pacaembu";3646;12,95;2561;29,21;55,49;2,46;12,85;"De 10 a 20 mil";563;18,12;45,29;4,26;18,83;13,5;50;10;10;2;12;66
1400456;"RR";"Pacaraima";2393;12,04;1515;13,86;71,88;3,7;10,56;"De 10 a 20 mil";519;10,21;55,11;3,28;18,5;12,91;71;8,45;26,76;4,23;18,31;42,25
2804904;"SE";"Pacatuba";3529;12,69;2428;14,33;69,32;2,47;13,88;"De 10 a 20 mil";642;10,59;43,61;4,36;25,55;15,89;11;9,09;18,18;NA;36,36;36,36
2309805;"CE";"Pacoti";3054;9,53;1973;16,17;67,76;3,04;13,03;"De 10 a 20 mil";723;6,5;49,38;4,56;27,8;11,76;67;7,46;50,75;1,49;17,91;22,39
3146305;"MG";"Padre Paraíso";4989;11,04;3153;17,41;64,67;2,16;15,76;"De 10 a 20 mil";1139;12,2;42,32;2,9;25,72;16,86;146;11,64;38,36;1,37;21,23;27,4
3535002;"SP";"Palestina";3759;13,12;2617;31,79;56,13;1,83;10,24;"De 10 a 20 mil";596;16,78;42,79;2,52;16,95;20,97;53;7,55;24,53;NA;16,98;50,94
2310100;"CE";"Palmácia";3082;10,58;1949;15,5;66,6;2,62;15,29;"De 10 a 20 mil";713;11,64;48,95;3,93;22,86;12,62;94;12,77;40,43;4,26;14,89;27,66
4313656;"RS";"Palmares do Sul";3893;16,59;2658;32,17;53,42;1,77;12,64;"De 10 a 20 mil";528;16,1;39,96;4,36;22,92;16,67;61;11,48;31,15;NA;19,67;37,7
3535101;"SP";"Palmares Paulista";3174;8,48;2144;19,03;68,24;2,47;10,26;"De 10 a 20 mil";598;15,22;57,69;3,51;13,55;10,03;163;6,75;14,72;4,29;3,07;71,17
2207504;"PI";"Palmeirais";3766;12,4;2272;19,15;62,94;2,46;15,45;"De 10 a 20 mil";949;14,75;41,2;3,58;26,24;14,23;78;19,23;33,33;5,13;8,97;33,33
2107605;"MA";"Palmeirândia";4947;9,54;2851;16,13;63,07;2,42;18,38;"De 10 a 20 mil";1489;10,81;41,84;2,89;30,49;13,97;135;17,78;44,44;NA;17,78;20
4117800;"PR";"Palmital";4492;11,93;3154;21,97;63,22;2,03;12,78;"De 10 a 20 mil";738;16,26;47,7;3,12;20,33;12,6;64;14,06;25;3,13;15,63;42,19
4212106;"SC";"Palmitos";5253;11,14;3735;30,41;59,65;1,42;8,51;"De 10 a 20 mil";840;16,79;57,26;2,38;12,98;10,6;93;15,05;29,03;2,15;10,75;43,01
3535408;"SP";"Panorama";4628;13,57;3155;24,72;59,75;2,25;13,28;"De 10 a 20 mil";788;15,99;43,27;4,31;22,08;14,34;57;12,28;35,09;NA;17,54;35,09
3146909;"MG";"Papagaios";4023;11,51;2739;13,58;67,43;2,59;16,39;"De 10 a 20 mil";752;5,72;41,62;4,79;29,52;18,35;69;2,9;39,13;4,35;18,84;34,78
4212205;"SC";"Papanduva";5356;11,31;3883;19,08;67,83;2,14;10,95;"De 10 a 20 mil";779;12,32;52,76;4,24;19,26;11,42;88;15,91;40,91;1,14;12,5;29,55
3535606;"SP";"Paraibuna";5391;15,38;3600;21,36;61,28;3,25;14,11;"De 10 a 20 mil";846;11,11;44,21;4,02;25,65;15,01;116;9,48;27,59;5,17;20,69;37,07
4118006;"PR";"Paraíso do Norte";3733;10,96;2665;21,09;64,92;1,73;12,27;"De 10 a 20 mil";611;14,08;48,45;3,27;21,44;12,77;48;6,25;31,25;6,25;16,67;39,58
3147303;"MG";"Paraisópolis";6366;16,65;4363;22,42;61,08;2,57;13,94;"De 10 a 20 mil";869;8,4;38,55;6,1;24,4;22,55;74;6,76;20,27;6,76;18,92;47,3
2310407;"CE";"Paramoti";3010;10,3;2030;15,91;68,28;2,66;13,15;"De 10 a 20 mil";602;14,12;48,01;3,49;21,26;13,12;68;17,65;39,71;NA;14,71;27,94
1716208;"TO";"Paranã";2874;14,68;1728;21,59;63,77;3,47;11,17;"De 10 a 20 mil";609;13,79;45,48;3,28;20,85;16,58;115;20;33,04;2,61;9,57;34,78
4118105;"PR";"Paranacity";3253;11,01;2379;23,67;63,01;1,93;11,39;"De 10 a 20 mil";478;16,95;46,44;3,56;19,67;13,39;38;13,16;42,11;2,63;13,16;28,95
5106299;"MT";"Paranaíta";3214;10,67;2296;24,91;65,24;2,4;7,45;"De 10 a 20 mil";482;18,05;56,64;2,7;14,73;7,88;93;12,9;22,58;2,15;6,45;55,91
3535804;"SP";"Paranapanema";5519;10,94;4032;21,11;64,58;2,26;12,05;"De 10 a 20 mil";817;13,71;48,71;4,65;18,36;14,57;66;13,64;34,85;3,03;16,67;31,82
2610301;"PE";"Paranatama";3120;9,9;2251;19,46;65,66;2,04;12,84;"De 10 a 20 mil";529;12,85;43,48;3,21;22,68;17,77;31;6,45;32,26;6,45;22,58;32,26
5106307;"MT";"Paranatinga";5932;15,21;3821;24,26;63,47;2,7;9,58;"De 10 a 20 mil";1006;15,9;46,82;4,27;17,99;15,01;203;12,81;21,18;1,97;5,42;58,62
5006358;"MS";"Paranhos";3125;12,13;2129;16,35;67,07;2,91;13,67;"De 10 a 20 mil";557;14,18;47,04;2,69;22,44;13,64;60;15;36,67;3,33;10;35
3536000;"SP";"Parapuã";3653;14,26;2547;28,23;57,48;2,47;11,82;"De 10 a 20 mil";544;16,18;44,67;3,49;21,69;13,97;41;17,07;14,63;2,44;17,07;48,78
5216403;"GO";"Paraúna";3511;12,9;2351;27,95;58,06;2,59;11,4;"De 10 a 20 mil";611;18,99;43,21;2,95;20,13;14,73;96;9,38;22,92;25;8,33;34,38
2706422;"AL";"Pariconha";2596;9,86;1859;16,68;68,91;2,31;12,1;"De 10 a 20 mil";450;7,56;45,11;3,56;26,22;17,56;31;9,68;35,48;NA;19,35;35,48
2706448;"AL";"Paripueira";2830;9,4;1686;16,67;65,54;2,85;14,95;"De 10 a 20 mil";754;8,75;48,28;3,58;28,38;11,01;124;13,71;58,06;1,61;15,32;11,29
3536208;"SP";"Pariquera-Açu";5564;12,13;3788;22,1;61,19;2,59;14,12;"De 10 a 20 mil";1020;11,76;47,06;4,9;23,63;12,65;81;23,46;32,1;1,23;16,05;27,16
2207603;"PI";"Parnaguá";2468;8,55;1563;13,5;75,3;2,43;8,77;"De 10 a 20 mil";622;13,34;50,64;3,38;18,81;13,83;72;12,5;55,56;2,78;11,11;18,06
2409100;"RN";"Passa e Fica";3053;9,73;2166;19,76;66,81;1,66;11,77;"De 10 a 20 mil";557;14;44,52;3,23;25,31;12,93;33;12,12;39,39;NA;24,24;24,24
3147600;"MG";"Passa Quatro";4797;13,22;3313;21,1;63,96;2,05;12,89;"De 10 a 20 mil";790;8,86;36,46;4,18;28,1;22,41;60;11,67;30;3,33;13,33;41,67
2107902;"MA";"Passagem Franca";4568;7,73;2957;17,82;68,92;1,66;11,6;"De 10 a 20 mil";1149;13,23;45,6;1,74;23,32;16,1;109;25,69;44,04;1,83;17,43;11,01
2706505;"AL";"Passo de Camaragibe";3728;9,04;2427;14,3;70,83;2,02;12,86;"De 10 a 20 mil";915;11,69;46,12;3,72;26,23;12,24;49;12,24;46,94;NA;8,16;32,65
2108009;"MA";"Pastos Bons";4688;8,75;3072;16,57;68,46;2,12;12,86;"De 10 a 20 mil";1083;12,19;47,37;3,23;24,01;13,2;123;21,95;39,84;NA;21,14;17,07
3536307;"SP";"Patrocínio Paulista";3942;12,38;2727;22,59;62,78;2,31;12,32;"De 10 a 20 mil";662;11,33;44,86;3,32;25,23;15,26;65;6,15;29,23;7,69;10,77;46,15
2409308;"RN";"Patu";3642;12,96;2287;21,78;60,25;1,71;16,27;"De 10 a 20 mil";812;13,92;40,15;2,96;26,72;16,26;71;15,49;40,85;4,23;12,68;26,76
2923902;"BA";"Pau Brasil";3152;18,78;1742;19,52;62,46;3,27;14,75;"De 10 a 20 mil";738;13,28;41,33;4,2;24,12;17,07;80;11,25;30;5;8,75;45
1303502;"AM";"Pauini";3049;2,62;1741;5,34;84,2;2,58;7,87;"De 10 a 20 mil";958;5,43;67,12;5,01;15,66;6,78;270;7,78;72,59;1,48;7,41;10,74
2108058;"MA";"Paulino Neves";2926;6,77;1761;9,54;78,82;2,78;8,86;"De 10 a 20 mil";863;7,65;57,82;3,24;20,28;11,01;104;9,62;57,69;0,96;12,5;19,23
2510907;"PB";"Paulista";3294;8,5;2283;18,83;68,73;1,23;11,21;"De 10 a 20 mil";675;10,07;52,44;3,7;22,07;11,7;56;16,07;51,79;5,36;8,93;17,86
2207801;"PI";"Paulistana";5532;9,78;3639;18,71;67,02;1,84;12,42;"De 10 a 20 mil";1203;15,21;41,4;3,91;24,36;15,13;149;14,77;33,56;1,34;16,78;33,56
2924058;"BA";"Pé de Serra";4056;12,43;2765;20,18;64,59;1,77;13,45;"De 10 a 20 mil";735;14,56;40,68;2,86;25,71;16,19;52;25;21,15;1,92;15,38;36,54
