"Codigo";"UF";"Municipio";"Adequado_2000";"Adequado_2010";"Semi_2000";"Semi_2010";"Inadequado_2000";"Inadequado_2010";"Classe"
3123528;"MG";"Durandé";26,06;26,87;26,06;32,27;47,88;40,86;"De 5 a 10 mil"
3514700;"SP";"Echaporã";75,83;78,3;5,89;13,92;18,29;7,78;"De 5 a 10 mil"
2910305;"BA";"Elísio Medrado";0,29;0,55;64,5;79,83;35,22;19,62;"De 5 a 10 mil"
2403301;"RN";"Encanto";1,47;12,96;60,16;63,67;38,38;23,36;"De 5 a 10 mil"
4107405;"PR";"Enéas Marques";16,07;2,63;15,12;78,41;68,81;18,96;"De 5 a 10 mil"
3123809;"MG";"Engenheiro Navarro";1,01;14,03;65,84;62,1;33,16;23,86;"De 5 a 10 mil"
3123858;"MG";"Entre Folhas";38,86;51,06;32,88;26,41;28,25;22,53;"De 5 a 10 mil"
4306932;"RS";"Entre-Ijuís";3,92;11,92;66,81;70,79;29,28;17,28;"De 5 a 10 mil"
2403400;"RN";"Equador";39,36;45,57;39,15;38,22;21,48;16,21;"De 5 a 10 mil"
2304277;"CE";"Ererê";21,56;13,9;22,49;59,68;55,95;26,42;"De 5 a 10 mil"
4307203;"RS";"Erval Grande";22,24;32,71;30,84;52,27;46,92;15,02;"De 5 a 10 mil"
4307302;"RS";"Erval Seco";3,47;13,52;37,32;74;59,21;12,48;"De 5 a 10 mil"
1707405;"TO";"Esperantina";0,19;13,1;63,64;63,72;36,18;23,18;"De 5 a 10 mil"
4307559;"RS";"Estação";37,7;52,82;53,16;44,51;9,14;2,67;"De 5 a 10 mil"
3124807;"MG";"Estrela do Sul";57,98;65,17;27,59;22,33;14,42;12,5;"De 5 a 10 mil"
3515202;"SP";"Estrela d'Oeste";75,96;81,48;5,15;4,98;18,89;13,54;"De 5 a 10 mil"
3515350;"SP";"Euclides da Cunha Paulista";52,3;62,03;24,91;9,69;22,79;28,28;"De 5 a 10 mil"
5207535;"GO";"Faina";0,1;1,36;50,1;60,54;49,81;38,1;"De 5 a 10 mil"
1503002;"PA";"Faro";0,33;1,29;63,73;75,32;35,94;23,39;"De 5 a 10 mil"
2203750;"PI";"Fartura do Piauí";NA;0,15;17,85;27,8;82,15;72,05;"De 5 a 10 mil"
4308003;"RS";"Faxinal do Soturno";51,26;61,09;26,13;28,81;22,6;10,1;"De 5 a 10 mil"
5207600;"GO";"Fazenda Nova";2,38;20,13;62,65;60,22;34,97;19,64;"De 5 a 10 mil"
2910776;"BA";"Feira da Mata";0,82;1,78;51,95;57,63;47,23;40,59;"De 5 a 10 mil"
2802205;"SE";"Feira Nova";7,43;21,37;73,2;72,38;19,36;6,25;"De 5 a 10 mil"
2104073;"MA";"Feira Nova do Maranhão";0,41;1,81;13,73;45,85;85,87;52,34;"De 5 a 10 mil"
3125408;"MG";"Felício dos Santos";0,08;0,4;48,04;77,71;51,88;21,89;"De 5 a 10 mil"
2403707;"RN";"Felipe Guerra";0,49;3,29;66,34;74,31;33,17;22,4;"De 5 a 10 mil"
3125606;"MG";"Felisburgo";40,51;62,01;42,37;12,76;17,12;25,22;"De 5 a 10 mil"
4107736;"PR";"Fernandes Pinheiro";13,46;7,29;41,82;70,76;44,73;21,94;"De 5 a 10 mil"
2104081;"MA";"Fernando Falcão";NA;NA;0,31;43,65;99,69;56,35;"De 5 a 10 mil"
3515608;"SP";"Fernando Prestes";75,25;85,1;3,89;2,92;20,86;11,99;"De 5 a 10 mil"
1600238;"AP";"Ferreira Gomes";2,12;5,56;69,63;73,08;28,25;21,35;"De 5 a 10 mil"
4107751;"PR";"Figueira";16,97;27,21;71,68;65,64;11,35;7,16;"De 5 a 10 mil"
1707652;"TO";"Figueirópolis";0,2;33,56;69,14;54,5;30,66;11,94;"De 5 a 10 mil"
1707702;"TO";"Filadélfia";19,65;1,93;34,1;66,87;46,25;31,2;"De 5 a 10 mil"
2910909;"BA";"Firmino Alves";48,19;55,87;34,59;35,83;17,22;8,3;"De 5 a 10 mil"
4107801;"PR";"Floraí";18,12;19,21;70,61;72,63;11,27;8,16;"De 5 a 10 mil"
2403806;"RN";"Florânia";51,95;66,8;18,63;20,57;29,42;12,64;"De 5 a 10 mil"
4107900;"PR";"Floresta";0,47;17,23;87,53;79,42;11,99;3,35;"De 5 a 10 mil"
3126000;"MG";"Florestal";63,21;75,27;13,97;12,78;22,82;11,95;"De 5 a 10 mil"
4308409;"RS";"Formigueiro";23,08;15,92;32,12;64,84;44,8;19,24;"De 5 a 10 mil"
4108205;"PR";"Formosa do Oeste";1,18;4,65;64,12;66,5;34,71;28,85;"De 5 a 10 mil"
3126208;"MG";"Formoso";0,25;8,18;59,38;60,9;40,37;30,92;"De 5 a 10 mil"
4108452;"PR";"Foz do Jordão";2,33;1,2;72,67;86,54;25;12,26;"De 5 a 10 mil"
2204006;"PI";"Francinópolis";0,43;0,78;68,33;88,19;31,24;11,03;"De 5 a 10 mil"
4108320;"PR";"Francisco Alves";1,11;0,86;67,27;80,79;31,62;18,35;"De 5 a 10 mil"
2204204;"PI";"Francisco Santos";2,79;7,17;42,4;52,64;54,81;40,19;"De 5 a 10 mil"
3126752;"MG";"Franciscópolis";7,66;38,12;31,78;11,79;60,56;50,09;"De 5 a 10 mil"
3126802;"MG";"Frei Gaspar";32,55;37,24;18;23,81;49,45;38,94;"De 5 a 10 mil"
3126901;"MG";"Frei Inocêncio";57,35;62,1;27,38;20,66;15,28;17,24;"De 5 a 10 mil"
3127073;"MG";"Fruta de Leite";0,14;0,13;60,94;45,68;38,93;54,19;"De 5 a 10 mil"
2506251;"PB";"Gado Bravo";NA;1,48;2,5;15,97;97,5;82,55;"De 5 a 10 mil"
3516606;"SP";"Gália";69,52;76,68;6,59;14,98;23,89;8,34;"De 5 a 10 mil"
3127305;"MG";"Galiléia";52,1;64,1;32,53;18,59;15,37;17,31;"De 5 a 10 mil"
3127339;"MG";"Gameleiras";NA;0,14;67,89;82,51;32,11;17,36;"De 5 a 10 mil"
5103858;"MT";"Gaúcha do Norte";13,15;6;37,9;52,21;48,95;41,79;"De 5 a 10 mil"
4308706;"RS";"Gaurama";35,3;39,75;25,39;43,97;39,31;16,28;"De 5 a 10 mil"
2204352;"PI";"Geminiano";1,13;6,01;66,49;50,7;32,38;43,29;"De 5 a 10 mil"
4308805;"RS";"General Câmara";49,34;47,95;27,29;34,86;23,37;17,19;"De 5 a 10 mil"
5103908;"MT";"General Carneiro";NA;16,39;66,76;45,64;33,24;37,97;"De 5 a 10 mil"
2304608;"CE";"General Sampaio";0,19;3,68;53,06;77,66;46,75;18,66;"De 5 a 10 mil"
5004007;"MS";"Glória de Dourados";0,2;1,52;72,46;77,46;27,34;21,03;"De 5 a 10 mil"
4309050;"RS";"Glorinha";19,28;40,25;64,82;56,74;15,9;3,01;"De 5 a 10 mil"
5208509;"GO";"Goiandira";4,3;18,87;79,3;69,58;16,41;11,56;"De 5 a 10 mil"
4108650;"PR";"Goioxim";0,22;2,33;22,05;37,02;77,74;60,65;"De 5 a 10 mil"
2911501;"BA";"Gongogi";34,92;57,3;31,2;20,88;33,87;21,82;"De 5 a 10 mil"
3127503;"MG";"Gonzaga";15,97;44,75;35,66;16,08;48,37;39,17;"De 5 a 10 mil"
2104628;"MA";"Governador Luiz Rocha";0,07;2,59;69,78;90,59;30,15;6,82;"De 5 a 10 mil"
2104701;"MA";"Graça Aranha";1,38;0,53;50,79;91,46;47,83;8,01;"De 5 a 10 mil"
2802601;"SE";"Gracho Cardoso";14,06;22,01;66,52;70,53;19,42;7,46;"De 5 a 10 mil"
4108700;"PR";"Grandes Rios";0,24;26,69;59,92;45,62;39,84;27,7;"De 5 a 10 mil"
2606309;"PE";"Granito";12,67;29,07;33,44;28,84;53,89;42,09;"De 5 a 10 mil"
4206108;"SC";"Grão Pará";41,85;47,96;31,94;30,88;26,21;21,16;"De 5 a 10 mil"
2404408;"RN";"Grossos";1,8;9,14;80,17;88,44;18,04;2,42;"De 5 a 10 mil"
3517307;"SP";"Guaimbê";80,62;87,05;5,53;10,11;13,85;2,84;"De 5 a 10 mil"
4108908;"PR";"Guairaçá";0,7;3,39;72,72;82,76;26,58;13,85;"De 5 a 10 mil"
4108957;"PR";"Guamiranga";6,78;0,47;27,41;71,43;65,81;28,1;"De 5 a 10 mil"
3517802;"SP";"Guaraçaí";76,42;81,35;3,61;4,43;19,98;14,23;"De 5 a 10 mil"
3517901;"SP";"Guaraci";82,03;85,29;5,77;10,57;12,21;4,14;"De 5 a 10 mil"
4109203;"PR";"Guaraci";1,7;2,28;82,08;85,21;16,23;12,51;"De 5 a 10 mil"
3128402;"MG";"Guarani";63,96;67,71;12,1;20,99;23,94;11,3;"De 5 a 10 mil"
4309506;"RS";"Guarani das Missões";6,31;2,67;82,41;95,07;11,29;2,26;"De 5 a 10 mil"
3518107;"SP";"Guarantã";80,68;85,4;8,78;6,94;10,54;7,66;"De 5 a 10 mil"
4109500;"PR";"Guaraqueçaba";15,79;27,61;69,26;52,17;14,95;20,22;"De 5 a 10 mil"
3128600;"MG";"Guarda-Mor";45,5;51,73;23,61;13,35;30,89;34,92;"De 5 a 10 mil"
3518859;"SP";"Guatapará";68,49;78,96;25,62;12,92;5,89;8,12;"De 5 a 10 mil"
3128808;"MG";"Guidoval";43,57;60,35;24,06;17,94;32,37;21,7;"De 5 a 10 mil"
3128907;"MG";"Guimarânia";70,95;78,03;6,49;4,61;22,56;17,36;"De 5 a 10 mil"
3129004;"MG";"Guiricema";25,15;39,66;23,7;30,46;51,15;29,88;"De 5 a 10 mil"
3129103;"MG";"Gurinhatã";38,08;44,74;11,22;4,85;50,7;50,42;"De 5 a 10 mil"
3129202;"MG";"Heliodora";76,8;72,5;9,45;25,15;13,75;2,35;"De 5 a 10 mil"
3519006;"SP";"Herculândia";74,66;85,91;15,38;7,79;9,97;6,29;"De 5 a 10 mil"
4307104;"RS";"Herval";32,84;48,14;32,15;36,16;35,01;15,7;"De 5 a 10 mil"
4109658;"PR";"Honório Serpa";3,52;2,45;29,14;52,99;67,34;44,56;"De 5 a 10 mil"
4309654;"RS";"Hulha Negra";37,92;39,51;31,45;34,79;30,63;25,7;"De 5 a 10 mil"
3519204;"SP";"Iacri";70,97;80,06;5,16;3,89;23,87;16,05;"De 5 a 10 mil"
3519253;"SP";"Iaras";64,01;54,53;17,4;15,61;18,58;29,86;"De 5 a 10 mil"
4109757;"PR";"Ibema";1,53;1,4;81,48;85,13;16,99;13,47;"De 5 a 10 mil"
3129400;"MG";"Ibertioga";44,31;63,04;25,31;22,67;30,38;14,29;"De 5 a 10 mil"
3129608;"MG";"Ibiaí";0,36;0,9;68,8;74,41;30,85;24,7;"De 5 a 10 mil"
2506608;"PB";"Ibiara";4,98;5,73;59,56;64,02;35,46;30,25;"De 5 a 10 mil"
3129657;"MG";"Ibiracatu";0,36;10,86;62,32;73,7;37,32;15,44;"De 5 a 10 mil"
4309902;"RS";"Ibiraiaras";35,48;42,38;18,88;51;45,64;6,62;"De 5 a 10 mil"
2606705;"PE";"Ibirajuba";27,61;38,92;17,94;25,48;54,45;35,6;"De 5 a 10 mil"
2912806;"BA";"Ibirapuã";29,2;44,78;29,94;27,63;40,87;27,59;"De 5 a 10 mil"
3519501;"SP";"Ibirarema";79,96;88,36;15,45;5,03;4,59;6,61;"De 5 a 10 mil"
3202553;"ES";"Ibitirama";24,21;35,87;22,6;24,21;53,19;39,92;"De 5 a 10 mil"
4109906;"PR";"Icaraíma";1,05;2,64;80,53;76,52;18,42;20,84;"De 5 a 10 mil"
3519808;"SP";"Icém";90,81;91,77;3,52;8,02;5,67;0,21;"De 5 a 10 mil"
2913309;"BA";"Ichu";39,1;0,32;32,09;72,93;28,81;26,75;"De 5 a 10 mil"
3519907;"SP";"Iepê";78,61;83,14;7,53;10,14;13,86;6,72;"De 5 a 10 mil"
2502607;"PB";"Igaracy";11,26;32,2;48,93;39,13;39,82;28,67;"De 5 a 10 mil"
3520202;"SP";"Igaratá";33,7;55,22;42,73;43,08;23,58;1,71;"De 5 a 10 mil"
3130200;"MG";"Igaratinga";56,83;72,91;26,49;17,05;16,68;10,05;"De 5 a 10 mil"
3130309;"MG";"Iguatama";73,55;80,3;11,51;12,87;14,94;6,84;"De 5 a 10 mil"
3130408;"MG";"Ijaci";58,6;76,54;23,8;18,84;17,6;4,62;"De 5 a 10 mil"
3520426;"SP";"Ilha Comprida";72,9;82,86;25,85;17,01;1,25;0,13;"De 5 a 10 mil"
2802700;"SE";"Ilha das Flores";1,34;10,72;81,56;86,55;17,1;2,74;"De 5 a 10 mil"
2204659;"PI";"Ilha Grande";18,03;4,05;62,16;82,68;19,81;13,27;"De 5 a 10 mil"
3130556;"MG";"Imbé de Minas";9,29;18,79;25,46;37,17;65,24;44,04;"De 5 a 10 mil"
4207403;"SC";"Imbuia";14,66;25,73;37,68;61,07;47,66;13,2;"De 5 a 10 mil"
5209937;"GO";"Inaciolândia";0,13;2,37;76,5;82,11;23,37;15,52;"De 5 a 10 mil"
3130606;"MG";"Inconfidentes";46,8;52,6;19,04;44,6;34,16;2,8;"De 5 a 10 mil"
3130655;"MG";"Indaiabira";10,94;14,15;39,7;42,34;49,36;43,52;"De 5 a 10 mil"
4310405;"RS";"Independência";0,33;5,36;61,19;76,88;38,48;17,76;"De 5 a 10 mil"
3130705;"MG";"Indianópolis";38,46;60,01;21,65;17,2;39,89;22,79;"De 5 a 10 mil"
3131000;"MG";"Inhaúma";1,24;26,63;67,75;66,77;31;6,6;"De 5 a 10 mil"
3131109;"MG";"Inimutaba";46;45,71;30,63;32,81;23,37;21,48;"De 5 a 10 mil"
5004403;"MS";"Inocência";4,61;9,38;52,41;56,72;42,98;33,9;"De 5 a 10 mil"
4310439;"RS";"Ipê";37,21;52,31;28,84;42,86;33,95;4,82;"De 5 a 10 mil"
3521101;"SP";"Ipeúna";79,51;83,41;7,42;10,12;13,07;6,47;"De 5 a 10 mil"
5104526;"MT";"Ipiranga do Norte";NA;1,92;NA;70,56;NA;27,52;"De 5 a 10 mil"
2204808;"PI";"Ipiranga do Piauí";0,15;1,49;74,82;88,39;25,03;10,13;"De 5 a 10 mil"
4207650;"SC";"Iporã do Oeste";10,3;24,72;39,82;55,71;49,88;19,56;"De 5 a 10 mil"
4207684;"SC";"Ipuaçu";NA;0,8;40,57;52,13;59,43;47,07;"De 5 a 10 mil"
3131505;"MG";"Ipuiúna";59,32;57,04;21,54;27,79;19,15;15,17;"De 5 a 10 mil"
4207700;"SC";"Ipumirim";29,52;46,15;27,15;50,4;43,33;3,45;"De 5 a 10 mil"
2914109;"BA";"Ipupiara";0,14;1,68;83,44;82,93;16,42;15,38;"De 5 a 10 mil"
1400282;"RR";"Iracema";38,65;39,04;33,6;24,64;27,75;36,31;"De 5 a 10 mil"
4310504;"RS";"Iraí";16,97;22,3;43,67;45,55;39,36;32,15;"De 5 a 10 mil"
3131604;"MG";"Iraí de Minas";69,6;72,71;12,96;16,1;17,43;11,18;"De 5 a 10 mil"
2914208;"BA";"Irajuba";NA;2,79;51,01;63,56;48,99;33,65;"De 5 a 10 mil"
4207809;"SC";"Irani";9,54;34,86;63,11;53,55;27,35;11,6;"De 5 a 10 mil"
3521507;"SP";"Irapuã";80,41;88,48;2,3;2,45;17,3;9,07;"De 5 a 10 mil"
3521606;"SP";"Irapuru";63,91;79,41;15,59;10,32;20,5;10,27;"De 5 a 10 mil"
2204907;"PI";"Isaías Coelho";0,17;1,32;34,15;37,39;65,68;61,29;"De 5 a 10 mil"
4208005;"SC";"Itá";48,11;57,95;18,78;30,64;33,11;11,41;"De 5 a 10 mil"
4310538;"RS";"Itaara";15,77;40,61;72,17;57,88;12,07;1,5;"De 5 a 10 mil"
1710508;"TO";"Itacajá";5,6;38,4;54,45;35,48;39,95;26,12;"De 5 a 10 mil"
2915304;"BA";"Itagimirim";54,21;72,44;30,87;15,28;14,91;12,28;"De 5 a 10 mil"
5210604;"GO";"Itaguaru";12,84;11,39;66,53;77,65;20,63;10,96;"De 5 a 10 mil"
1710706;"TO";"Itaguatins";NA;17,47;52,55;56,17;47,45;26,36;"De 5 a 10 mil"
2306207;"CE";"Itaiçaba";3,38;2,01;75,36;89,19;21,26;8,8;"De 5 a 10 mil"
4110953;"PR";"Itaipulândia";0,8;42,28;94,09;57,51;5,11;0,21;"De 5 a 10 mil"
2404853;"RN";"Itajá";0,71;15,05;84,18;78,04;15,11;6,91;"De 5 a 10 mil"
5210802;"GO";"Itajá";44,86;73,95;20,27;14,79;34,88;11,26;"De 5 a 10 mil"
2915403;"BA";"Itaju do Colônia";42,49;63,38;27,75;18,19;29,76;18,42;"De 5 a 10 mil"
1301951;"AM";"Itamarati";0,53;3,57;24,6;41,85;74,87;54,59;"De 5 a 10 mil"
2915700;"BA";"Itamari";5,86;37,66;36,69;42,35;57,45;19,98;"De 5 a 10 mil"
4111001;"PR";"Itambaracá";13,82;24,23;66,15;65,07;20,03;10,71;"De 5 a 10 mil"
4111100;"PR";"Itambé";52,98;71,85;37,98;26,73;9,04;1,42;"De 5 a 10 mil"
2915908;"BA";"Itanagra";1,27;19,02;50,88;52,09;47,85;28,9;"De 5 a 10 mil"
5104542;"MT";"Itanhangá";NA;1,72;NA;75,99;NA;22,29;"De 5 a 10 mil"
3133600;"MG";"Itapeva";49,22;55,43;18,96;40,92;31,82;3,65;"De 5 a 10 mil"
1302009;"AM";"Itapiranga";17,72;6,35;52;71,5;30,28;22,15;"De 5 a 10 mil"
5211008;"GO";"Itapirapuã";2,78;17,57;64,8;60,71;32,42;21,72;"De 5 a 10 mil"
1101104;"RO";"Itapuã do Oeste";25,91;2,05;33,45;57,28;40,64;40,66;"De 5 a 10 mil"
2916708;"BA";"Itaquara";31,59;54,5;35,64;25,09;32,77;20,41;"De 5 a 10 mil"
5211305;"GO";"Itarumã";27,74;54,93;26,12;23,72;46,14;21,34;"De 5 a 10 mil"
3133709;"MG";"Itatiaiuçu";45,27;59,4;21,32;29,67;33,41;10,93;"De 5 a 10 mil"
2404903;"RN";"Itaú";0,68;1,97;90,98;91,15;8,34;6,88;"De 5 a 10 mil"
5211404;"GO";"Itauçu";3,02;58,95;77,8;30,13;19,18;10,92;"De 5 a 10 mil"
3133907;"MG";"Itaverava";2,38;25,45;38,05;26,48;59,56;48,06;"De 5 a 10 mil"
3523701;"SP";"Itirapuã";78,19;82,83;3,3;8,7;18,51;8,47;"De 5 a 10 mil"
3523800;"SP";"Itobi";79,58;87,94;5,4;6,86;15,02;5,2;"De 5 a 10 mil"
3134103;"MG";"Itueta";33,55;49,76;12,22;8,06;54,23;42,18;"De 5 a 10 mil"
3134301;"MG";"Itumirim";42,77;57,07;41,4;33,41;15,84;9,52;"De 5 a 10 mil"
4111555;"PR";"Ivaté";1,11;1,06;72,31;85,56;26,58;13,37;"De 5 a 10 mil"
2917359;"BA";"Jaborandi";17,66;30,56;30,64;45,75;51,7;23,68;"De 5 a 10 mil"
3524204;"SP";"Jaborandi";84,02;87,65;7,58;12,06;8,41;0,3;"De 5 a 10 mil"
2405009;"RN";"Jaçanã";5,64;0,47;66,19;78,05;28,18;21,47;"De 5 a 10 mil"
2703403;"AL";"Jacaré dos Homens";0,25;4,34;76,29;90,46;23,46;5,21;"De 5 a 10 mil"
3524501;"SP";"Jaci";75,13;84,79;8,35;8,66;16,52;6,55;"De 5 a 10 mil"
2205151;"PI";"Jacobina do Piauí";0,08;9,34;31,55;33,79;68,38;56,87;"De 5 a 10 mil"
3134806;"MG";"Jacuí";46,72;56,18;9,64;38,98;43,64;4,84;"De 5 a 10 mil"
2703502;"AL";"Jacuípe";4,92;22,87;45,11;41,88;49,97;35,25;"De 5 a 10 mil"
3524907;"SP";"Jambeiro";46,49;57,65;35,91;38,05;17,6;4,31;"De 5 a 10 mil"
3135076;"MG";"Jampruca";23,57;34,9;42,95;30,27;33,48;34,83;"De 5 a 10 mil"
5211701;"GO";"Jandaia";6,8;16,24;66,23;64,38;26,97;19,37;"De 5 a 10 mil"
2405108;"RN";"Jandaíra";NA;13,47;87,03;73,55;12,97;12,98;"De 5 a 10 mil"
2405207;"RN";"Janduís";NA;33;68,61;54,52;31,39;12,48;"De 5 a 10 mil"
5104906;"MT";"Jangada";7,44;7,03;48,32;39,69;44,23;53,29;"De 5 a 10 mil"
4112207;"PR";"Janiópolis";0,22;1,2;71,14;80,11;28,65;18,69;"De 5 a 10 mil"
2405306;"RN";"Januário Cicco";0,33;11,2;34,55;65,13;65,12;23,67;"De 5 a 10 mil"
2703601;"AL";"Japaratinga";0,67;9,18;46,25;54,19;53,08;36,63;"De 5 a 10 mil"
2405405;"RN";"Japi";0,4;42,57;57,54;34,17;42,06;23,26;"De 5 a 10 mil"
3135357;"MG";"Japonvar";0,11;0,35;79,96;92,24;19,93;7,41;"De 5 a 10 mil"
5004809;"MS";"Japorã";NA;3,14;53,65;73,95;46,35;22,9;"De 5 a 10 mil"
1302108;"AM";"Japurá";5;6,72;24,13;47,83;70,87;45,45;"De 5 a 10 mil"
4112405;"PR";"Japurá";6,33;5,57;78,89;88,19;14,78;6,23;"De 5 a 10 mil"
5004908;"MS";"Jaraguari";0,37;2,02;32,69;41,84;66,94;56,14;"De 5 a 10 mil"
2703700;"AL";"Jaramataia";0,25;0,65;55;77,3;44,75;22,05;"De 5 a 10 mil"
2307205;"CE";"Jati";0,75;16,09;51,84;56,63;47,42;27,28;"De 5 a 10 mil"
2105450;"MA";"Jatobá";NA;3,55;79,7;89,57;20,3;6,88;"De 5 a 10 mil"
3135407;"MG";"Jeceaba";29,59;38,03;25,86;29,95;44,55;32,03;"De 5 a 10 mil"
3135456;"MG";"Jenipapo de Minas";3,77;21,66;48,44;44,69;47,79;33,66;"De 5 a 10 mil"
3135605;"MG";"Jequitaí";0,05;1,55;72,63;68,7;27,32;29,75;"De 5 a 10 mil"
3135704;"MG";"Jequitibá";14,89;20,45;39,67;43,86;45,44;35,68;"De 5 a 10 mil"
2507408;"PB";"Jericó";17,76;39,39;46,32;41,43;35,92;19,17;"De 5 a 10 mil"
4112751;"PR";"Jesuítas";12,21;18,95;51,47;54,85;36,32;26,2;"De 5 a 10 mil"
3136108;"MG";"Joanésia";9,49;11,43;36,03;39,56;54,47;49,01;"De 5 a 10 mil"
2205458;"PI";"Joca Marques";NA;3;17,93;51,74;82,07;45,26;"De 5 a 10 mil"
4311155;"RS";"Jóia";1,66;18,37;41,6;59,43;56,74;22,2;"De 5 a 10 mil"
1200328;"AC";"Jordão";0,99;4,91;11,57;33,38;87,45;61,7;"De 5 a 10 mil"
2406007;"RN";"José da Penha";5,38;11,34;56,92;82,46;37,7;6,2;"De 5 a 10 mil"
5212105;"GO";"Joviânia";1,77;56,85;85,62;33,68;12,61;9,47;"De 5 a 10 mil"
2507606;"PB";"Juarez Távora";9,03;10,24;66,79;75,86;24,18;13,9;"De 5 a 10 mil"
2205524;"PI";"Júlio Borges";0,49;0,07;23,58;43,93;75,93;56;"De 5 a 10 mil"
2507804;"PB";"Junco do Seridó";36,81;64,01;27,97;10,34;35,22;25,65;"De 5 a 10 mil"
4112959;"PR";"Juranda";0,72;4,69;75,61;79,35;23,67;15,96;"De 5 a 10 mil"
2508000;"PB";"Juru";0,04;20,59;51,26;44,57;48,7;34,84;"De 5 a 10 mil"
3136900;"MG";"Juruaia";46,71;46,93;6,53;33,17;46,76;19,9;"De 5 a 10 mil"
4113007;"PR";"Jussara";14,73;58,35;76,03;41,17;9,24;0,47;"De 5 a 10 mil"
2918555;"BA";"Jussari";54,78;65,32;23,7;21,24;21,52;13,44;"De 5 a 10 mil"
2918605;"BA";"Jussiape";4,19;13,81;64,96;74,06;30,86;12,13;"De 5 a 10 mil"
5005152;"MS";"Juti";0,95;9,98;68,85;58,22;30,2;31,8;"De 5 a 10 mil"
3136959;"MG";"Juvenília";21,67;6,95;53,82;73,13;24,51;19,92;"De 5 a 10 mil"
3137106;"MG";"Lagamar";55,35;70,66;14,47;4,05;30,19;25,29;"De 5 a 10 mil"
2105948;"MA";"Lago dos Rodrigues";0,16;0,63;32,7;77,87;67,14;21,49;"De 5 a 10 mil"
2205557;"PI";"Lagoa Alegre";NA;13,02;22,87;39,73;77,13;47,24;"De 5 a 10 mil"
2406205;"RN";"Lagoa d'Anta";1,96;5,35;59,48;83,54;38,56;11,11;"De 5 a 10 mil"
2508208;"PB";"Lagoa de Dentro";33,69;11,34;35,15;59,47;31,16;29,18;"De 5 a 10 mil"
2406304;"RN";"Lagoa de Pedras";0,74;1,28;51,37;68,49;47,89;30,23;"De 5 a 10 mil"
2205573;"PI";"Lagoa de São Francisco";1,05;0,24;31,31;44,01;67,64;55,75;"De 5 a 10 mil"
3137536;"MG";"Lagoa Grande";20,12;35,46;55,55;47,3;24,33;17,24;"De 5 a 10 mil"
2406601;"RN";"Lagoa Salgada";0,25;0,57;66,63;77,91;33,13;21,51;"De 5 a 10 mil"
4311254;"RS";"Lagoão";5,07;8,98;22,82;28,53;72,11;62,49;"De 5 a 10 mil"
5005251;"MS";"Laguna Carapã";0,47;7,71;46,41;54,8;53,12;37,49;"De 5 a 10 mil"
3302304;"RJ";"Laje do Muriaé";50,78;61,75;27,54;22,63;21,68;15,62;"De 5 a 10 mil"
2105989;"MA";"Lajeado Novo";12,5;5,08;34,67;59,31;52,83;35,61;"De 5 a 10 mil"
2919058;"BA";"Lajedo do Tabocal";0,38;0,62;72,38;83,5;27,24;15,88;"De 5 a 10 mil"
2919108;"BA";"Lamarão";8,43;15,7;17,13;23,9;74,44;60,4;"De 5 a 10 mil"
5105234;"MT";"Lambari D'Oeste";4,16;1,07;46,42;70,04;49,42;28,89;"De 5 a 10 mil"
2205607;"PI";"Landri Sales";4,28;1,78;64,06;84,76;31,66;13,46;"De 5 a 10 mil"
3138005;"MG";"Laranjal";65,72;74,92;11,44;9,99;22,83;15,1;"De 5 a 10 mil"
4113254;"PR";"Laranjal";2,47;1,58;26,85;42,79;70,68;55,63;"De 5 a 10 mil"
3138104;"MG";"Lassance";0,12;1,82;56,25;78,08;43,63;20,1;"De 5 a 10 mil"
4209508;"SC";"Laurentino";30,74;47,66;54,59;48,76;14,67;3,58;"De 5 a 10 mil"
3526506;"SP";"Lavínia";68,67;83,29;15,96;6,52;15,37;10,2;"De 5 a 10 mil"
4311502;"RS";"Lavras do Sul";54,65;58,48;32,62;29,73;12,72;11,79;"De 5 a 10 mil"
3526605;"SP";"Lavrinhas";73,97;76,39;19,11;21,68;6,92;1,94;"De 5 a 10 mil"
5212303;"GO";"Leopoldo de Bulhões";5,72;23,07;62,7;53,38;31,57;23,55;"De 5 a 10 mil"
4311601;"RS";"Liberato Salzano";0,39;4,38;22,65;85,11;76,96;10,51;"De 5 a 10 mil"
3138500;"MG";"Liberdade";58,78;68,44;12,41;12,39;28,81;19,17;"De 5 a 10 mil"
3138625;"MG";"Limeira do Oeste";9,07;56,57;52,68;18,97;38,25;24,46;"De 5 a 10 mil"
4113452;"PR";"Lindoeste";2,6;2,28;44,35;52,26;53,05;45,46;"De 5 a 10 mil"
3527009;"SP";"Lindóia";63,46;77,9;27,1;20,79;9,44;1,31;"De 5 a 10 mil"
4311627;"RS";"Lindolfo Collor";72,29;60,42;26,49;39;1,21;0,57;"De 5 a 10 mil"
2508505;"PB";"Livramento";5,88;21,93;31,72;45,08;62,4;32,99;"De 5 a 10 mil"
3138658;"MG";"Lontra";0,11;1,07;77,38;89,4;22,5;9,53;"De 5 a 10 mil"
2106201;"MA";"Luís Domingues";NA;NA;52,75;69,94;47,25;30,06;"De 5 a 10 mil"
2407005;"RN";"Luís Gomes";1,66;3,69;62,17;82;36,17;14,31;"De 5 a 10 mil"
