"Codigo";"UF";"Municipio";"Adequado_2000";"Adequado_2010";"Semi_2000";"Semi_2010";"Inadequado_2000";"Inadequado_2010";"Classe"
3171030;"MG";"Verdelândia";0,68;19,22;59,78;46,27;39,53;34,51;"De 5 a 10 mil"
4128609;"PR";"Verê";13,9;19,97;33,92;50,7;52,19;29,34;"De 5 a 10 mil"
2933257;"BA";"Vereda";15,6;27,31;45,61;44,32;38,8;28,37;"De 5 a 10 mil"
3171071;"MG";"Veredinha";30,97;55,32;40,86;16,2;28,17;28,48;"De 5 a 10 mil"
2616183;"PE";"Vertente do Lério";0,19;0,69;19,3;49,22;80,5;50,09;"De 5 a 10 mil"
4322905;"RS";"Viadutos";2,68;29,47;48,21;60,58;49,11;9,95;"De 5 a 10 mil"
4323101;"RS";"Vicente Dutra";6,69;24,04;29,5;61,29;63,8;14,67;"De 5 a 10 mil"
5008404;"MS";"Vicentina";0,71;1,69;58,93;72,23;40,37;26,08;"De 5 a 10 mil"
5222054;"GO";"Vicentinópolis";17,71;3,02;66,92;85,62;15,38;11,36;"De 5 a 10 mil"
4219200;"SC";"Vidal Ramos";13,47;12,78;26,14;52,64;60,39;34,58;"De 5 a 10 mil"
2517209;"PB";"Vieirópolis";1,59;1,55;38,6;69,21;59,81;29,24;"De 5 a 10 mil"
3205150;"ES";"Vila Pavão";15,02;24,61;17,95;25,36;67,03;50,04;"De 5 a 10 mil"
5222302;"GO";"Vila Propício";0,09;1,15;39,18;56,68;60,74;42,17;"De 5 a 10 mil"
3171709;"MG";"Virgínia";35,41;46,19;24,33;17,75;40,26;36,06;"De 5 a 10 mil"
3171907;"MG";"Virgolândia";29,55;48,13;28,38;26,64;42,08;25,23;"De 5 a 10 mil"
3556909;"SP";"Vista Alegre do Alto";87,71;92,04;0,75;2,49;11,54;5,47;"De 5 a 10 mil"
4219358;"SC";"Vitor Meireles";17,35;28,28;36,24;60,61;46,41;11,11;"De 5 a 10 mil"
4128708;"PR";"Vitorino";2,68;31,57;61,24;58,16;36,08;10,27;"De 5 a 10 mil"
3172103;"MG";"Volta Grande";62,13;67,23;20,34;20,85;17,53;11,92;"De 5 a 10 mil"
2933406;"BA";"Wagner";1,52;1,02;70,36;85,62;28,12;13,37;"De 5 a 10 mil"
4128807;"PR";"Xambrê";3,13;9,71;65,11;66,55;31,76;23,74;"De 5 a 10 mil"
5200100;"GO";"Abadiânia";1,21;67,05;63,16;17,86;35,63;15,1;"De 10 a 20 mil"
2300101;"CE";"Abaiara";0,2;3,27;28,75;64,4;71,05;32,33;"De 10 a 20 mil"
2900207;"BA";"Abaré";8,09;43,14;43,89;35,1;48,02;21,77;"De 10 a 20 mil"
4200101;"SC";"Abelardo Luz";19,53;9,96;30,51;54,68;49,96;35,37;"De 10 a 20 mil"
3100302;"MG";"Abre Campo";39,34;46,92;12,15;13,66;48,51;39,41;"De 10 a 20 mil"
2900306;"BA";"Acajutiba";3,37;6,9;59,38;75,75;37,25;17,35;"De 10 a 20 mil"
2300150;"CE";"Acarape";1,59;26,7;58,79;61,28;39,62;12,02;"De 10 a 20 mil"
2400109;"RN";"Acari";62,89;81,26;23,44;8,75;13,68;9,99;"De 10 a 20 mil"
1200013;"AC";"Acrelândia";1,66;5,98;31,94;44;66,4;50,01;"De 10 a 20 mil"
3100500;"MG";"Açucena";10,23;17,16;40,94;44,83;48,84;38;"De 10 a 20 mil"
2900355;"BA";"Adustina";14,45;23,18;19,34;32,62;66,21;44,21;"De 10 a 20 mil"
2400307;"RN";"Afonso Bezerra";26,24;39,67;45,19;42,56;28,58;17,77;"De 10 a 20 mil"
2600203;"PE";"Afrânio";3,53;17,02;29,64;32,07;66,83;50,91;"De 10 a 20 mil"
3100609;"MG";"Água Boa";12,6;30,69;30,98;34,03;56,41;35,28;"De 10 a 20 mil"
2200202;"PI";"Água Branca";37,42;1,97;53,62;93,92;8,96;4,11;"De 10 a 20 mil"
2700102;"AL";"Água Branca";19,01;27,81;33,79;34,26;47,19;37,93;"De 10 a 20 mil"
5000203;"MS";"Água Clara";6,27;3,32;56,76;71,14;36,97;25,54;"De 10 a 20 mil"
2100154;"MA";"Água Doce do Maranhão";NA;0,51;23,92;72,47;76,08;27,02;"De 10 a 20 mil"
3200169;"ES";"Água Doce do Norte";17,59;34,61;38,03;31,71;44,38;33,68;"De 10 a 20 mil"
2900405;"BA";"Água Fria";0,61;2,33;49,22;54,87;50,17;42,79;"De 10 a 20 mil"
3500501;"SP";"Águas de Lindóia";86,59;90,58;9,11;7,77;4,3;1,64;"De 10 a 20 mil"
3100906;"MG";"Águas Formosas";58,99;68,25;17,86;13,04;23,15;18,71;"De 10 a 20 mil"
3101003;"MG";"Águas Vermelhas";2,68;34,42;70,76;55,06;26,56;10,52;"De 10 a 20 mil"
4300109;"RS";"Agudo";38,65;42,3;31,78;41,71;29,57;15,98;"De 10 a 20 mil"
2300408;"CE";"Aiuaba";0,06;8,4;35,39;48,4;64,55;43,2;"De 10 a 20 mil"
2500403;"PB";"Alagoa Nova";21,23;29,41;27,47;31,52;51,3;39,07;"De 10 a 20 mil"
2500502;"PB";"Alagoinha";8,16;7,95;67,27;71,49;24,57;20,56;"De 10 a 20 mil"
2600609;"PE";"Alagoinha";23,17;31,99;32,01;37,23;44,83;30,78;"De 10 a 20 mil"
2300507;"CE";"Alcântaras";6,27;20,55;21,02;32,82;72,71;46,63;"De 10 a 20 mil"
2400505;"RN";"Alexandria";38,04;52,51;26,44;29,1;35,51;18,39;"De 10 a 20 mil"
3200300;"ES";"Alfredo Chaves";34,91;44,78;46,24;47,31;18,85;7,9;"De 10 a 20 mil"
2500601;"PB";"Alhandra";1,56;9,07;71,92;78,37;26,51;12,56;"De 10 a 20 mil"
3101904;"MG";"Alpinópolis";77,16;79,98;3,43;9,75;19,41;10,27;"De 10 a 20 mil"
2100402;"MA";"Altamira do Maranhão";NA;0,68;22,23;73,09;77,77;26,22;"De 10 a 20 mil"
3102001;"MG";"Alterosa";64,96;71,68;8,67;7,35;26,37;20,97;"De 10 a 20 mil"
3501004;"SP";"Altinópolis";82,04;87,16;2,04;4,84;15,92;8;"De 10 a 20 mil"
1400050;"RR";"Alto Alegre";1,38;11,19;40,35;39,97;58,27;48,84;"De 10 a 20 mil"
1100379;"RO";"Alto Alegre dos Parecis";NA;0,08;16,16;38,15;83,84;61,77;"De 10 a 20 mil"
5100300;"MT";"Alto Araguaia";32,01;7,19;47,86;80,07;20,14;12,74;"De 10 a 20 mil"
2400703;"RN";"Alto do Rodrigues";7,53;7,75;83,32;90,51;9,15;1,74;"De 10 a 20 mil"
5100409;"MT";"Alto Garças";2,02;3,33;82,49;86,96;15,49;9,71;"De 10 a 20 mil"
2200301;"PI";"Alto Longá";18,69;0,96;22,94;62,44;58,37;36,6;"De 10 a 20 mil"
5100508;"MT";"Alto Paraguai";0,89;17,51;73,1;46,96;26,01;35,53;"De 10 a 20 mil"
1100403;"RO";"Alto Paraíso";0,26;1,06;28,06;46,38;71,68;52,55;"De 10 a 20 mil"
4100608;"PR";"Alto Paraná";39,33;56,58;44,05;31,6;16,62;11,82;"De 10 a 20 mil"
2100501;"MA";"Alto Parnaíba";12,84;1,71;43,51;63,62;43,65;34,67;"De 10 a 20 mil"
4100707;"PR";"Alto Piquiri";1,71;29,5;87,2;60,91;11,09;9,59;"De 10 a 20 mil"
3102100;"MG";"Alto Rio Doce";21,46;35,71;22,76;21,94;55,78;42,35;"De 10 a 20 mil"
2300705;"CE";"Alto Santo";12,81;10,6;27,54;61,04;59,65;28,36;"De 10 a 20 mil"
3501152;"SP";"Alumínio";79,65;78,38;18,37;20,8;1,98;0,82;"De 10 a 20 mil"
1300029;"AM";"Alvarães";4,79;18,18;36,38;46,27;58,83;35,55;"De 10 a 20 mil"
3102308;"MG";"Alvinópolis";49,35;65;21,87;16,69;28,79;18,31;"De 10 a 20 mil"
4100806;"PR";"Alvorada do Sul";14,74;3,83;70,52;78,14;14,74;18,03;"De 10 a 20 mil"
1100346;"RO";"Alvorada D'Oeste";1,2;26,44;39,17;31,75;59,63;41,81;"De 10 a 20 mil"
2200509;"PI";"Amarante";25,63;6,93;51,21;63,65;23,16;29,42;"De 10 a 20 mil"
2901155;"BA";"América Dourada";0,45;1,32;74,95;80,97;24,6;17,71;"De 10 a 20 mil"
4101002;"PR";"Ampére";22,51;52,16;48,32;38,72;29,17;9,11;"De 10 a 20 mil"
2700201;"AL";"Anadia";1,82;15,24;70,41;67,94;27,77;16,82;"De 10 a 20 mil"
1300086;"AM";"Anamã";6,19;3,82;33,75;50,72;60,05;45,46;"De 10 a 20 mil"
2100808;"MA";"Anapurus";0,82;2,19;41,55;72,31;57,63;25,5;"De 10 a 20 mil"
2901304;"BA";"Andaraí";8,63;11,69;42,61;64,85;48,76;23,46;"De 10 a 20 mil"
2901353;"BA";"Andorinha";15,76;34,78;17,56;21,1;66,67;44,12;"De 10 a 20 mil"
3102803;"MG";"Andrelândia";66,39;77,3;12,41;6,07;21,21;16,63;"De 10 a 20 mil"
2601003;"PE";"Angelim";37,85;44,13;20,04;30,35;42,11;25,52;"De 10 a 20 mil"
2901403;"BA";"Angical";0,12;3,51;30,55;59,63;69,33;36,87;"De 10 a 20 mil"
2400802;"RN";"Angicos";6,02;34,99;77,89;57,44;16,09;7,56;"De 10 a 20 mil"
2901502;"BA";"Anguera";7,09;21,26;45,21;44,39;47,7;34,35;"De 10 a 20 mil"
1300102;"AM";"Anori";8,95;1,8;55,35;64,38;35,7;33,82;"De 10 a 20 mil"
2901601;"BA";"Antas";32,87;50,04;49,68;38,71;17,45;11,25;"De 10 a 20 mil"
4101200;"PR";"Antonina";62,75;67,54;32,37;29,62;4,88;2,84;"De 10 a 20 mil"
2901700;"BA";"Antônio Cardoso";0,38;12,18;33,39;48,89;66,23;38,93;"De 10 a 20 mil"
3102902;"MG";"Antônio Carlos";42,84;59,97;33,34;22,22;23,81;17,81;"De 10 a 20 mil"
2901809;"BA";"Antônio Gonçalves";20,51;10,47;47,11;75;32,38;14,53;"De 10 a 20 mil"
4300802;"RS";"Antônio Prado";63,18;75,74;22,01;22,11;14,82;2,15;"De 10 a 20 mil"
3300159;"RJ";"Aperibé";75,11;76,07;17,35;13,88;7,54;10,05;"De 10 a 20 mil"
2100832;"MA";"Apicum-Açu";0,05;0,29;45,16;74,01;54,79;25,69;"De 10 a 20 mil"
2901908;"BA";"Aporá";0,12;0,87;54,15;83,93;45,73;15,2;"De 10 a 20 mil"
1300144;"AM";"Apuí";0,12;1,5;39,94;56,49;59,93;42,01;"De 10 a 20 mil"
2300903;"CE";"Apuiarés";2,22;2,52;64,41;80,02;33,38;17,46;"De 10 a 20 mil"
2500809;"PB";"Araçagi";2,95;10,57;34,95;43,75;62,1;45,68;"De 10 a 20 mil"
3502754;"SP";"Araçariguama";45,16;56,32;44,92;37,97;9,91;5,71;"De 10 a 20 mil"
2902054;"BA";"Araças";0,04;2,5;48,33;71,61;51,62;25,89;"De 10 a 20 mil"
2902005;"BA";"Aracatu";3,42;0,71;20,92;30,22;75,66;69,07;"De 10 a 20 mil"
2601052;"PE";"Araçoiaba";2,83;6,55;70,82;74,52;26,35;18,93;"De 10 a 20 mil"
5201702;"GO";"Aragarças";1,16;3,7;92,17;93,02;6,67;3,28;"De 10 a 20 mil"
2100873;"MA";"Araguanã";0,84;2,76;51,23;61,78;47,93;35,47;"De 10 a 20 mil"
5001243;"MS";"Aral Moreira";1,34;2,29;57,6;67,87;41,06;29,84;"De 10 a 20 mil"
2902203;"BA";"Aramari";3,88;6,43;53,95;66,58;42,17;26,99;"De 10 a 20 mil"
5101258;"MT";"Araputanga";8,15;10,04;75,24;74,39;16,61;15,57;"De 10 a 20 mil"
2500908;"PB";"Arara";24,95;48,73;41,87;25,59;33,17;25,67;"De 10 a 20 mil"
2301257;"CE";"Ararendá";NA;9,08;39,45;71,34;60,55;19,57;"De 10 a 20 mil"
2501005;"PB";"Araruna";2,06;36,19;50,31;32,25;47,63;31,56;"De 10 a 20 mil"
4101705;"PR";"Araruna";61,21;18,36;19,24;63,94;19,54;17,7;"De 10 a 20 mil"
2902252;"BA";"Arataca";14,61;15,35;44;55,27;41,39;29,38;"De 10 a 20 mil"
2301406;"CE";"Aratuba";5,66;17,84;42,66;50,76;51,68;31,4;"De 10 a 20 mil"
2800407;"SE";"Arauá";0,23;10,13;62,94;69,77;36,83;20,09;"De 10 a 20 mil"
3104304;"MG";"Areado";75,39;82,44;5,88;8,07;18,72;9,49;"De 10 a 20 mil"
3300225;"RJ";"Areal";33,15;33,11;63,21;64,09;3,63;2,8;"De 10 a 20 mil"
2800506;"SE";"Areia Branca";0,41;5,18;68,6;86,91;30,99;7,92;"De 10 a 20 mil"
3503604;"SP";"Areiópolis";87,77;96,57;10,76;3,27;1,48;0,17;"De 10 a 20 mil"
5101308;"MT";"Arenápolis";5,41;13,32;73;76,69;21,59;9,99;"De 10 a 20 mil"
2401206;"RN";"Arês";59,43;19,23;33,03;72,52;7,54;8,25;"De 10 a 20 mil"
3104502;"MG";"Arinos";12,88;23,08;48,54;43,46;38,57;33,46;"De 10 a 20 mil"
5101407;"MT";"Aripuanã";14,25;3,35;23,97;61,84;61,78;34,81;"De 10 a 20 mil"
2501302;"PB";"Aroeiras";10,23;18,85;27,58;31,49;62,2;49,66;"De 10 a 20 mil"
1702406;"TO";"Arraias";0,91;21,84;59,16;49,03;39,93;29,12;"De 10 a 20 mil"
4301008;"RS";"Arroio do Meio";33,33;48,35;56,18;51,15;10,49;0,5;"De 10 a 20 mil"
4301206;"RS";"Arroio do Tigre";25,43;37,2;23,65;44,37;50,92;18,43;"De 10 a 20 mil"
4301107;"RS";"Arroio dos Ratos";61,74;67,82;32,93;28,69;5,33;3,49;"De 10 a 20 mil"
4301305;"RS";"Arroio Grande";71,19;66,68;17,61;26,21;11,2;7,11;"De 10 a 20 mil"
4301404;"RS";"Arvorezinha";34,85;43,97;24,29;38,31;40,86;17,72;"De 10 a 20 mil"
4101903;"PR";"Assaí";37,34;48,98;38,84;39,3;23,81;11,72;"De 10 a 20 mil"
3104601;"MG";"Astolfo Dutra";78,2;38,32;11,51;56,57;10,3;5,11;"De 10 a 20 mil"
1300201;"AM";"Atalaia do Norte";10,5;0,69;30,54;37,33;58,96;61,98;"De 10 a 20 mil"
3104700;"MG";"Ataléia";23,71;40,67;28,2;25,32;48,09;34,01;"De 10 a 20 mil"
1702554;"TO";"Augustinópolis";3,01;9,2;74,5;78,12;22,48;12,68;"De 10 a 20 mil"
2902401;"BA";"Aurelino Leal";25,6;45,04;43,09;41,22;31,32;13,74;"De 10 a 20 mil"
3504206;"SP";"Auriflama";85,05;89,05;6,22;4,34;8,74;6,61;"De 10 a 20 mil"
3504404;"SP";"Avanhandava";86,89;93,68;5,38;1,82;7,73;4,5;"De 10 a 20 mil"
1501006;"PA";"Aveiro";0,07;2,42;20,78;37,51;79,15;60,07;"De 10 a 20 mil"
2201101;"PI";"Avelino Lopes";0,13;0,97;49,05;61,28;50,83;37,75;"De 10 a 20 mil"
2101103;"MA";"Axixá";0,26;6,37;17,85;66,8;81,89;26,84;"De 10 a 20 mil"
1703008;"TO";"Babaçulândia";0,23;13,51;40,19;43,19;59,58;43,3;"De 10 a 20 mil"
2101251;"MA";"Bacabeira";0,18;22,56;51,27;51,33;48,55;26,11;"De 10 a 20 mil"
2101301;"MA";"Bacuri";0,03;3,47;37,74;62,52;62,23;34,01;"De 10 a 20 mil"
3504602;"SP";"Bady Bassitt";86,7;92,08;5,07;5,35;8,23;2,57;"De 10 a 20 mil"
3104908;"MG";"Baependi";63,52;71,99;9,92;12,49;26,56;15,52;"De 10 a 20 mil"
2902500;"BA";"Baianópolis";2,47;2,15;60,12;85,16;37,4;12,69;"De 10 a 20 mil"
2201150;"PI";"Baixa Grande do Ribeiro";0,12;1,51;49,38;72,62;50,5;25,87;"De 10 a 20 mil"
4212809;"SC";"Balneário Piçarras";71,09;77,55;24,27;21,53;4,63;0,92;"De 10 a 20 mil"
4301636;"RS";"Balneário Pinhal";28,78;34,67;70,23;65,12;0,99;0,21;"De 10 a 20 mil"
4102307;"PR";"Balsa Nova";21,39;70,12;66,15;27,44;12,47;2,44;"De 10 a 20 mil"
2301851;"CE";"Banabuiú";2,78;16,92;45,3;52,84;51,92;30,24;"De 10 a 20 mil"
3504909;"SP";"Bananal";60,87;75,88;21,11;19,04;18,02;5,09;"De 10 a 20 mil"
2902658;"BA";"Banzaê";2,37;13,01;89,42;85,5;8,21;1,48;"De 10 a 20 mil"
2101509;"MA";"Barão de Grajaú";1,02;3,41;50,2;76,34;48,78;20,25;"De 10 a 20 mil"
4102505;"PR";"Barbosa Ferraz";22,48;33,41;55,89;54,44;21,63;12,15;"De 10 a 20 mil"
2601300;"PE";"Barra de Guabiraba";31,08;71,64;51,34;19,36;17,58;9,01;"De 10 a 20 mil"
2501609;"PB";"Barra de Santa Rosa";39,93;50,63;16,01;15,13;44,06;34,24;"De 10 a 20 mil"
2700508;"AL";"Barra de Santo Antônio";1,98;22,01;78,2;71,91;19,82;6,08;"De 10 a 20 mil"
2903003;"BA";"Barra do Mendes";0,71;2,16;84,63;80,23;14,66;17,6;"De 10 a 20 mil"
4301909;"RS";"Barra do Ribeiro";70,01;66,3;18,24;27,46;11,76;6,24;"De 10 a 20 mil"
2301950;"CE";"Barreira";0,07;11,84;28,49;57,18;71,44;30,98;"De 10 a 20 mil"
2903235;"BA";"Barro Alto";0,37;6,51;76,56;88,51;23,07;4,98;"De 10 a 20 mil"
2903276;"BA";"Barrocas";NA;24,98;NA;57,84;NA;17,18;"De 10 a 20 mil"
2302057;"CE";"Barroquinha";0,1;12,57;49,48;60,84;50,42;26,59;"De 10 a 20 mil"
4302006;"RS";"Barros Cassal";13,22;22,81;19,71;24,26;67,07;52,93;"De 10 a 20 mil"
3105905;"MG";"Barroso";81,89;87,12;14,4;11,58;3,71;1,3;"De 10 a 20 mil"
5001904;"MS";"Bataguassu";0,48;46,89;78,79;40,84;20,73;12,27;"De 10 a 20 mil"
2700706;"AL";"Batalha";5,05;15,16;71;66,32;23,95;18,52;"De 10 a 20 mil"
5002001;"MS";"Batayporã";0,38;1,18;69,16;74,76;30,45;24,06;"De 10 a 20 mil"
3106002;"MG";"Bela Vista de Minas";65,32;81,2;27,92;15,89;6,76;2,91;"De 10 a 20 mil"
2101772;"MA";"Bela Vista do Maranhão";4,09;2,08;69,31;87,91;26,61;10,01;"De 10 a 20 mil"
4102802;"PR";"Bela Vista do Paraíso";36,55;43,2;56,53;52,9;6,92;3,9;"De 10 a 20 mil"
2501906;"PB";"Belém";65,81;76,58;19,53;12,95;14,66;10,47;"De 10 a 20 mil"
2601508;"PE";"Belém de Maria";17,89;32,07;42,78;41,96;39,33;25,97;"De 10 a 20 mil"
2903508;"BA";"Belo Campo";NA;0,02;40,76;65,24;59,24;34,73;"De 10 a 20 mil"
1501451;"PA";"Belterra";1,81;10,31;29,97;55,73;68,22;33,96;"De 10 a 20 mil"
4202206;"SC";"Benedito Novo";23,03;31,41;64,13;65,78;12,84;2,8;"De 10 a 20 mil"
3106507;"MG";"Berilo";12,06;28,97;50,25;17,76;37,7;53,27;"De 10 a 20 mil"
3506300;"SP";"Bernardino de Campos";87,03;90,27;5,88;4,49;7,09;5,24;"De 10 a 20 mil"
1300631;"AM";"Beruri";7,48;15,97;33,9;46,43;58,63;37,6;"De 10 a 20 mil"
2601805;"PE";"Betânia";10,26;21,54;19,38;47,46;70,36;31;"De 10 a 20 mil"
3106903;"MG";"Bicas";75,05;90,36;18,49;5,96;6,45;3,68;"De 10 a 20 mil"
2903607;"BA";"Biritinga";7,43;15,17;65,12;73,2;27,45;11,63;"De 10 a 20 mil"
4102901;"PR";"Bituruna";42,1;52,88;21,78;22,22;36,12;24,9;"De 10 a 20 mil"
3201001;"ES";"Boa Esperança";43,63;48,02;27,53;27,69;28,83;24,29;"De 10 a 20 mil"
3506706;"SP";"Boa Esperança do Sul";85,03;90,94;2,54;6,12;12,43;2,94;"De 10 a 20 mil"
2903706;"BA";"Boa Nova";9,33;27,61;26,68;41,42;63,99;30,97;"De 10 a 20 mil"
1300680;"AM";"Boa Vista do Ramos";3,48;28,41;46,13;29,33;50,39;42,26;"De 10 a 20 mil"
2903805;"BA";"Boa Vista do Tupim";21,2;4,26;38,99;62,33;39,81;33,41;"De 10 a 20 mil"
3506805;"SP";"Bocaina";89,68;92,3;5,48;5,5;4,85;2,2;"De 10 a 20 mil"
4103107;"PR";"Bocaiúva do Sul";37,74;41,15;43,47;48,21;18,79;10,64;"De 10 a 20 mil"
4302303;"RS";"Bom Jesus";55,82;62,87;23,57;26,57;20,6;10,56;"De 10 a 20 mil"
2903953;"BA";"Bom Jesus da Serra";0,61;0,5;26,14;34,83;73,25;64,67;"De 10 a 20 mil"
3107802;"MG";"Bom Jesus do Galho";28,95;47,02;31,82;21,56;39,23;31,42;"De 10 a 20 mil"
1501576;"PA";"Bom Jesus do Tocantins";1,03;5,59;48,22;59,54;50,75;34,88;"De 10 a 20 mil"
3507100;"SP";"Bom Jesus dos Perdões";78,65;86,84;18,96;13,08;2,39;0,08;"De 10 a 20 mil"
2102077;"MA";"Bom Lugar";NA;0,23;21,27;55,74;78,73;44,03;"De 10 a 20 mil"
4302352;"RS";"Bom Princípio";56,75;50,57;41,23;49,17;2,02;0,26;"De 10 a 20 mil"
3107901;"MG";"Bom Repouso";48,43;53,45;11,06;34,96;40,52;11,59;"De 10 a 20 mil"
4302402;"RS";"Bom Retiro do Sul";62,69;70,89;26,8;28,52;10,52;0,59;"De 10 a 20 mil"
3108008;"MG";"Bom Sucesso";69,06;80,7;15,48;12,27;15,46;7,03;"De 10 a 20 mil"
4202453;"SC";"Bombinhas";46,68;71,6;52,91;28,4;0,4;NA;"De 10 a 20 mil"
1400159;"RR";"Bonfim";19,58;27,4;24,28;29,04;56,14;43,56;"De 10 a 20 mil"
2904001;"BA";"Boninal";0,14;6,52;88,41;80,63;11,45;12,85;"De 10 a 20 mil"
1501600;"PA";"Bonito";0,09;6,38;43,26;61,41;56,65;32,21;"De 10 a 20 mil"
2904050;"BA";"Bonito";0,98;4,75;63,91;85,25;35,11;10;"De 10 a 20 mil"
5002209;"MS";"Bonito";30,85;74,85;47,23;14,87;21,92;10,28;"De 10 a 20 mil"
2502409;"PB";"Bonito de Santa Fé";38,42;45,84;25,91;29,6;35,67;24,56;"De 10 a 20 mil"
2502508;"PB";"Boqueirão";53,7;51,31;23,36;25,49;22,95;23,2;"De 10 a 20 mil"
3507407;"SP";"Borborema";81,95;88,69;7,91;5,4;10,14;5,91;"De 10 a 20 mil"
3108305;"MG";"Borda da Mata";73,85;78,08;8,72;14,37;17,42;7,55;"De 10 a 20 mil"
3108404;"MG";"Botelhos";65,4;75,06;9,82;18,24;24,78;6,69;"De 10 a 20 mil"
2904209;"BA";"Botuporã";17,49;27,17;23,47;27,45;59,04;45,38;"De 10 a 20 mil"
2701100;"AL";"Branquinha";25,32;31,52;28,72;32,93;45,96;35,55;"De 10 a 20 mil"
1501725;"PA";"Brasil Novo";1,54;1,05;36,73;54,2;61,73;44,75;"De 10 a 20 mil"
5002308;"MS";"Brasilândia";29,81;48,86;40,5;34,24;29,69;16,9;"De 10 a 20 mil"
3108552;"MG";"Brasilândia de Minas";18,19;19,33;65,43;68,87;16,38;11,8;"De 10 a 20 mil"
5101902;"MT";"Brasnorte";0,61;4,33;56,28;68,34;43,12;27,34;"De 10 a 20 mil"
3108909;"MG";"Brasópolis";55,59;60,31;18,97;29,3;25,44;10,39;"De 10 a 20 mil"
3201159;"ES";"Brejetuba";6,91;21,96;20,36;50,17;72,73;27,86;"De 10 a 20 mil"
2401800;"RN";"Brejinho";1,97;25,31;75,02;62,11;23,01;12,58;"De 10 a 20 mil"
2502805;"PB";"Brejo do Cruz";38,8;62,63;28,21;14,36;32,99;23,01;"De 10 a 20 mil"
2904308;"BA";"Brejões";24,57;30,68;29,12;46,81;46,31;22,51;"De 10 a 20 mil"
2904407;"BA";"Brejolândia";2;0,41;74,05;42,51;23,95;57,08;"De 10 a 20 mil"
2904506;"BA";"Brotas de Macaúbas";12,82;21,79;50,15;26,91;37,03;51,3;"De 10 a 20 mil"
3109105;"MG";"Bueno Brandão";44,75;52,14;5,48;25,43;49,77;22,43;"De 10 a 20 mil"
3109204;"MG";"Buenópolis";17,37;31,65;59,58;44,63;23,05;23,72;"De 10 a 20 mil"
2602704;"PE";"Buenos Aires";4,81;12,92;57,43;65,49;37,76;21,59;"De 10 a 20 mil"
2904704;"BA";"Buerarema";48,84;58,74;31,4;27,75;19,76;13,52;"De 10 a 20 mil"
3508009;"SP";"Buri";74,2;75,74;8,1;11,96;17,7;12,3;"De 10 a 20 mil"
3508108;"SP";"Buritama";88,7;89,88;5,76;5,93;5,54;4,18;"De 10 a 20 mil"
2202000;"PI";"Buriti dos Lopes";15,2;20,16;39,86;52,07;44,94;27,77;"De 10 a 20 mil"
2904753;"BA";"Buritirama";1,16;1,63;34,84;46,53;64;51,83;"De 10 a 20 mil"
2102358;"MA";"Buritirana";0,14;3,21;40,06;78,33;59,8;18,46;"De 10 a 20 mil"
1300839;"AM";"Caapiranga";2,77;6,34;32,16;59,42;65,07;34,23;"De 10 a 20 mil"
2904803;"BA";"Caatiba";28,23;57,05;8,13;8,76;63,64;34,2;"De 10 a 20 mil"
2904852;"BA";"Cabaceiras do Paraguaçu";1,21;4,01;28,39;42,66;70,4;53,34;"De 10 a 20 mil"
3109501;"MG";"Cabo Verde";52,08;57,46;3,78;30,85;44,15;11,69;"De 10 a 20 mil"
4302907;"RS";"Cacequi";5,84;48,12;79,86;42,07;14,3;9,82;"De 10 a 20 mil"
5204102;"GO";"Cachoeira Alta";52,17;64,8;18,55;19,91;29,28;15,29;"De 10 a 20 mil"
3109709;"MG";"Cachoeira de Minas";54,97;65,18;9,44;27,91;35,59;6,91;"De 10 a 20 mil"
2603108;"PE";"Cachoeirinha";50,46;59,74;25,42;23,63;24,12;16,63;"De 10 a 20 mil"
2503506;"PB";"Cacimba de Dentro";0,79;12,49;52,6;61,78;46,61;25,73;"De 10 a 20 mil"
2701209;"AL";"Cacimbinhas";0,04;0,03;38,51;56,93;61,44;43,04;"De 10 a 20 mil"
3508702;"SP";"Caconde";61,38;63,4;9,66;22,74;28,96;13,86;"De 10 a 20 mil"
5204300;"GO";"Caçu";48,29;57,88;27,94;22,63;23,77;19,49;"De 10 a 20 mil"
2905107;"BA";"Caém";7,48;6,57;35,3;61,6;57,22;31,83;"De 10 a 20 mil"
3109907;"MG";"Caetanópolis";58,86;68,23;26,67;15,02;14,47;16,75;"De 10 a 20 mil"
2905156;"BA";"Caetanos";0,31;1,84;19,33;29,03;80,36;69,14;"De 10 a 20 mil"
2905305;"BA";"Cafarnaum";0,93;3,57;61,07;78,19;38;18,25;"De 10 a 20 mil"
3508801;"SP";"Cafelândia";81,2;84,47;4,47;7,66;14,33;7,87;"De 10 a 20 mil"
4103453;"PR";"Cafelândia";46,72;64,12;34,43;24,93;18,85;10,94;"De 10 a 20 mil"
5204409;"GO";"Caiapônia";43,53;47,46;32,41;32,63;24,06;19,91;"De 10 a 20 mil"
2905404;"BA";"Cairu";27,17;41,87;57,03;56,46;15,8;1,67;"De 10 a 20 mil"
2102408;"MA";"Cajapió";NA;2,82;16,57;55,95;83,43;41,24;"De 10 a 20 mil"
2102507;"MA";"Cajari";2,34;0,3;13;32,96;84,65;66,74;"De 10 a 20 mil"
2603306;"PE";"Calçado";19,66;31,42;21,63;28,47;58,71;40,11;"De 10 a 20 mil"
3110301;"MG";"Caldas";52,57;51,51;10,26;24,5;37,17;23,99;"De 10 a 20 mil"
