"Codigo";"UF";"Municipio";"Pop15";"Taxa";"Pop15-24";"Taxa15-24";"Pop25-39";"Taxa25-39";"Pop40-59";"Taxa40-59";"Pop60+";"Taxa60+";"Classe"
3513702;"SP";"Descalvado";1374;5,5;63;1,21;174;2,3;417;5,31;720;16,51;"De 20 a 50 mil"
3121605;"MG";"Diamantina";3239;9,28;138;1,45;511;4,9;1177;11,75;1413;28,61;"De 20 a 50 mil"
5103502;"MT";"Diamantino";1047;6,99;51;1,29;160;3,15;410;9,33;426;27,27;"De 20 a 50 mil"
3514106;"SP";"Dois Córregos";1591;8,26;120;2,82;415;6,91;408;7,24;648;19,31;"De 20 a 50 mil"
4306403;"RS";"Dois Irmãos";454;2,04;19;0,39;46;0,6;160;2,19;229;9,51;"De 20 a 50 mil"
4107207;"PR";"Dois Vizinhos";1822;6,52;51;0,76;182;2,1;676;7,61;913;24,79;"De 20 a 50 mil"
4306601;"RS";"Dom Pedrito";1821;5,98;79;1,3;242;3,03;599;5,81;901;14,79;"De 20 a 50 mil"
2103802;"MA";"Dom Pedro";3876;24,23;234;5,36;819;15,82;1451;35,37;1372;58,28;"De 20 a 50 mil"
3201902;"ES";"Domingos Martins";2711;10,98;66;1,23;337;4,2;1087;14,24;1221;33,45;"De 20 a 50 mil"
3514403;"SP";"Dracena";2083;5,82;68;1,03;167;1,63;426;3,63;1422;19,9;"De 20 a 50 mil"
3202108;"ES";"Ecoporanga";3543;20,18;89;2,4;369;6,69;1394;25,64;1691;58,57;"De 20 a 50 mil"
1301407;"AM";"Eirunepé";6059;33,19;989;14,96;1801;29,82;2050;52,65;1219;71,24;"De 20 a 50 mil"
4306767;"RS";"Eldorado do Sul";1070;4,18;57;0,98;126;1,55;398;4,77;489;14,92;"De 20 a 50 mil"
1502954;"PA";"Eldorado dos Carajás";4413;21,29;333;5,13;1000;15,08;1843;33,29;1237;60,05;"De 20 a 50 mil"
3123601;"MG";"Elói Mendes";2193;11,35;67;1,6;256;4,43;841;13,46;1029;33,14;"De 20 a 50 mil"
4306809;"RS";"Encantado";551;3,26;18;0,56;37;0,79;163;2,85;333;10,22;"De 20 a 50 mil"
2910404;"BA";"Encruzilhada";5479;32,76;231;5,07;1135;22,3;2221;48,58;1892;75,47;"De 20 a 50 mil"
4306908;"RS";"Encruzilhada do Sul";2052;10,81;66;1,81;211;4,22;767;11,96;1008;25,71;"De 20 a 50 mil"
2910503;"BA";"Entre Rios";5079;18,07;320;4,04;1061;10,95;2040;28,21;1658;50,75;"De 20 a 50 mil"
3124203;"MG";"Espera Feliz";2417;13,92;72;1,84;393;7,31;1019;18,63;933;35,84;"De 20 a 50 mil"
2506004;"PB";"Esperança";5943;26,04;289;5,23;1407;19,86;1979;32,5;2268;55,05;"De 20 a 50 mil"
2203701;"PI";"Esperantina";8037;29,25;615;7,95;1945;22,46;2883;40,99;2594;64,07;"De 20 a 50 mil"
1100098;"RO";"Espigão D'Oeste";2398;11,4;65;1,2;321;4,41;974;16,21;1038;45,23;"De 20 a 50 mil"
3124302;"MG";"Espinosa";5470;23,34;208;3,27;761;11,06;2099;32,62;2402;63,76;"De 20 a 50 mil"
3515186;"SP";"Espírito Santo do Pinhal";1925;5,71;49;0,72;210;2,14;589;5,36;1077;17,78;"De 20 a 50 mil"
2910602;"BA";"Esplanada";4859;21,61;321;4,98;1103;15,06;1823;31,78;1612;54,24;"De 20 a 50 mil"
4307609;"RS";"Estância Velha";878;2,62;38;0,52;103;0,97;298;2,56;439;11,2;"De 20 a 50 mil"
2104057;"MA";"Estreito";3840;15,18;359;4,73;896;9,79;1428;23,58;1157;46,1;"De 20 a 50 mil"
4307807;"RS";"Estrela";611;2,47;42;0,83;96;1,34;164;1,97;309;7,33;"De 20 a 50 mil"
2304285;"CE";"Eusébio";4497;13,53;260;2,76;975;8,26;1775;20,8;1487;42,8;"De 20 a 50 mil"
3125101;"MG";"Extrema";1391;6,22;51;0,98;165;2,25;425;6,55;750;22,43;"De 20 a 50 mil"
2403608;"RN";"Extremoz";3030;17,2;257;5,26;656;11,56;1112;23,18;1005;44,55;"De 20 a 50 mil"
2605301;"PE";"Exu";5571;25,22;345;5,51;1030;15,91;2080;36,68;2116;57,27;"De 20 a 50 mil"
1200302;"AC";"Feijó";6608;34,72;1021;15,39;2146;33,36;2153;52,18;1288;70,15;"De 20 a 50 mil"
2702603;"AL";"Feira Grande";5767;38,82;528;12,36;1600;34,54;2069;53,84;1570;74,44;"De 20 a 50 mil"
2605400;"PE";"Feira Nova";4413;29,32;186;4,91;843;18,12;1759;42,83;1625;65,05;"De 20 a 50 mil"
2605608;"PE";"Flores";5382;32,94;300;7,47;994;21,77;2030;45,12;2058;63,23;"De 20 a 50 mil"
4308201;"RS";"Flores da Cunha";699;3,16;23;0,52;64;0,98;217;2,81;395;11,65;"De 20 a 50 mil"
2605707;"PE";"Floresta";3757;18,4;319;5,33;889;13,37;1372;28,03;1177;40,67;"De 20 a 50 mil"
1301605;"AM";"Fonte Boa";3343;24,66;621;12,7;989;21,36;996;36,5;737;56,43;"De 20 a 50 mil"
2911105;"BA";"Formosa do Rio Preto";3475;22,33;253;5,21;958;17,92;1226;34,08;1038;58,68;"De 20 a 50 mil"
2304350;"CE";"Forquilha";4157;26,18;211;4,75;832;17,14;1651;39,07;1463;62,18;"De 20 a 50 mil"
4205456;"SC";"Forquilhinha";653;3,8;27;0,61;96;1,66;276;5,2;254;15,28;"De 20 a 50 mil"
4205506;"SC";"Fraiburgo";1668;6,57;60;0,97;214;2,65;645;7,96;749;25;"De 20 a 50 mil"
3126703;"MG";"Francisco Sá";3867;20,91;190;4;609;11,01;1483;28,07;1585;54,06;"De 20 a 50 mil"
4308508;"RS";"Frederico Westphalen";1069;4,64;36;0,68;129;1,98;345;4,61;559;14,83;"De 20 a 50 mil"
2605905;"PE";"Gameleira";5204;26,69;379;6,65;1356;20,41;1988;41,26;1481;63,43;"De 20 a 50 mil"
2911204;"BA";"Gandu";5039;22,83;287;4,86;1154;15,62;2038;33,79;1560;56,93;"De 20 a 50 mil"
3516705;"SP";"Garça";2516;7,34;64;0,9;211;2,11;765;7,02;1476;23,5;"De 20 a 50 mil"
4308607;"RS";"Garibaldi";677;2,65;29;0,56;74;0,98;188;2,15;386;9,35;"De 20 a 50 mil"
1503077;"PA";"Garrafão do Norte";4849;30,5;673;12,56;1508;28,63;1573;44,22;1095;63,85;"De 20 a 50 mil"
2702900;"AL";"Girau do Ponciano";8976;35,97;801;10,47;2448;31,53;3392;53,37;2335;73,4;"De 20 a 50 mil"
2606101;"PE";"Glória do Goitá";6343;29,98;414;7,21;1470;22,04;2345;43,37;2114;63,33;"De 20 a 50 mil"
1503093;"PA";"Goianésia do Pará";4629;22,67;419;6,59;1345;17,74;1831;37,51;1034;64,87;"De 20 a 50 mil"
2404200;"RN";"Goianinha";3795;23,82;283;6,29;842;15,47;1454;36,11;1216;61,79;"De 20 a 50 mil"
5208806;"GO";"Goianira";2075;8,3;109;1,78;343;3,58;785;11,42;838;34,64;"De 20 a 50 mil"
5208905;"GO";"Goiás";2624;13,5;60;1,57;331;5,74;944;14,46;1289;38,77;"De 20 a 50 mil"
5209101;"GO";"Goiatuba";2383;9,42;72;1,38;278;3,51;783;9,76;1250;30,41;"De 20 a 50 mil"
4108601;"PR";"Goioerê";2413;10,64;64;1,32;208;3,23;830;11,13;1311;33,56;"De 20 a 50 mil"
2104677;"MA";"Governador Nunes Freire";4050;25,39;356;6,65;997;19,3;1535;41,13;1162;68,55;"De 20 a 50 mil"
4309100;"RS";"Gramado";723;2,82;32;0,63;85;1,05;213;2,5;393;10,04;"De 20 a 50 mil"
3202306;"ES";"Guaçuí";2736;12,88;109;2,23;470;7,57;1056;16,01;1101;31,01;"De 20 a 50 mil"
3517406;"SP";"Guaíra";1650;5,58;57;0,94;210;2,22;524;5,53;859;18,85;"De 20 a 50 mil"
4108809;"PR";"Guaíra";2209;9,5;87;1,66;282;3,99;719;9,94;1121;30,22;"De 20 a 50 mil"
2304954;"CE";"Guaiúba";3997;23,07;276;5,37;808;14,71;1569;35,58;1344;58,69;"De 20 a 50 mil"
1100106;"RO";"Guajará-Mirim";2292;8,05;153;1,9;402;4,1;808;10,75;929;30,14;"De 20 a 50 mil"
3128006;"MG";"Guanhães";2804;11,89;91;1,54;368;5,16;1046;15,16;1299;35,84;"De 20 a 50 mil"
4309407;"RS";"Guaporé";699;3,76;18;0,47;76;1,4;214;3,45;391;12,48;"De 20 a 50 mil"
2305001;"CE";"Guaraciaba do Norte";7466;28,43;393;5,46;1630;22,06;2742;38,21;2701;60,1;"De 20 a 50 mil"
1709302;"TO";"Guaraí";1923;11,23;81;1,87;316;5,35;687;14,48;839;39,32;"De 20 a 50 mil"
4206504;"SC";"Guaramirim";760;2,83;46;0,66;89;0,93;312;4,01;313;12,7;"De 20 a 50 mil"
5104104;"MT";"Guarantã do Norte";1822;7,51;68;1,01;225;3,01;726;9,5;803;33,36;"De 20 a 50 mil"
3518206;"SP";"Guararapes";1663;6,76;59;1,19;174;2,45;423;5,25;1007;22,49;"De 20 a 50 mil"
3518305;"SP";"Guararema";1422;7,17;38;0,86;171;2,73;520;8,47;693;23,15;"De 20 a 50 mil"
2911808;"BA";"Guaratinga";5489;34,47;276;6,91;1053;23,27;2175;47,22;1985;70,89;"De 20 a 50 mil"
4109609;"PR";"Guaratuba";1286;5,4;66;1,24;195;2,82;499;6,31;526;14,25;"De 20 a 50 mil"
3518602;"SP";"Guariba";2690;9,91;140;2,08;488;5,32;999;12,54;1063;32,48;"De 20 a 50 mil"
3128709;"MG";"Guaxupé";2403;6,09;61;0,72;282;2,48;828;6,39;1232;18,64;"De 20 a 50 mil"
1503101;"PA";"Gurupá";4274;24,82;555;9;1223;21,31;1417;39,59;1079;62,3;"De 20 a 50 mil"
4206702;"SC";"Herval d'Oeste";801;4,81;25;0,67;85;1,68;263;4,85;428;17,53;"De 20 a 50 mil"
1301704;"AM";"Humaitá";4832;16,93;504;5,3;1020;10,67;1882;28,26;1426;50,84;"De 20 a 50 mil"
2105005;"MA";"Humberto de Campos";3734;23,6;427;8,19;1033;20,95;1224;33,92;1050;50,7;"De 20 a 50 mil"
2911907;"BA";"Iaçu";4574;24,99;214;4,31;835;15,73;1505;31,38;2020;62,42;"De 20 a 50 mil"
4109708;"PR";"Ibaiti";2531;11,59;63;1,3;272;4,17;998;14,51;1198;33,42;"De 20 a 50 mil"
3519303;"SP";"Ibaté";1713;7,33;97;1,64;331;4,17;579;8,5;706;25,95;"De 20 a 50 mil"
3202454;"ES";"Ibatiba";2985;17,9;95;2,4;479;8,64;1180;24,67;1231;51,64;"De 20 a 50 mil"
3129509;"MG";"Ibiá";1167;6,45;51;1,33;201;3,54;417;7,02;498;18,83;"De 20 a 50 mil"
2305308;"CE";"Ibiapina";4304;25,33;210;4,35;811;17,76;1571;33,84;1712;57,92;"De 20 a 50 mil"
2912103;"BA";"Ibicaraí";3872;21,5;206;4,96;585;11,38;1346;26,17;1735;48,57;"De 20 a 50 mil"
2606606;"PE";"Ibimirim";5957;32;574;9,93;1447;26,85;2154;45,18;1782;66,54;"De 20 a 50 mil"
4109807;"PR";"Ibiporã";2796;7,44;91;1,13;211;1,84;894;7,33;1600;27,13;"De 20 a 50 mil"
2912707;"BA";"Ibirapitanga";4831;31,91;305;6,88;1052;24,02;1931;47,26;1543;68,98;"De 20 a 50 mil"
2913200;"BA";"Ibotirama";3310;17,98;190;3,77;665;11,37;1175;24,64;1280;46,53;"De 20 a 50 mil"
2105104;"MA";"Icatu";3544;22,13;190;3,67;796;16,21;1319;35,63;1239;55,74;"De 20 a 50 mil"
2703106;"AL";"Igaci";6824;38,08;545;11,24;1703;32,08;2496;51,83;2080;70,6;"De 20 a 50 mil"
3520004;"SP";"Igaraçu do Tietê";1740;9,52;69;1,64;253;4,38;574;9,72;844;35,28;"De 20 a 50 mil"
3520103;"SP";"Igarapava";1801;8,14;119;2,45;417;6,09;551;8,19;714;19,27;"De 20 a 50 mil"
3130101;"MG";"Igarapé";1900;7,3;75;1,2;210;2,41;630;8,19;985;29,24;"De 20 a 50 mil"
1503200;"PA";"Igarapé-Açu";3909;15,57;319;4,24;820;10,15;1410;22,5;1360;42,07;"De 20 a 50 mil"
2703205;"AL";"Igreja Nova";6125;36,97;556;11,19;1740;33,71;2200;53,04;1629;71,14;"De 20 a 50 mil"
4310108;"RS";"Igrejinha";857;3,48;38;0,68;100;1,25;267;3,34;452;14,77;"De 20 a 50 mil"
3301876;"RJ";"Iguaba Grande";774;4,29;28;0,82;99;2;314;5,26;333;8,97;"De 20 a 50 mil"
2913507;"BA";"Iguaí";5671;30,22;349;7,42;1057;19,33;2013;39,42;2252;64,53;"De 20 a 50 mil"
3520301;"SP";"Iguape";1736;8;63;1,48;198;3,24;509;7,3;966;22,09;"De 20 a 50 mil"
2607604;"PE";"Ilha de Itamaracá";2586;15,34;291;7;867;13,48;916;20,04;512;30,3;"De 20 a 50 mil"
3520442;"SP";"Ilha Solteira";872;4,27;34;0,82;71;1,26;222;3,16;545;15,11;"De 20 a 50 mil"
3520400;"SP";"Ilhabela";1132;5,31;58;1,16;195;2,51;475;7,65;404;17,26;"De 20 a 50 mil"
4207304;"SC";"Imbituba";1876;5,89;57;0,86;196;2,17;640;5,9;983;18,45;"De 20 a 50 mil"
4110102;"PR";"Imbituva";1218;5,84;53;1,04;165;2,41;525;8,36;475;18,13;"De 20 a 50 mil"
2305605;"CE";"Independência";5537;28,94;235;5,17;1135;20,98;2081;38,24;2086;55,87;"De 20 a 50 mil"
2913705;"BA";"Inhambupe";6537;25,58;464;6,42;1506;18,29;2289;36,79;2278;58,82;"De 20 a 50 mil"
3130903;"MG";"Inhapim";2853;15,27;87;2,21;353;6,63;990;16,74;1423;40,53;"De 20 a 50 mil"
5210000;"GO";"Inhumas";3841;10,07;111;1,31;477;4,01;1408;11,63;1845;32,71;"De 20 a 50 mil"
5210109;"GO";"Ipameri";1895;9,79;85;2,06;301;5,15;558;9,14;951;29,04;"De 20 a 50 mil"
3521002;"SP";"Iperó";1080;5,04;69;1,31;170;2,23;398;6,39;443;18,96;"De 20 a 50 mil"
2913903;"BA";"Ipiaú";6622;19,91;329;4,08;1170;10,96;2468;26,36;2655;51,53;"De 20 a 50 mil"
1301803;"AM";"Ipixuna";4707;38,41;986;23,11;1449;32,41;1476;58,18;796;81,14;"De 20 a 50 mil"
5210208;"GO";"Iporá";3002;11,93;54;1,05;239;3,42;915;10,8;1794;39,56;"De 20 a 50 mil"
2305803;"CE";"Ipu";8228;28,14;498;6,43;1626;20,31;2888;36,3;3216;58,16;"De 20 a 50 mil"
2607307;"PE";"Ipubi";5624;30,23;526;9,52;1396;23,66;1944;43,62;1758;64,56;"De 20 a 50 mil"
2305902;"CE";"Ipueiras";8547;32,03;501;7,27;1685;24,14;3147;40,94;3214;62,65;"De 20 a 50 mil"
3521408;"SP";"Iracemápolis";544;3,44;31;0,89;80;1,51;151;3,06;282;13,58;"De 20 a 50 mil"
1301852;"AM";"Iranduba";3433;13,24;287;3,65;650;7,38;1288;20,27;1208;41,54;"De 20 a 50 mil"
2914406;"BA";"Iraquara";2802;17,72;120;2,67;468;9,98;975;23,48;1239;50,14;"De 20 a 50 mil"
2914505;"BA";"Irará";4704;23,27;199;3,53;792;13,07;1713;33,57;2000;58,48;"De 20 a 50 mil"
2306108;"CE";"Irauçuba";4321;28,01;345;7,4;1061;22,89;1556;40,88;1359;58,58;"De 20 a 50 mil"
1503507;"PA";"Irituia";4060;19,65;270;4,33;914;13,65;1384;28,38;1492;52,35;"De 20 a 50 mil"
2506905;"PB";"Itabaiana";5112;27,46;347;7,94;1163;20,62;1752;33,46;1850;54,81;"De 20 a 50 mil"
2803005;"SE";"Itabaianinha";8000;29,83;559;7,39;2226;25,16;2999;42,78;2216;65,23;"De 20 a 50 mil"
2914653;"BA";"Itabela";5027;25,74;244;4,29;1046;16,46;2068;40,72;1669;69,2;"De 20 a 50 mil"
5210406;"GO";"Itaberaí";2828;10,37;77;1,19;389;4,32;1113;13,39;1249;36,23;"De 20 a 50 mil"
3131901;"MG";"Itabirito";1422;4;71;0,88;189;1,65;499;4,51;663;13,43;"De 20 a 50 mil"
2914901;"BA";"Itacaré";3824;23;360;7,49;952;16,36;1512;35,66;1000;56,79;"De 20 a 50 mil"
3521804;"SP";"Itaí";1526;8,27;59;1,5;241;3,91;550;9,33;676;27,52;"De 20 a 50 mil"
2607505;"PE";"Itaíba";7185;39,71;616;12;1819;34,79;2563;53,81;2187;73,69;"De 20 a 50 mil"
4208104;"SC";"Itaiópolis";704;4,7;39;1,1;128;2,72;267;5,87;270;12,27;"De 20 a 50 mil"
2306256;"CE";"Itaitinga";4538;17,3;273;3,53;1121;12,12;1604;25,57;1540;51,83;"De 20 a 50 mil"
2915502;"BA";"Itajuípe";3427;21,81;179;4,54;614;13,24;1312;29,4;1322;49,49;"De 20 a 50 mil"
3132503;"MG";"Itamarandiba";4299;18,71;96;1,49;639;8,82;1702;27,87;1862;58,81;"De 20 a 50 mil"
3132701;"MG";"Itambacuri";3529;21,26;135;3,21;483;10,57;1213;25,95;1698;53,82;"De 20 a 50 mil"
2607653;"PE";"Itambé";7791;30,5;626;9,1;1851;22,29;2818;42,85;2496;66,05;"De 20 a 50 mil"
2915809;"BA";"Itambé";4141;24,76;194;4,42;707;13,38;1489;34,45;1751;64,26;"De 20 a 50 mil"
2916005;"BA";"Itanhém";3792;24,82;114;3,15;501;12,49;1378;29,93;1799;59,1;"De 20 a 50 mil"
3133303;"MG";"Itaobim";3250;20,96;117;3,11;406;9,23;1060;23,71;1667;58,14;"De 20 a 50 mil"
3302106;"RJ";"Itaocara";2053;11,05;47;1,39;216;4,23;645;10,36;1145;29,65;"De 20 a 50 mil"
2306306;"CE";"Itapagé";8038;23,36;425;4,35;1989;17,53;3014;35,44;2610;54,73;"De 20 a 50 mil"
2916104;"BA";"Itaparica";1160;7,58;96;2,67;218;4,21;412;9,21;434;21,18;"De 20 a 50 mil"
3133501;"MG";"Itapecerica";1907;11,02;37;1,09;144;3,11;589;10,51;1137;30,9;"De 20 a 50 mil"
4208302;"SC";"Itapema";996;2,8;47;0,6;192;1,65;402;3,49;355;7,83;"De 20 a 50 mil"
3202801;"ES";"Itapemirim";2674;11,56;118;2,19;374;5,05;990;14,12;1192;35,95;"De 20 a 50 mil"
4111258;"PR";"Itaperuçu";1812;10,79;65;1,37;230;3,85;729;16,2;788;50,1;"De 20 a 50 mil"
2916500;"BA";"Itapicuru";8538;38,54;836;13,29;2234;33,21;3013;52,99;2455;71,08;"De 20 a 50 mil"
2607752;"PE";"Itapissuma";3207;18,53;258;5,49;742;12,15;1259;27,83;948;47,88;"De 20 a 50 mil"
3522703;"SP";"Itápolis";2278;7,03;107;1,61;332;3,47;669;6,54;1170;19,67;"De 20 a 50 mil"
5004502;"MS";"Itaporã";1750;11,9;95;2,54;296;6,43;609;14,18;750;36,09;"De 20 a 50 mil"
2507002;"PB";"Itaporanga";3911;22,84;308;6,82;898;15,79;1336;30,98;1369;52,49;"De 20 a 50 mil"
2803203;"SE";"Itaporanga d'Ajuda";5246;24,55;400;6,47;1319;17,89;2014;38,6;1513;58,24;"De 20 a 50 mil"
5211206;"GO";"Itapuranga";2963;14,27;52;1,26;262;4,21;1066;15,45;1583;45,31;"De 20 a 50 mil"
4310603;"RS";"Itaqui";1793;6,27;81;1,22;245;2,97;662;6,98;805;19,15;"De 20 a 50 mil"
3523206;"SP";"Itararé";2350;6,51;94;1,1;285;2,61;718;6,52;1253;22,2;"De 20 a 50 mil"
2306553;"CE";"Itarema";6896;26,9;587;7,22;1877;22,62;2489;42,19;1943;58,7;"De 20 a 50 mil"
3302254;"RJ";"Itatiaia";1293;5,83;66;1,39;202;2,8;477;6,67;548;17,75;"De 20 a 50 mil"
2105427;"MA";"Itinga do Maranhão";3948;23,48;255;5,28;932;16,38;1600;36,36;1161;61,3;"De 20 a 50 mil"
2917003;"BA";"Itiúba";6741;26,55;569;8,28;1574;20,85;2213;33,91;2385;53,67;"De 20 a 50 mil"
2917300;"BA";"Ituberá";3834;20,38;288;5,36;862;14,2;1467;29,57;1217;50,65;"De 20 a 50 mil"
3524006;"SP";"Itupeva";1598;4,69;78;0,97;269;2,16;592;5,87;659;18,85;"De 20 a 50 mil"
4208500;"SC";"Ituporanga";794;4,64;34;0,8;118;2,31;308;5,66;334;14,26;"De 20 a 50 mil"
3134400;"MG";"Iturama";2321;8,66;77;1,22;369;4,22;813;9,9;1062;29,97;"De 20 a 50 mil"
3524105;"SP";"Ituverava";2024;6,57;106;1,69;353;3,81;637;6,52;928;16,84;"De 20 a 50 mil"
3203007;"ES";"Iúna";3126;15,25;126;2,54;582;8,79;1237;20,26;1181;41,85;"De 20 a 50 mil"
4111506;"PR";"Ivaiporã";2913;11,57;68;1,33;266;3,84;972;11,58;1607;33,89;"De 20 a 50 mil"
5004700;"MS";"Ivinhema";1731;9,92;37;0,93;178;3,42;616;11,18;900;32,41;"De 20 a 50 mil"
4111803;"PR";"Jacarezinho";2730;9,04;103;1,48;291;3,27;1005;10,55;1331;27,64;"De 20 a 50 mil"
5104807;"MT";"Jaciara";1932;10,03;91;2;283;4,33;775;13,19;783;33,97;"De 20 a 50 mil"
3134905;"MG";"Jacutinga";1267;7,12;54;1,36;143;2,55;414;7,49;656;24,26;"De 20 a 50 mil"
4311007;"RS";"Jaguarão";1462;6,62;75;1,78;187;3,25;433;5,89;767;16,04;"De 20 a 50 mil"
2917706;"BA";"Jaguarari";4108;18,2;179;3,28;641;8,96;1431;23,11;1857;49,36;"De 20 a 50 mil"
3203056;"ES";"Jaguaré";2464;13,7;110;2,34;400;6,35;999;20,15;955;47,16;"De 20 a 50 mil"
4112009;"PR";"Jaguariaíva";1658;6,9;74;1,27;226;2,84;556;7,62;802;27,58;"De 20 a 50 mil"
2306900;"CE";"Jaguaribe";6540;25,56;399;6,48;1125;15,88;2492;32,97;2524;52,79;"De 20 a 50 mil"
3524709;"SP";"Jaguariúna";1510;4,33;70;0,91;179;1,49;432;4,13;829;17,59;"De 20 a 50 mil"
2307007;"CE";"Jaguaruana";6680;27,18;483;7,35;1468;19,29;2610;38,89;2119;57,55;"De 20 a 50 mil"
3135050;"MG";"Jaíba";4290;18,29;246;3,34;880;11,18;1789;30,56;1375;58,04;"De 20 a 50 mil"
3524808;"SP";"Jales";2204;5,71;62;0,86;146;1,33;501;3,86;1495;19,93;"De 20 a 50 mil"
4112108;"PR";"Jandaia do Sul";1190;7,33;31;0,93;101;2,27;420;7,85;638;20,6;"De 20 a 50 mil"
5211800;"GO";"Jaraguá";3023;9,67;96;1,29;455;4,34;1116;11,71;1356;35,49;"De 20 a 50 mil"
2307106;"CE";"Jardim";4993;26,33;220;4,2;1062;18,06;1745;37,97;1966;60,36;"De 20 a 50 mil"
5005004;"MS";"Jardim";1423;7,94;50;1,2;185;3,31;520;9,61;668;24,24;"De 20 a 50 mil"
3525102;"SP";"Jardinópolis";1552;5,39;92;1,4;240;2,71;462;5,12;758;17,49;"De 20 a 50 mil"
3525201;"SP";"Jarinu";1305;7,14;43;1,04;184;3,03;499;9,14;579;22,13;"De 20 a 50 mil"
3135803;"MG";"Jequitinhonha";4458;25,38;148;3,7;671;13,6;1504;29,43;2135;60,72;"De 20 a 50 mil"
2918100;"BA";"Jeremoabo";8587;32;486;6,8;1909;24,05;3192;43,97;3000;66,73;"De 20 a 50 mil"
4209003;"SC";"Joaçaba";688;3,17;30;0,65;85;1,29;222;3,09;351;10,59;"De 20 a 50 mil"
2608107;"PE";"João Alfredo";8133;35,72;491;8,6;1923;27,48;2737;46,9;2982;70,53;"De 20 a 50 mil"
2405801;"RN";"João Câmara";6111;26,78;549;8,3;1480;20,84;2018;36,32;2064;58,17;"De 20 a 50 mil"
2918357;"BA";"João Dourado";3259;20,67;167;3,94;787;14,63;1208;30,25;1097;50,98;"De 20 a 50 mil"
2105500;"MA";"João Lisboa";3142;22,32;192;4,8;597;12,89;1081;31,85;1272;62,02;"De 20 a 50 mil"
3136306;"MG";"João Pinheiro";3637;10,8;155;1,82;547;5,18;1303;12,87;1632;36,74;"De 20 a 50 mil"
2703809;"AL";"Joaquim Gomes";5764;39,68;604;13,86;1697;35,85;2151;57,33;1312;77,96;"De 20 a 50 mil"
3525706;"SP";"José Bonifácio";1546;5,92;45;0,78;187;2,34;401;4,92;913;21,64;"De 20 a 50 mil"
2205508;"PI";"José de Freitas";6656;24,52;428;5,75;1354;15,52;2329;34,24;2545;61,03;"De 20 a 50 mil"
5105101;"MT";"Juara";2387;9,91;103;1,68;370;4,49;936;13;978;38,92;"De 20 a 50 mil"
3136652;"MG";"Juatuba";1427;8,57;35;0,87;174;3,11;580;11,73;638;30,84;"De 20 a 50 mil"
2307403;"CE";"Jucás";5391;31,18;229;5,22;930;20,06;2098;43,04;2134;62,82;"De 20 a 50 mil"
5105150;"MT";"Juína";2855;9,85;211;2,92;435;4,45;1064;12,31;1145;34,59;"De 20 a 50 mil"
2704005;"AL";"Junqueiro";5422;32,26;377;7,79;1350;25,22;2141;49,39;1554;68,16;"De 20 a 50 mil"
3526209;"SP";"Juquitiba";2272;10,83;98;1,98;298;4,43;824;12,75;1052;36,77;"De 20 a 50 mil"
1503903;"PA";"Juruti";2523;8,9;223;2,3;444;4,64;810;13,05;1046;36,38;"De 20 a 50 mil"
1302405;"AM";"Lábrea";6673;28,59;769;9,8;1818;23,31;2449;45,4;1637;71,02;"De 20 a 50 mil"
2105708;"MA";"Lago da Pedra";9584;30,58;796;8,42;2480;25,36;3450;45,02;2858;64,37;"De 20 a 50 mil"
3137205;"MG";"Lagoa da Prata";2312;6,48;92;1,14;272;2,35;822;7,25;1126;24,14;"De 20 a 50 mil"
2608503;"PE";"Lagoa do Itaenga";3970;26,86;196;4,86;925;18,88;1553;41,01;1296;62,91;"De 20 a 50 mil"
2608750;"PE";"Lagoa Grande";3752;24,43;273;5,93;814;16,1;1520;39,47;1145;61,96;"De 20 a 50 mil"
2508307;"PB";"Lagoa Seca";4035;21,26;208;4,32;838;13,93;1407;27,97;1582;50,71;"De 20 a 50 mil"
4311304;"RS";"Lagoa Vermelha";1605;7,44;63;1,45;178;3,11;473;6,46;891;21,27;"De 20 a 50 mil"
2918803;"BA";"Laje";4440;27,44;233;5,37;981;18,44;1783;41,25;1443;65,47;"De 20 a 50 mil"
2608800;"PE";"Lajedo";7026;26,23;493;7,3;1376;16,57;2365;34,18;2792;58,01;"De 20 a 50 mil"
4113205;"PR";"Lapa";1932;5,67;89;1,16;223;2,09;664;6,16;956;19,27;"De 20 a 50 mil"
2919157;"BA";"Lapão";3846;20,99;266;5,49;871;14,51;1475;29,83;1234;48,6;"De 20 a 50 mil"
1600279;"AP";"Laranjal do Jari";2926;11,39;215;2,57;720;7,68;1183;19,05;808;46,98;"De 20 a 50 mil"
3526407;"SP";"Laranjal Paulista";950;4,76;49;1,18;128;2,14;302;4,86;471;13,06;"De 20 a 50 mil"
2803609;"SE";"Laranjeiras";2983;15,66;223;3,94;626;9,08;1190;25,05;944;53,88;"De 20 a 50 mil"
4113304;"PR";"Laranjeiras do Sul";1951;8,47;64;1,15;283;4,16;712;9,95;892;25,52;"De 20 a 50 mil"
2307502;"CE";"Lavras da Mangabeira";6700;28,88;330;5,66;1236;19,41;2512;39,01;2622;57,5;"De 20 a 50 mil"
2704203;"AL";"Limoeiro de Anadia";6706;35,1;496;8,74;1558;26,51;2639;53,32;2013;77,22;"De 20 a 50 mil"
1504000;"PA";"Limoeiro do Ajuru";2288;14,75;297;5,36;617;11,81;723;22,04;651;44,5;"De 20 a 50 mil"
