"Codigo";"UF";"Municipio";"Pop15";"Taxa";"Pop15-24";"Taxa15-24";"Pop25-39";"Taxa25-39";"Pop40-59";"Taxa40-59";"Pop60+";"Taxa60+";"Classe"
3100401;"MG";"Acaiaca";419;13,94;16;2,45;50;5,73;119;13,43;234;39,39;"Até 5 mil"
4300034;"RS";"Aceguá";214;6,4;6;0,89;36;3,82;67;5,9;105;17,68;"Até 5 mil"
5200159;"GO";"Adelândia";287;14,65;14;3,34;33;5,89;79;12,36;161;47,21;"Até 5 mil"
3500204;"SP";"Adolfo";234;8,13;5;0,9;18;2,4;55;5,47;156;27,61;"Até 5 mil"
4200309;"SC";"Agronômica";207;5,49;5;0,58;27;2,49;68;5,44;107;18,74;"Até 5 mil"
3100708;"MG";"Água Comprida";129;7,87;6;1,71;16;3,54;46;8,63;61;20;"Até 5 mil"
5200209;"GO";"Água Limpa";163;10,13;4;1,22;18;4,1;51;9,86;90;27,61;"Até 5 mil"
2400406;"RN";"Água Nova";503;22,66;17;2,75;102;14,72;185;32,51;199;58,7;"Até 5 mil"
4300059;"RS";"Água Santa";157;5,39;9;1,43;8;1,05;57;5,59;83;16,47;"Até 5 mil"
3100807;"MG";"Aguanil";419;13,15;11;1,8;40;4,59;157;14,38;211;34,48;"Até 5 mil"
3500600;"SP";"Águas de São Pedro";33;1,45;2;0,57;8;1,48;11;1,55;12;1,78;"Até 5 mil"
4200556;"SC";"Águas Frias";173;9,09;5;1,22;25;5,1;55;8,18;88;26,67;"Até 5 mil"
2900603;"BA";"Aiquara";816;23,76;31;3,58;119;12,54;322;32,17;344;55,66;"Até 5 mil"
3101300;"MG";"Alagoa";308;14,44;9;2,24;26;5,31;135;16,28;138;33,5;"Até 5 mil"
3500758;"SP";"Alambari";240;6,57;8;0,95;21;1,83;76;7;135;23,64;"Até 5 mil"
3101409;"MG";"Albertina";272;11,94;6;1,26;31;4,31;91;13,11;144;37,11;"Até 5 mil"
5000252;"MS";"Alcinópolis";384;11,04;11;1,3;62;5,26;167;15,52;144;37,8;"Até 5 mil"
4300455;"RS";"Alegria";356;10,13;11;2;25;3,52;99;7,3;221;24,69;"Até 5 mil"
3500808;"SP";"Alfredo Marcondes";326;10,13;8;1,33;25;3,14;62;6,01;231;29,24;"Até 5 mil"
2500577;"PB";"Algodão de Jandaíra";552;32,68;21;4,54;131;26,15;185;44,58;215;69,35;"Até 5 mil"
2400604;"RN";"Almino Afonso";930;25,05;58;6,36;185;16,77;357;33,65;330;51,89;"Até 5 mil"
4300471;"RS";"Almirante Tamandaré do Sul";73;4,27;4;1,36;8;1,95;22;3,42;39;10,8;"Até 5 mil"
5200506;"GO";"Aloândia";249;14,93;9;3,16;27;5,83;69;12,73;144;38,1;"Até 5 mil"
3500907;"SP";"Altair";298;10,2;20;2,92;87;8,71;78;9,49;113;27,03;"Até 5 mil"
4100459;"PR";"Altamira do Paraná";570;17,57;15;2,03;65;7,48;235;21,84;255;45,62;"Até 5 mil"
3501103;"SP";"Alto Alegre";290;8,56;6;0,94;36;4,19;65;6,01;183;22,65;"Até 5 mil"
4300554;"RS";"Alto Alegre";111;7,26;3;1,1;7;2,13;37;6,38;64;18,5;"Até 5 mil"
4200754;"SC";"Alto Bela Vista";66;4,04;5;1,84;6;1,69;22;3,57;33;8,4;"Até 5 mil"
4300570;"RS";"Alto Feliz";66;2,69;4;0,91;2;0,31;13;1,55;47;8,72;"Até 5 mil"
5200555;"GO";"Alto Horizonte";419;12,39;11;1,25;66;5,54;163;17,25;179;49,18;"Até 5 mil"
4128625;"PR";"Alto Paraíso";359;14,66;10;1,9;44;6,11;137;17,41;168;40,29;"Até 5 mil"
3102209;"MG";"Alvarenga";618;18,13;16;2,17;67;7,09;218;20,39;317;48,25;"Até 5 mil"
3501202;"SP";"Álvares Florence";302;9,22;5;0,95;20;2,67;73;6,13;204;25,12;"Até 5 mil"
3501400;"SP";"Álvaro de Carvalho";338;8,84;12;1,48;56;3,34;91;10,39;179;39,17;"Até 5 mil"
3501509;"SP";"Alvinlândia";239;10,52;5;1;22;3,17;75;11,01;137;34,51;"Até 5 mil"
3102407;"MG";"Alvorada de Minas";492;20,6;35;5,56;107;15,18;189;27,16;161;44,97;"Até 5 mil"
5200829;"GO";"Amaralina";414;15,87;10;1,83;49;6,8;194;20;161;43,28;"Até 5 mil"
5200902;"GO";"Amorinópolis";522;18,12;7;1,38;54;7,38;176;16,75;285;48,22;"Até 5 mil"
2500734;"PB";"Amparo";331;21,49;11;2,77;60;12,63;128;31,84;132;49,62;"Até 5 mil"
2800100;"SE";"Amparo de São Francisco";387;23,84;27;6,09;65;12,65;157;37,65;138;55,42;"Até 5 mil"
4101051;"PR";"Anahy";263;11,82;4;0,89;27;4,45;79;10,93;153;34,38;"Até 5 mil"
3502002;"SP";"Analândia";221;6,61;13;1,8;29;2,91;76;7,5;103;16,8;"Até 5 mil"
4300661;"RS";"André da Rocha";65;6,67;3;1,76;12;5,41;20;5,31;30;14,56;"Até 5 mil"
1701051;"TO";"Angico";390;17,56;22;3,73;52;7,84;132;21,32;184;52,72;"Até 5 mil"
4101150;"PR";"Ângulo";253;11,29;4;0,82;31;4,84;85;11,66;133;34,64;"Até 5 mil"
5201207;"GO";"Anhanguera";30;3,73;1;0,68;2;0,84;7;2,56;20;13,61;"Até 5 mil"
3502408;"SP";"Anhumas";229;7,87;6;0,94;24;2,93;67;7,14;132;25,48;"Até 5 mil"
4201109;"SC";"Anitápolis";269;10,7;15;3,09;34;5,11;97;10,85;123;26,17;"Até 5 mil"
2200806;"PI";"Antônio Almeida";553;24,8;35;6;86;13,59;197;29,98;235;65,83;"Até 5 mil"
3103108;"MG";"Antônio Prado de Minas";152;11,08;5;2,05;14;4,19;46;9,79;87;26,85;"Até 5 mil"
5201454;"GO";"Aparecida do Rio Doce";243;12,9;9;2,01;28;4,75;80;14,39;126;43,6;"Até 5 mil"
1701101;"TO";"Aparecida do Rio Negro";438;14,93;9;1,3;50;5,11;149;18,67;230;49,36;"Até 5 mil"
3502606;"SP";"Aparecida d'Oeste";439;12,1;10;1,55;31;3,57;106;8,34;292;34,68;"Até 5 mil"
5201504;"GO";"Aporé";371;12,81;11;1,7;61;6,52;146;15,82;153;39,03;"Até 5 mil"
4201273;"SC";"Arabutã";137;4,04;3;0,51;20;2,22;32;2,88;82;10,39;"Até 5 mil"
3103207;"MG";"Araçaí";177;10,29;6;1,61;21;4,48;64;11,19;86;28,01;"Até 5 mil"
3103306;"MG";"Aracitaba";211;12,6;4;1,25;24;6,5;79;12,54;104;29,21;"Até 5 mil"
5201603;"GO";"Araçu";492;16,23;12;1,98;46;5,5;165;16,65;269;45,06;"Até 5 mil"
5101001;"MT";"Araguaiana";305;12,42;5;0,93;48;5,93;115;15,42;137;37,53;"Até 5 mil"
5101209;"MT";"Araguainha";124;14,59;1;0,64;9;3,64;39;14,08;75;44,12;"Até 5 mil"
4300851;"RS";"Arambaré";215;7,38;5;1;34;4,97;66;6,41;110;15,65;"Até 5 mil"
3103603;"MG";"Arantina";228;10,34;8;2,04;24;4,28;61;7,39;135;31,62;"Até 5 mil"
3503158;"SP";"Arapeí";147;7,67;5;1,2;17;3,39;32;4,96;93;26,35;"Até 5 mil"
3103801;"MG";"Arapuá";180;7,98;NA;NA;8;1,26;49;6,5;123;24,85;"Até 5 mil"
4101655;"PR";"Arapuã";460;16,59;12;2,06;39;5,66;142;15,67;267;44,8;"Até 5 mil"
4300877;"RS";"Araricá";183;4,93;2;0,26;22;1,9;63;5,09;96;17,65;"Até 5 mil"
3503356;"SP";"Arco-Íris";240;15,3;5;1,61;11;2,69;59;11,55;165;48,67;"Até 5 mil"
2501153;"PB";"Areia de Baraúnas";463;32,56;31;7,52;96;22,75;189;50,4;147;69,01;"Até 5 mil"
3503505;"SP";"Areias";232;8,44;9;1,42;33;4,06;68;7,94;122;27,17;"Até 5 mil"
5202353;"GO";"Arenópolis";409;15,6;5;1,07;34;4,7;115;12,6;255;49,23;"Até 5 mil"
3104403;"MG";"Argirita";244;10,47;6;1,27;24;4,11;61;8,38;153;27,97;"Até 5 mil"
3104452;"MG";"Aricanduva";723;21,37;13;1,44;108;11,04;291;29,94;311;58,9;"Até 5 mil"
4101853;"PR";"Ariranha do Ivaí";294;15,14;7;1,82;27;5,35;104;16,17;156;38,14;"Até 5 mil"
2200954;"PI";"Aroeiras do Itaim";698;36,64;23;5,42;138;25,18;276;49,29;261;69,97;"Até 5 mil"
2201002;"PI";"Arraial";1047;31,52;59;6,36;204;22,92;399;41,82;385;69,87;"Até 5 mil"
4301073;"RS";"Arroio do Padre";106;4,76;4;0,96;14;2,19;34;5,25;54;10,36;"Até 5 mil"
4201604;"SC";"Arroio Trinta";161;5,62;6;1,08;11;1,49;57;5,37;87;17,09;"Até 5 mil"
4201653;"SC";"Arvoredo";180;10,1;3;0,72;8;1,81;80;12,62;89;30,48;"Até 5 mil"
3503950;"SP";"Aspásia";185;12,47;3;1,02;21;5,98;49;9,3;112;35,9;"Até 5 mil"
2501351;"PB";"Assunção";669;26,26;28;4,08;159;19,8;243;37,67;239;57,87;"Até 5 mil"
4102208;"PR";"Atalaia";294;9,29;4;0,68;16;1,85;97;8,86;177;28,73;"Até 5 mil"
4201802;"SC";"Atalanta";107;4,1;3;0,52;9;1,36;37;3,97;58;13,3;"Até 5 mil"
3104809;"MG";"Augusto de Lima";536;14,47;25;2,92;98;9,34;160;14,36;253;36,93;"Até 5 mil"
4301552;"RS";"Áurea";163;5,42;5;1,01;7;0,93;50;4,75;101;14,27;"Até 5 mil"
5202601;"GO";"Aurilândia";464;15,3;7;1,16;50;6,95;153;14,94;254;36,97;"Até 5 mil"
1702703;"TO";"Aurora do Tocantins";528;20,97;13;2,4;68;8,38;198;26,87;249;58,18;"Até 5 mil"
3504305;"SP";"Avaí";298;7,86;12;1,31;37;3,44;92;7,72;157;25,78;"Até 5 mil"
5202809;"GO";"Avelinópolis";261;13,52;4;1,05;35;6,07;107;16,67;115;34,85;"Até 5 mil"
3504701;"SP";"Balbinos";207;6,04;19;2,64;70;3,8;45;7,12;73;31,06;"Até 5 mil"
5203104;"GO";"Baliza";494;17,35;11;1,84;73;9;222;21,96;188;44,03;"Até 5 mil"
3105202;"MG";"Bandeira";1162;30,6;32;3,99;150;14,71;428;35,52;552;71,69;"Até 5 mil"
4202081;"SC";"Bandeirante";204;8,92;11;2,36;20;3,86;71;8,78;102;20,73;"Até 5 mil"
1703057;"TO";"Bandeirantes do Tocantins";378;17,6;22;4,35;97;11,96;135;23,94;124;46,44;"Até 5 mil"
1501253;"PA";"Bannach";435;18,28;23;3,96;112;13,07;178;26,06;122;47,1;"Até 5 mil"
3505005;"SP";"Barão de Antonina";222;9,42;5;1,03;20;3,25;84;10,63;113;24,25;"Até 5 mil"
2501534;"PB";"Baraúna";874;28,29;32;4,18;158;17,12;307;37,85;377;64,01;"Até 5 mil"
2401503;"RN";"Barcelona";870;29,51;44;6,15;160;20,36;303;36,51;363;58,83;"Até 5 mil"
4202099;"SC";"Barra Bonita";199;13,57;5;1,68;21;6,38;69;12,95;104;33,77;"Até 5 mil"
2201176;"PI";"Barra D'Alcântara";879;31,12;28;4,31;177;20,09;297;38,47;377;72,08;"Até 5 mil"
4301859;"RS";"Barra do Guarita";234;9,92;4;0,77;26;4,08;74;9,64;130;29,75;"Até 5 mil"
4102703;"PR";"Barra do Jacaré";264;11,81;2;0,45;23;4,04;91;11,85;148;32,39;"Até 5 mil"
1703073;"TO";"Barra do Ouro";599;22,53;41;5,5;120;14,35;211;29,76;227;61,68;"Até 5 mil"
4301875;"RS";"Barra do Quaraí";217;7,43;16;2,33;33;3,59;88;9,44;80;20,94;"Até 5 mil"
4301925;"RS";"Barra do Rio Azul";134;7,96;4;1,4;9;2,46;41;6,15;80;21,98;"Até 5 mil"
4301958;"RS";"Barra Funda";98;5,07;1;0,26;7;1,38;27;3,94;63;17,4;"Até 5 mil"
2201309;"PI";"Barreiras do Piauí";481;21,67;46;7,74;110;16,37;168;27,14;157;46,87;"Até 5 mil"
4102752;"PR";"Bela Vista da Caroba";424;14,22;16;2,66;32;4,76;182;16,15;194;33,45;"Até 5 mil"
2201556;"PI";"Bela Vista do Piauí";617;22,75;29;4,32;148;16,37;230;30,38;210;55,26;"Até 5 mil"
2700805;"AL";"Belém";1104;33,33;81;9,12;263;26,14;365;43,61;395;67,99;"Até 5 mil"
2201572;"PI";"Belém do Piauí";903;36,77;40;6,96;234;29,32;352;51,09;277;70,3;"Até 5 mil"
3106101;"MG";"Belmiro Braga";337;12,81;12;2,29;34;4,85;119;13,71;172;32,03;"Até 5 mil"
4202156;"SC";"Belmonte";193;9,39;12;2,71;25;4,56;73;10,75;83;21,56;"Até 5 mil"
4302055;"RS";"Benjamin Constant do Sul";226;13,81;9;2,11;38;10,08;93;17,35;86;28,96;"Até 5 mil"
3506201;"SP";"Bento de Abreu";164;7,87;8;1,85;24;3,52;45;7,08;87;25,97;"Até 5 mil"
3106655;"MG";"Berizal";801;24,84;25;2,92;118;12,33;309;33,73;349;70,22;"Até 5 mil"
2502052;"PB";"Bernardino Batista";645;30,83;28;4,92;134;22,22;250;43,55;233;67,34;"Até 5 mil"
1703206;"TO";"Bernardo Sayão";573;17,99;22;2,74;105;9,63;228;25,65;218;54,09;"Até 5 mil"
3106606;"MG";"Bertópolis";945;29,61;101;13,02;157;16,9;301;33,63;386;65,31;"Até 5 mil"
3106804;"MG";"Bias Fortes";449;15,05;12;2,21;72;9,13;166;16,21;199;31,74;"Até 5 mil"
3107000;"MG";"Biquinhas";236;10,88;4;1,02;18;3,62;62;8,13;152;29,46;"Até 5 mil"
4103008;"PR";"Boa Esperança";488;13,31;7;0,99;33;3,32;173;13,39;275;40,8;"Até 5 mil"
4103024;"PR";"Boa Esperança do Iguaçu";174;8,39;8;1,8;17;2,72;68;9,66;81;27;"Até 5 mil"
4302154;"RS";"Boa Vista das Missões";146;9;7;2,01;9;2,13;48;8,32;82;29,82;"Até 5 mil"
4302220;"RS";"Boa Vista do Cadeado";104;5,25;4;1,11;13;2,66;34;4,69;53;12,96;"Até 5 mil"
4302238;"RS";"Boa Vista do Incra";97;5,01;3;0,78;6;1,07;17;2,6;71;21,13;"Até 5 mil"
4302253;"RS";"Boa Vista do Sul";177;7,36;1;0,28;7;1,28;35;4,03;134;21,44;"Até 5 mil"
2201804;"PI";"Bocaina";779;22,86;34;5,18;105;10,77;286;27,53;354;48,1;"Até 5 mil"
4202438;"SC";"Bocaina do Sul";284;11,26;14;2,52;48;7,14;103;11,87;119;27,87;"Até 5 mil"
2401651;"RN";"Bodó";440;24,86;23;4,81;92;15,78;172;38,57;153;58,17;"Até 5 mil"
4202503;"SC";"Bom Jardim da Serra";281;8,39;10;1,27;51;5,55;118;10,41;102;19,92;"Até 5 mil"
2502201;"PB";"Bom Jesus";442;25,16;17;3,93;73;14,04;164;34,89;188;56,29;"Até 5 mil"
4202537;"SC";"Bom Jesus";203;10,55;7;1,64;23;3,95;68;10,51;105;39,47;"Até 5 mil"
3107604;"MG";"Bom Jesus da Penha";341;11,1;7;1,18;39;4,46;110;10,5;185;33,21;"Até 5 mil"
4202578;"SC";"Bom Jesus do Oeste";122;7,16;2;0,58;14;3,4;40;6,81;66;18,28;"Até 5 mil"
4103156;"PR";"Bom Jesus do Sul";291;10,1;4;0,66;27;3,74;78;8,25;182;29,98;"Até 5 mil"
1703305;"TO";"Bom Jesus do Tocantins";383;14,98;31;4,21;64;7,33;146;22,32;142;48,63;"Até 5 mil"
4302378;"RS";"Bom Progresso";187;10,21;13;3,4;17;4;59;8,63;98;28,82;"Até 5 mil"
3507159;"SP";"Bom Sucesso de Itararé";282;11,33;12;1,76;51;6,2;104;14,94;115;39,79;"Até 5 mil"
4103222;"PR";"Bom Sucesso do Sul";49;1,86;2;0,35;7;1,07;12;1,31;28;5,8;"Até 5 mil"
5203575;"GO";"Bonópolis";482;18,81;15;2,51;75;8,93;210;26,92;182;52,75;"Até 5 mil"
3507209;"SP";"Borá";62;9,58;3;2,08;9;4,19;21;10,4;29;33,72;"Até 5 mil"
3507308;"SP";"Boracéia";251;7,62;10;1,3;27;2,73;80;8,25;134;23,8;"Até 5 mil"
3507456;"SP";"Borebi";158;9,18;7;1,67;17;3,41;61;11,01;73;29,44;"Até 5 mil"
4202701;"SC";"Botuverá";213;5,79;6;0,73;19;1,9;76;6,01;112;18,86;"Até 5 mil"
4302584;"RS";"Bozano";94;5,16;2;0,66;14;3,41;23;3,57;55;11,96;"Até 5 mil"
4202859;"SC";"Braço do Trombudo";92;3,37;2;0,35;15;1,75;24;2,97;51;10,43;"Até 5 mil"
4302600;"RS";"Braga";393;13,78;6;1,04;38;5,26;136;14,21;213;35,68;"Até 5 mil"
3108701;"MG";"Brás Pires";483;13,53;12;1,62;44;5,02;141;11,91;286;37,14;"Até 5 mil"
4103370;"PR";"Brasilândia do Sul";394;15,44;5;0,91;47;7,31;136;15,8;206;41,37;"Até 5 mil"
1703602;"TO";"Brasilândia do Tocantins";245;16,82;7;1,9;49;10,65;86;20,67;103;48,58;"Até 5 mil"
5203609;"GO";"Brazabrantes";279;11,06;6;1,09;36;4,9;92;11,15;145;34,86;"Até 5 mil"
3507753;"SP";"Brejo Alegre";226;11,25;6;1,46;19;2,87;73;12,15;128;38,21;"Até 5 mil"
2201988;"PI";"Brejo do Piauí";1042;38,08;78;11,98;266;29,99;382;50,8;316;70,85;"Até 5 mil"
4302659;"RS";"Brochier";130;3,33;7;1,01;15;1,62;48;3,52;60;6,51;"Até 5 mil"
4202875;"SC";"Brunópolis";295;13,63;11;2,54;33;5,32;95;13,19;156;39,9;"Até 5 mil"
3109253;"MG";"Bugre";566;18,74;20;2,99;47;5,67;190;20,39;309;52,37;"Até 5 mil"
5203939;"GO";"Buriti de Goiás";282;13,8;10;2,51;31;5,2;98;13,84;143;42,06;"Até 5 mil"
5203962;"GO";"Buritinópolis";455;18,69;23;3,62;52;6,82;157;22,33;223;66,97;"Até 5 mil"
3508207;"SP";"Buritizal";189;5,8;5;0,77;41;4,17;56;5,59;87;14,08;"Até 5 mil"
3508306;"SP";"Cabrália Paulista";320;9,61;13;1,7;42;4,13;97;9,58;168;31,52;"Até 5 mil"
3109600;"MG";"Cachoeira da Prata";115;3,89;3;0,52;12;1,44;28;2,97;72;12;"Até 5 mil"
5204201;"GO";"Cachoeira de Goiás";156;14,25;2;0,87;13;4,17;62;17,77;79;38,73;"Até 5 mil"
3109808;"MG";"Cachoeira Dourada";234;12,2;4;0,95;24;4,29;73;12,13;133;39,47;"Até 5 mil"
1703826;"TO";"Cachoeirinha";257;18,2;10;2,55;37;8,06;96;26,3;114;58,16;"Até 5 mil"
2503407;"PB";"Cacimba de Areia";724;26,83;53;7,64;164;20,2;268;35,97;239;53,47;"Até 5 mil"
4303202;"RS";"Cacique Doble";383;10,13;17;2,12;46;5,09;120;9,2;200;25,91;"Até 5 mil"
4103404;"PR";"Cafeara";331;15,58;6;1,26;30;5,03;126;18,39;169;46,17;"Até 5 mil"
4103479;"PR";"Cafezal do Sul";526;15,32;13;1,95;55;6,04;180;15,61;278;39,66;"Até 5 mil"
3508900;"SP";"Caiabu";406;12,48;8;1,12;36;4,3;98;9,16;264;42,04;"Até 5 mil"
3110103;"MG";"Caiana";501;13,4;22;2,44;104;9,17;187;15,98;188;35,14;"Até 5 mil"
4303301;"RS";"Caibaté";278;6,95;7;0,97;22;2,33;89;5,98;160;18,82;"Até 5 mil"
2401909;"RN";"Caiçara do Rio do Vento";639;25,65;42;6,13;122;16,01;209;33,28;266;63,94;"Até 5 mil"
2202075;"PI";"Cajazeiras do Piauí";735;30,61;35;5,26;154;21,66;243;40,03;303;72,49;"Até 5 mil"
2503753;"PB";"Cajazeirinhas";770;34,81;38;6,81;197;30,03;330;51,08;205;58,24;"Até 5 mil"
3110202;"MG";"Cajuri";366;11,53;5;0,71;55;6,19;115;11,62;191;32,59;"Até 5 mil"
5204557;"GO";"Caldazinha";271;10,49;4;0,76;23;2,72;105;13,04;139;34,49;"Até 5 mil"
4203154;"SC";"Calmon";265;11,88;12;2,02;46;6,67;122;17,26;85;35,56;"Até 5 mil"
3110400;"MG";"Camacho";329;13,09;5;0,94;29;3,88;114;14,36;181;41,14;"Até 5 mil"
4303558;"RS";"Camargo";181;8,57;3;0,76;12;2,37;54;7,13;112;24,83;"Até 5 mil"
3110806;"MG";"Campanário";463;17,74;12;1,85;82;11,05;150;19,61;219;48,03;"Até 5 mil"
4303673;"RS";"Campestre da Serra";165;6,42;4;0,95;11;1,63;38;4,07;112;20,66;"Até 5 mil"
5204607;"GO";"Campestre de Goiás";329;12,68;6;0,99;50;6,39;114;14,16;159;39,85;"Até 5 mil"
4103958;"PR";"Campina do Simão";345;11,93;15;2,25;43;4,95;164;16,68;123;32,8;"Até 5 mil"
5204656;"GO";"Campinaçu";370;13,3;13;2,34;43;4,89;145;16,26;169;37,22;"Até 5 mil"
2202117;"PI";"Campo Alegre do Fidalgo";1095;32,83;77;7,93;271;25,66;431;50;316;70,85;"Até 5 mil"
3111150;"MG";"Campo Azul";573;21,54;14;2,21;53;7,53;185;23,48;321;60;"Até 5 mil"
4104055;"PR";"Campo Bonito";429;13,08;13;1,64;55;5,95;173;16,62;188;36,15;"Até 5 mil"
4304101;"RS";"Campos Borges";271;9,59;10;1,92;13;1,78;85;8,86;163;26,46;"Até 5 mil"
3509809;"SP";"Campos Novos Paulista";343;9,98;11;1,58;48;4,78;124;11,45;160;24,46;"Até 5 mil"
3111705;"MG";"Canaã";541;14,63;15;1,9;94;8,83;197;17,04;235;34,01;"Até 5 mil"
5102694;"MT";"Canabrava do Norte";387;11,51;13;1,54;46;3,88;164;17,41;164;42,38;"Até 5 mil"
3509957;"SP";"Canas";197;6,15;25;3,14;21;2,09;55;5,45;96;24,3;"Até 5 mil"
2202251;"PI";"Canavieira";743;26,93;58;8,66;175;21,01;226;29,54;284;57,84;"Até 5 mil"
3510104;"SP";"Cândido Rodrigues";192;8,62;5;1,14;17;3,14;42;5,79;128;24,47;"Até 5 mil"
2801108;"SE";"Canhoba";882;32,18;97;12,14;223;27,43;307;42,76;255;62,04;"Até 5 mil"
3510153;"SP";"Canitar";320;10,35;5;0,69;43;3,94;129;14,84;143;35,4;"Até 5 mil"
3112059;"MG";"Cantagalo";476;15,38;20;2,3;87;10,07;159;19,39;210;38,96;"Até 5 mil"
4304614;"RS";"Canudos do Vale";163;10,66;5;2,02;14;3,79;47;8,29;97;28,03;"Até 5 mil"
4203253;"SC";"Capão Alto";209;9,89;4;1;21;3,75;82;11,14;102;24,58;"Até 5 mil"
4304622;"RS";"Capão Bonito do Sul";135;9,68;5;1,89;14;4,01;36;7,59;80;26,06;"Até 5 mil"
4304655;"RS";"Capão do Cipó";154;6,42;4;0,85;12;1,83;55;6,27;83;20,75;"Até 5 mil"
3112208;"MG";"Capela Nova";409;10,76;6;0,84;43;4,38;145;11,07;215;27,22;"Até 5 mil"
4304697;"RS";"Capitão";112;5,32;2;0,5;14;2,65;30;4,06;66;15,07;"Até 5 mil"
3112653;"MG";"Capitão Andrade";647;17,65;23;2,8;66;6,67;226;19,82;332;46,5;"Até 5 mil"
2202455;"PI";"Capitão Gervásio Oliveira";886;31,92;44;6,47;221;24,23;336;45,78;285;63,33;"Até 5 mil"
4304671;"RS";"Capivari do Sul";237;7,9;12;1,96;24;2,86;77;6,91;124;28,57;"Até 5 mil"
3113107;"MG";"Caranaíba";230;9,05;2;0,36;28;4,05;67;7,95;133;29,56;"Até 5 mil"
2504074;"PB";"Caraúbas";551;19,09;30;4,55;99;12,84;171;20,73;251;39,72;"Até 5 mil"
2202554;"PI";"Caridade do Piauí";1093;32,15;87;8,53;266;24,61;410;50,87;330;66,94;"Até 5 mil"
1703867;"TO";"Cariri do Tocantins";410;14,43;16;2,28;98;9,78;141;18,17;155;42,82;"Até 5 mil"
4304853;"RS";"Carlos Gomes";63;4,74;1;0,44;6;1,81;17;3,56;39;13,27;"Até 5 mil"
3113800;"MG";"Carmésia";275;15,19;2;0,49;31;6,03;106;19,31;136;39,77;"Até 5 mil"
1703883;"TO";"Carmolândia";306;19,02;15;3,3;48;9,88;128;27,47;115;56,65;"Até 5 mil"
3114600;"MG";"Carrancas";245;8;7;1,12;19;2,41;66;6,24;153;26,06;"Até 5 mil"
2504108;"PB";"Carrapateira";481;28,08;18;3,89;100;18,98;206;42,74;157;65,15;"Até 5 mil"
1703891;"TO";"Carrasco Bonito";680;28,95;35;4,54;151;21,76;282;47,08;212;74,39;"Até 5 mil"
3114709;"MG";"Carvalhópolis";217;8,35;8;1,7;12;1,76;65;7,19;132;24,22;"Até 5 mil"
3114808;"MG";"Carvalhos";565;15,2;20;2,61;56;6,27;234;17,59;255;35,08;"Até 5 mil"
3114907;"MG";"Casa Grande";104;5,89;3;0,85;23;4,11;32;6,23;46;13,57;"Até 5 mil"
3115003;"MG";"Cascalho Rico";147;6,53;2;0,5;20;3,08;44;6;81;17,27;"Até 5 mil"
1703909;"TO";"Caseara";566;17,95;20;2,54;92;9,28;250;26,21;204;48,23;"Até 5 mil"
4304952;"RS";"Caseiros";237;10,11;5;1,23;23;4,11;87;9,99;122;24,06;"Até 5 mil"
3510906;"SP";"Cássia dos Coqueiros";210;10,11;9;2,12;23;4,16;78;11,16;100;25;"Até 5 mil"
1100908;"RO";"Castanheiras";380;14,29;13;2,07;52;6,3;135;16,94;180;43,9;"Até 5 mil"
5205059;"GO";"Castelândia";716;25,25;27;4,53;132;14,85;276;30,56;281;62,72;"Até 5 mil"
3115359;"MG";"Catas Altas";224;6,17;9;1,11;24;1,99;82;7,39;109;21,46;"Até 5 mil"
3115409;"MG";"Catas Altas da Noruega";359;13,56;11;1,66;47;5,9;133;17,95;168;37,67;"Até 5 mil"
2504207;"PB";"Catingueira";1254;35,77;90;9,93;293;28,73;489;49,95;382;63,56;"Até 5 mil"
2907400;"BA";"Catolândia";497;25,71;30;6,99;98;16,2;172;32,27;197;53,83;"Até 5 mil"
5205208;"GO";"Caturaí";455;12,6;5;0,64;75;6,73;188;15,58;187;36,52;"Até 5 mil"
2504355;"PB";"Caturité";746;22,44;35;4,25;155;15,75;269;28,99;287;48,73;"Até 5 mil"
4204103;"SC";"Caxambu do Sul";378;10,77;9;1,25;48;5,84;138;10,72;183;26,91;"Até 5 mil"
3115607;"MG";"Cedro do Abaeté";134;14,16;3;1,72;16;6,23;31;10,16;84;40;"Até 5 mil"
4204152;"SC";"Celso Ramos";189;8,69;4;0,83;23;4,01;61;8,3;101;26,17;"Até 5 mil"
1704105;"TO";"Centenário";509;28,55;37;7,96;87;16,76;206;39,77;179;63,7;"Até 5 mil"
4305116;"RS";"Centenário";101;4,07;4;0,95;6;0,99;25;2,81;66;11,7;"Até 5 mil"
4305132;"RS";"Cerro Branco";477;13,08;7;1,11;37;3,99;186;14,44;247;30,8;"Até 5 mil"
4305157;"RS";"Cerro Grande";266;14,04;6;1,67;24;5,77;103;14,49;133;32,52;"Até 5 mil"
4204178;"SC";"Cerro Negro";459;17,02;12;2,12;67;8,83;184;20,91;196;39,92;"Até 5 mil"
3115904;"MG";"Chácara";256;11,59;10;2,35;22;4,15;92;11,59;132;28,82;"Até 5 mil"
1705102;"TO";"Chapada da Natividade";473;20,69;21;3,76;75;11,63;179;26,02;198;50,13;"Até 5 mil"
1704600;"TO";"Chapada de Areia";189;18,9;7;3,15;31;10,8;73;22,39;78;47,27;"Até 5 mil"
4204194;"SC";"Chapadão do Lageado";152;7,52;4;0,88;17;2,86;72;10,08;59;22,78;"Até 5 mil"
4305371;"RS";"Charrua";331;13,09;26;4,57;104;16,15;69;8,45;132;26,51;"Até 5 mil"
