"Codigo";"UF";"Municipio";"Total_2000";"Total_2010";"15-24_2000";"15-24_2010";"25-59_2000";"25-59_2010";"60+_2000";"60+_2010";"Classe"
4305116;"RS";"Centenário";5,93;4,07;0,96;0,95;3,56;2,08;20,73;11,7;"Até 5 mil"
4305132;"RS";"Cerro Branco";16,46;13,08;2,84;1,11;14,5;10,06;37,79;30,8;"Até 5 mil"
4305157;"RS";"Cerro Grande";17,07;14,04;5,15;1,67;14,42;11,27;44,71;32,52;"Até 5 mil"
4204178;"SC";"Cerro Negro";22,87;17,02;8,94;2,12;22,88;15,31;48,91;39,92;"Até 5 mil"
3115904;"MG";"Chácara";15,89;11,59;4,34;2,35;14,85;8,61;32,91;28,82;"Até 5 mil"
1705102;"TO";"Chapada da Natividade";29,12;20,69;11,07;3,76;30,46;19,05;62,31;50,13;"Até 5 mil"
1704600;"TO";"Chapada de Areia";14,76;18,9;3,73;3,15;17,27;16,97;37,5;47,27;"Até 5 mil"
4204194;"SC";"Chapadão do Lageado";9,47;7,52;2,38;0,88;7,99;6,8;33,17;22,78;"Até 5 mil"
4305371;"RS";"Charrua";14,61;13,09;13,99;4,57;9,3;11,84;34,62;26,51;"Até 5 mil"
3116209;"MG";"Chiador";18,4;11,27;7,13;2,94;17,49;9,27;37,6;25,4;"Até 5 mil"
4305405;"RS";"Chiapetta";8,84;6,26;1,74;0,66;7,27;4,21;28,29;17,99;"Até 5 mil"
4305447;"RS";"Chuvisca";13,55;9,74;3,44;2,46;13,31;7,53;35,2;30,11;"Até 5 mil"
4305504;"RS";"Ciríaco";11,52;7,12;1,54;1,27;8,75;3,52;36,36;21,69;"Até 5 mil"
3116407;"MG";"Claraval";13,65;8;2,42;1,16;13,4;5,89;37,03;25,27;"Até 5 mil"
2202711;"PI";"Cocal de Telha";45,51;33,4;23,93;4,56;49,23;32,89;82;73,4;"Até 5 mil"
2202737;"PI";"Coivaras";40,12;31,74;19,47;7,31;46,3;32,24;66,27;64,93;"Até 5 mil"
4305587;"RS";"Colinas";2,82;2,91;0,58;0,31;2,09;1,81;5,87;6,35;"Até 5 mil"
5205521;"GO";"Colinas do Sul";19,82;15,93;5,79;2,36;20,21;14,01;52,05;44,1;"Até 5 mil"
4305603;"RS";"Colorado";5,13;4,45;0,65;1,5;3,1;2,27;16,41;11,62;"Até 5 mil"
1705557;"TO";"Combinado";24,7;18,29;8;2,06;26,56;17,05;67,87;54,67;"Até 5 mil"
3116902;"MG";"Comendador Gomes";10,62;8,71;2,1;2,94;9,12;7,12;34,85;23,48;"Até 5 mil"
3115201;"MG";"Conceição da Barra de Minas";10,98;8,28;2,45;1,47;9,88;5,2;32,52;27,59;"Até 5 mil"
3117207;"MG";"Conceição das Pedras";12,54;9,52;3,54;1,62;9,96;6,44;38,83;29,16;"Até 5 mil"
3117405;"MG";"Conceição de Ipanema";23,58;15,32;4,18;2,95;22,38;12,34;51,18;35,23;"Até 5 mil"
2202802;"PI";"Conceição do Canindé";38,94;30,16;21,08;7,57;43,13;31,14;60,28;54,68;"Até 5 mil"
1705607;"TO";"Conceição do Tocantins";28,08;23,18;10,17;3,47;30,12;22,82;65,18;60,27;"Até 5 mil"
2504702;"PB";"Congo";35,14;28,54;17,11;6,52;35,95;28,26;58,17;54,01;"Até 5 mil"
3118106;"MG";"Congonhas do Norte";29,92;26,4;12,28;4,99;30,61;24,53;57,34;58,33;"Até 5 mil"
5103361;"MT";"Conquista D'Oeste";NA;11,76;NA;1,17;NA;9,56;NA;50,92;"Até 5 mil"
4106100;"PR";"Conselheiro Mairinck";19,74;10,11;2,8;0,46;17,47;7,43;52,96;30,52;"Até 5 mil"
3118502;"MG";"Consolação";19,44;13,03;7,22;2,65;15,65;9,35;48,6;31,37;"Até 5 mil"
2908804;"BA";"Contendas do Sincorá";30,45;26,72;9,73;2,92;30,68;26,03;60,89;58;"Até 5 mil"
4305835;"RS";"Coqueiro Baixo";NA;7,06;NA;0,63;NA;3,94;NA;14,25;"Até 5 mil"
4305850;"RS";"Coqueiros do Sul";6,83;5,16;0,26;0,61;4,01;3,12;21,39;13,14;"Até 5 mil"
4204350;"SC";"Cordilheira Alta";10,73;4,86;1,84;1,1;9,32;3,04;36,03;18,22;"Até 5 mil"
3119005;"MG";"Cordislândia";15,93;14,08;4,41;2,65;14,95;12,31;40,54;34,51;"Até 5 mil"
5003108;"MS";"Corguinho";14,71;11,55;2,07;1,08;14,89;9,69;39,52;32,03;"Até 5 mil"
4305871;"RS";"Coronel Barros";5,16;3,15;1,44;1,5;4,19;2,43;12,18;5,77;"Até 5 mil"
2402907;"RN";"Coronel João Pessoa";39,32;33,16;20,32;8,5;41,27;35,85;65,08;60,98;"Até 5 mil"
2202851;"PI";"Coronel José Dias";37,18;32,45;14,06;4,03;43,2;32,83;71,22;68,48;"Até 5 mil"
4204459;"SC";"Coronel Martins";13,84;11,43;2,21;0,94;14,12;10,6;38,25;28,17;"Até 5 mil"
3119609;"MG";"Coronel Pacheco";15,96;11,47;4,55;1,43;12,86;7,87;44,44;33,77;"Até 5 mil"
4305934;"RS";"Coronel Pilar";NA;3,97;NA;1,54;NA;1,56;NA;9,7;"Até 5 mil"
3119708;"MG";"Coronel Xavier Chaves";9,14;5,99;1,9;1,17;8,94;4,81;23,87;15,32;"Até 5 mil"
3119807;"MG";"Córrego Danta";14;9,19;4,01;1,03;11,96;7,33;35,5;20,26;"Até 5 mil"
3119906;"MG";"Córrego do Bom Jesus";14,07;12,22;1,62;1,84;9,35;6,94;41,41;30,83;"Até 5 mil"
5205703;"GO";"Córrego do Ouro";16,27;11,2;3,26;0,52;13,86;7,72;53,11;33,59;"Até 5 mil"
3120003;"MG";"Córrego Novo";25,13;21,38;7,12;3,11;25,75;18,22;52,09;52,22;"Até 5 mil"
3512704;"SP";"Corumbataí";7,97;7,03;1,37;1,68;6,92;5,55;23,79;19,1;"Até 5 mil"
4106555;"PR";"Corumbataí do Sul";23,28;19,22;3,62;2,03;24,76;15,43;59,37;48,23;"Até 5 mil"
4305959;"RS";"Cotiporã";6,94;4,52;1,93;0,71;3,79;2,52;19,4;11,59;"Até 5 mil"
3120102;"MG";"Couto de Magalhães de Minas";16,6;11,53;3,46;0,61;16,12;9,12;45,29;37,09;"Até 5 mil"
4305975;"RS";"Coxilha";9,51;6,86;3,14;1,06;7,85;4,43;31,03;24,08;"Até 5 mil"
2504850;"PB";"Coxixola";27,2;21,21;10,5;2,87;23,89;19,82;51,45;42,41;"Até 5 mil"
4306072;"RS";"Cristal do Sul";12,31;12,19;1,59;0,93;9,18;7,92;41,43;34,11;"Até 5 mil"
5206305;"GO";"Cristianópolis";9,67;7,32;2,07;0,67;7,43;5,98;30,51;18,37;"Até 5 mil"
1706258;"TO";"Crixás do Tocantins";14,73;10,67;1,04;0,93;17,34;7,52;41,94;38,36;"Até 5 mil"
5206503;"GO";"Cromínia";15,83;11,04;2,97;1,49;12,83;7,12;46,9;31,44;"Até 5 mil"
3120607;"MG";"Crucilândia";18,12;13,78;3,51;0,85;15,75;9,66;47,04;38,79;"Até 5 mil"
3513306;"SP";"Cruzália";10,01;7,63;1,16;0,27;7,6;4,77;36,3;25,76;"Até 5 mil"
4306130;"RS";"Cruzaltense";NA;6,76;NA;NA;NA;3,73;NA;20,61;"Até 5 mil"
3120706;"MG";"Cruzeiro da Fortaleza";7,68;10,22;0,91;0,73;6,77;7,63;23,97;34,57;"Até 5 mil"
4106571;"PR";"Cruzeiro do Iguaçu";13,75;12,74;1,86;1,02;13,08;10,9;39,76;36,81;"Até 5 mil"
4106704;"PR";"Cruzeiro do Sul";15,93;12,11;2,82;1,64;14,6;9,38;46,4;37,24;"Até 5 mil"
4106852;"PR";"Cruzmaltina";24,27;17,14;3,59;2,24;24,39;14,06;56,54;43,57;"Até 5 mil"
5206602;"GO";"Cumari";13,7;8,83;3,26;0,48;10,74;5,76;38,27;23,72;"Até 5 mil"
2801900;"SE";"Cumbe";32,38;26,52;11,34;2,78;35,55;26,47;65,29;63,11;"Até 5 mil"
4204756;"SC";"Cunhataí";4,59;3,95;4,21;0,99;3,82;3,15;8,29;10,23;"Até 5 mil"
3120839;"MG";"Cuparaque";25,9;21,52;7,58;4,03;23,89;19,25;66,11;54,78;"Até 5 mil"
2203230;"PI";"Currais";36,04;32,73;19,56;7,21;40,38;34,84;68,21;71,78;"Até 5 mil"
2203271;"PI";"Curral Novo do Piauí";44,21;35,45;28,74;10,28;50,53;41,63;61,18;70,33;"Até 5 mil"
2505303;"PB";"Curral Velho";36,88;34,92;14,89;10,42;43,71;37,2;70,74;74,33;"Até 5 mil"
2203255;"PI";"Curralinhos";42,13;31,07;16,69;4,98;48,05;31,91;77,41;74,25;"Até 5 mil"
5103437;"MT";"Curvelândia";NA;15,12;NA;2,06;NA;11,3;NA;49,64;"Até 5 mil"
1600212;"AP";"Cutias";17,83;11,19;7,67;2,03;20,45;12,94;54,55;40,76;"Até 5 mil"
5206701;"GO";"Damianópolis";28,2;19,52;4,69;1,71;31,56;15,11;75,35;58,8;"Até 5 mil"
2505352;"PB";"Damião";48,81;39,66;25,75;8,32;53,99;44,21;76,96;74,83;"Até 5 mil"
5206800;"GO";"Damolândia";16,86;12,95;2,65;1,35;15,8;9,53;50,43;43,2;"Até 5 mil"
4306304;"RS";"David Canabarro";9,13;7,36;0,78;0,64;5,74;3,9;37,15;25,95;"Até 5 mil"
5206909;"GO";"Davinópolis";18,97;14,79;3,32;0,38;16,24;10,09;59,45;43,61;"Até 5 mil"
4306320;"RS";"Derrubadas";12,05;9,78;1,53;1,47;11,34;7,41;29,41;24,75;"Até 5 mil"
3121308;"MG";"Descoberto";14,48;8,44;4;0,76;13,18;7,18;31,62;20,6;"Até 5 mil"
3121506;"MG";"Desterro do Melo";23,46;17,64;5,72;1,28;21,94;13,85;54,36;45,13;"Até 5 mil"
4306353;"RS";"Dezesseis de Novembro";14,98;12,29;2,37;1,08;13,45;8,56;33,99;28,25;"Até 5 mil"
4107124;"PR";"Diamante do Sul";23,95;19,12;7,08;2,04;23,95;17,36;59,26;51,4;"Até 5 mil"
4306379;"RS";"Dilermando de Aguiar";16,44;13,65;3,55;1,65;15,46;10,76;32,28;28,98;"Até 5 mil"
3121704;"MG";"Diogo de Vasconcelos";25,59;17,31;6,05;1,73;24,5;14,19;49,5;39,44;"Até 5 mil"
5207105;"GO";"Diorama";18,55;12,83;3,02;1,04;15,08;9,19;59,52;37;"Até 5 mil"
3513850;"SP";"Dirce Reis";19,39;13,9;1,53;1,85;14,48;7,63;54,47;39,26;"Até 5 mil"
2802007;"SE";"Divina Pastora";25,99;23,15;10,31;5,08;27,95;23,15;64,66;63,19;"Até 5 mil"
3121902;"MG";"Divinésia";15,82;9,21;4,79;2,22;12,94;7,63;41,56;24,14;"Até 5 mil"
3122108;"MG";"Divino das Laranjeiras";24,59;18,38;4,71;1,23;23,11;13,97;61,45;48,59;"Até 5 mil"
3201803;"ES";"Divino de São Lourenço";20;15,18;6,82;1,98;20,49;14,46;48,68;42,22;"Até 5 mil"
5208301;"GO";"Divinópolis de Goiás";29,24;21,14;6,59;2,43;33,71;17,92;71,67;60,35;"Até 5 mil"
4306429;"RS";"Dois Irmãos das Missões";13,59;12,29;2,56;1,78;12,23;10,96;41,47;27,97;"Até 5 mil"
4306452;"RS";"Dois Lajeados";7,7;5,11;0,93;1,09;4,52;2,83;24,9;13,44;"Até 5 mil"
3514205;"SP";"Dolcinópolis";18,1;12,13;2,82;0,95;12,84;6,39;55,4;36,65;"Até 5 mil"
3122470;"MG";"Dom Bosco";14,78;15,68;3,13;2,73;13,64;13,21;50,16;47,49;"Até 5 mil"
3122603;"MG";"Dom Joaquim";26,54;16,65;7,42;2,96;26,07;13,72;51,78;39,55;"Até 5 mil"
2910206;"BA";"Dom Macedo Costa";28,38;20,79;5,98;2,39;29,76;18,57;61,57;51,83;"Até 5 mil"
4306551;"RS";"Dom Pedro de Alcântara";10,64;5,65;0,23;1,75;7,58;3,01;34,47;15,83;"Até 5 mil"
3122801;"MG";"Dom Viçoso";15,52;10,15;2,19;1,14;13,58;7;42,16;28,98;"Até 5 mil"
2203420;"PI";"Domingos Mourão";40,17;31,05;21,07;7,6;44,74;33,8;66,32;61,3;"Até 5 mil"
4205100;"SC";"Dona Emma";5,99;4,16;1,25;0,95;5,45;3,69;16,72;10,15;"Até 5 mil"
4306700;"RS";"Dona Francisca";11,16;7,19;3,18;1,48;9,02;5,01;28,57;19,07;"Até 5 mil"
3123304;"MG";"Dores do Turvo";20,5;15,07;5,47;2,71;18,57;11,62;50,27;37,64;"Até 5 mil"
3123403;"MG";"Doresópolis";11,2;6,65;4,15;2,35;9,89;5,23;31,01;17,02;"Até 5 mil"
3123502;"MG";"Douradoquara";12,59;7,31;2,01;0,33;10,63;5,26;36,87;20,75;"Até 5 mil"
4205159;"SC";"Doutor Pedrinho";5,13;3,88;0,98;1,04;4,1;3,79;14,71;7,35;"Até 5 mil"
4306759;"RS";"Doutor Ricardo";9,78;7,19;1,38;NA;6,21;4,61;26,02;17,93;"Até 5 mil"
2505808;"PB";"Duas Estradas";43,99;30,58;16,53;7,72;44,89;29,53;74,58;58,26;"Até 5 mil"
1707306;"TO";"Dueré";20,76;12,52;6,96;0,88;20,74;10,6;52,91;37,13;"Até 5 mil"
5207352;"GO";"Edealina";18,19;11,66;2,54;1,87;15,57;7,93;54,98;32,98;"Até 5 mil"
2203602;"PI";"Eliseu Martins";32,66;21,43;13,44;3,22;34,28;17,94;65,63;53,81;"Até 5 mil"
3514924;"SP";"Elisiário";12,47;9,82;1,51;2,28;9,37;6,21;37,79;31,32;"Até 5 mil"
2505907;"PB";"Emas";39,94;30,43;23,43;7,04;44,86;31,94;66,91;64,01;"Até 5 mil"
3514957;"SP";"Embaúba";11,53;8,15;1,79;1,03;8,86;5,09;36,73;26,18;"Até 5 mil"
3515129;"SP";"Emilianópolis";18,16;11,55;3,64;1,01;14,05;6,42;54,24;36,56;"Até 5 mil"
4306924;"RS";"Engenho Velho";14,64;10,6;5,56;0,74;11,75;8,84;37,21;28,24;"Até 5 mil"
4205175;"SC";"Entre Rios";22,4;14,93;6,59;1,31;21,97;12,51;60,5;49,66;"Até 5 mil"
4107538;"PR";"Entre Rios do Oeste";3,67;3,19;0,77;0,93;3,65;2,87;10,66;7,28;"Até 5 mil"
4306957;"RS";"Entre Rios do Sul";11,38;9,13;2,68;1,53;9,22;6,3;31,63;21,62;"Até 5 mil"
4306973;"RS";"Erebango";8,72;6,86;2,78;1,33;5,59;4,67;28,74;19,78;"Até 5 mil"
4205191;"SC";"Ermo";10,68;6,09;2,97;1,35;8,87;3,64;33,33;21,67;"Até 5 mil"
4307054;"RS";"Ernestina";7,38;6,23;1,03;0,45;5,72;3,7;22,88;19;"Até 5 mil"
4205209;"SC";"Erval Velho";11,32;7,48;1,81;0,75;9,52;5,61;32,06;19,19;"Até 5 mil"
4307401;"RS";"Esmeralda";11,9;8,22;2,11;1,27;9,45;5,33;29,58;22,18;"Até 5 mil"
4307450;"RS";"Esperança do Sul";10,47;9,75;2,44;1,94;7,8;6,5;25,39;21,38;"Até 5 mil"
4107520;"PR";"Esperança Nova";16,09;11,46;3,16;0,75;13,23;6,76;41,67;30,93;"Até 5 mil"
4107546;"PR";"Espigão Alto do Iguaçu";18,13;14,05;5,93;1,73;18,22;11,76;43,19;35,01;"Até 5 mil"
3124401;"MG";"Espírito Santo do Dourado";16,16;11,22;2,62;1,34;14,09;6,89;44,07;34,69;"Até 5 mil"
3515194;"SP";"Espírito Santo do Turvo";12,32;8,88;1,36;1,38;10,58;7,12;50,97;32,42;"Até 5 mil"
3124609;"MG";"Estrela Dalva";18,12;16,32;5,32;2,58;17,13;12,03;39;41,77;"Até 5 mil"
3124708;"MG";"Estrela do Indaiá";15,48;13,52;4,2;2,03;14,63;10,71;34,31;29,95;"Até 5 mil"
3515301;"SP";"Estrela do Norte";15,69;9,33;2,79;0,6;11,21;5,76;53,63;36,31;"Até 5 mil"
5207501;"GO";"Estrela do Norte";21,43;15,6;4,47;2,15;21,29;13,67;56,09;43,1;"Até 5 mil"
4307815;"RS";"Estrela Velha";14,05;8,94;2,71;1,15;13,82;6,86;37,57;27,27;"Até 5 mil"
4307831;"RS";"Eugênio de Castro";7,25;6,49;1,52;1,34;5,77;4,75;19,71;14,31;"Até 5 mil"
3125002;"MG";"Ewbank da Câmara";12,68;10,36;3,75;1,74;11,7;7,84;36,39;35,87;"Até 5 mil"
4307864;"RS";"Fagundes Varela";7,32;4,02;0,27;NA;2,94;1,28;24,4;13,41;"Até 5 mil"
3125200;"MG";"Fama";11,79;9,95;2,78;0,85;9,64;7,58;30,19;24,39;"Até 5 mil"
3125309;"MG";"Faria Lemos";18,41;14,38;7,77;2,45;17,7;12,55;34,15;31,81;"Até 5 mil"
4107553;"PR";"Farol";21,76;14,87;2,09;1,58;21,88;11,74;60;43,67;"Até 5 mil"
1707553;"TO";"Fátima";17,15;14,92;4,51;2;17,6;11,86;49,02;45,83;"Até 5 mil"
4308052;"RS";"Faxinalzinho";12,63;9,49;1,32;1,03;9,49;6,56;39,47;24,18;"Até 5 mil"
4308078;"RS";"Fazenda Vilanova";10,26;5,94;2,76;1,13;7,5;4,04;29,41;17,57;"Até 5 mil"
2702702;"AL";"Feliz Deserto";42,86;33,5;26,72;10,2;46,5;39,08;66,67;62,2;"Até 5 mil"
4107702;"PR";"Fênix";19,1;13,26;4,87;2,79;17,17;9,97;48,13;35,21;"Até 5 mil"
3125804;"MG";"Fernandes Tourinho";25,48;21,69;4,21;3,15;23,3;15,17;59,2;62,39;"Até 5 mil"
2605459;"PE";"Fernando de Noronha";6,87;5,01;2,12;2,42;5,97;4,36;37,5;26,8;"Até 5 mil"
2403756;"RN";"Fernando Pedroza";35,27;29,64;10,78;8,95;36,75;27,49;68,5;66,5;"Até 5 mil"
3515657;"SP";"Fernão";13,3;8,55;3,01;0,83;10,87;5,77;36,67;23,55;"Até 5 mil"
5003900;"MS";"Figueirão";NA;10,66;NA;0,88;NA;8,97;NA;34,6;"Até 5 mil"
5103809;"MT";"Figueirópolis D'Oeste";18,84;12,92;3,14;1,58;19,93;10,25;53,76;40,71;"Até 5 mil"
4107850;"PR";"Flor da Serra do Sul";16,37;11,08;3,96;1,26;16,26;8,66;42,82;33,85;"Até 5 mil"
4205357;"SC";"Flor do Sertão";18,66;11,97;1,59;2,34;20,23;9,65;39,74;28,69;"Até 5 mil"
3515806;"SP";"Flora Rica";17,17;14,41;2,39;1,82;12,35;6,93;49,2;40,33;"Até 5 mil"
3515905;"SP";"Floreal";11,29;8,78;1,75;0,68;6,04;4,24;35,47;25,04;"Até 5 mil"
2203800;"PI";"Flores do Piauí";43,44;32,22;23,21;8,14;47,56;33,6;74,13;61,39;"Até 5 mil"
2203859;"PI";"Floresta do Piauí";52,81;40,51;30,43;9,76;58,19;40,33;76,32;76,62;"Até 5 mil"
4308250;"RS";"Floriano Peixoto";7,19;4,44;1,09;0,75;4,1;2,89;25,9;10,53;"Até 5 mil"
4108106;"PR";"Flórida";12,86;9,11;2,68;1;12,2;5,93;33,46;28,69;"Até 5 mil"
3516101;"SP";"Florínia";15,91;9,29;3,06;1,35;12,14;5,7;54,03;28,15;"Até 5 mil"
4205431;"SC";"Formosa do Sul";11,43;7,72;3,69;1,05;9,86;5,81;32,4;21,88;"Até 5 mil"
5208103;"GO";"Formoso";17,03;13,13;3,65;1,34;15,49;9,68;50;38,57;"Até 5 mil"
4308433;"RS";"Forquetinha";NA;6,64;NA;1,62;NA;3,76;NA;15,44;"Até 5 mil"
3126307;"MG";"Fortaleza de Minas";14,76;9,07;3,55;0,89;13,05;6,09;41,87;29,91;"Até 5 mil"
1708254;"TO";"Fortaleza do Tabocão";22,71;17,4;6,62;2,21;22,57;15,92;65,09;57,89;"Até 5 mil"
4308458;"RS";"Fortaleza dos Valos";7,61;6,27;2,42;0,54;5,57;4,13;27,31;20,15;"Até 5 mil"
3126406;"MG";"Fortuna de Minas";12,23;8,48;3,3;1,71;12,36;7,41;31,22;21,7;"Até 5 mil"
2204105;"PI";"Francisco Ayres";39,4;30,18;19,6;6,42;39,73;29,26;75,65;61,35;"Até 5 mil"
2403905;"RN";"Francisco Dantas";36,86;29,06;18,36;10,19;39,65;27,52;61,37;58,46;"Até 5 mil"
3126604;"MG";"Francisco Dumont";24,32;18,77;8,21;3,18;24,8;17,21;57,14;50,09;"Até 5 mil"
2204154;"PI";"Francisco Macedo";40,51;36,33;18,58;8,67;45,82;39,55;66,82;69,18;"Até 5 mil"
3126950;"MG";"Frei Lagonegro";28,9;22,37;6,27;3,02;31,29;20,82;67,73;59,28;"Até 5 mil"
2506202;"PB";"Frei Martinho";32,59;29,96;9,55;2,78;32,87;24,72;62,44;65,04;"Até 5 mil"
4205555;"SC";"Frei Rogério";9,06;8,6;2,27;2,47;7,88;6,89;31,42;23,81;"Até 5 mil"
3127057;"MG";"Fronteira dos Vales";40,71;30,77;11,3;3,41;46;26,57;82,87;70,64;"Até 5 mil"
2404002;"RN";"Frutuoso Gomes";32,75;25,67;14,7;5,27;35,45;25,29;57,31;53,91;"Até 5 mil"
3127206;"MG";"Funilândia";15,62;13,03;5,57;2,63;15,85;11,35;36,63;33,06;"Até 5 mil"
3516507;"SP";"Gabriel Monteiro";12,33;8,93;1,91;1,53;8,1;4,69;40,6;27,43;"Até 5 mil"
2404101;"RN";"Galinhos";40,86;26,85;25,07;8,74;45,85;30,4;60,47;52,94;"Até 5 mil"
4205605;"SC";"Galvão";17,73;14,28;4,16;1,77;17,31;12,92;44,96;34,65;"Até 5 mil"
5208152;"GO";"Gameleira de Goiás";NA;12,4;NA;4,05;NA;9,31;NA;36,12;"Até 5 mil"
4308656;"RS";"Garruchos";14,83;12,22;3,26;2,69;12,22;9,17;47,61;32,27;"Até 5 mil"
3516804;"SP";"Gastão Vidigal";12,68;9,5;2,37;2,32;10,25;7,19;40,44;28,32;"Até 5 mil"
2911253;"BA";"Gavião";28,32;26,26;8,53;3,88;28,86;24,86;65,02;59,94;"Até 5 mil"
3516853;"SP";"Gavião Peixoto";12,24;8,83;2,09;1,18;12,05;7,07;35,5;30,56;"Até 5 mil"
2802502;"SE";"General Maynard";26,83;15,23;11,86;4,02;26,45;14,45;62,33;42,18;"Até 5 mil"
4308854;"RS";"Gentil";10,27;7,59;2,69;1,84;6,06;4,25;35,29;23,27;"Até 5 mil"
3127354;"MG";"Glaucilândia";17,24;13,07;3,26;1,2;16,5;9,04;51,74;40,49;"Até 5 mil"
3517109;"SP";"Glicério";11,71;8,85;3,59;0,84;8,73;6,18;35,65;27,17;"Até 5 mil"
5103957;"MT";"Glória D'Oeste";17,52;13,16;3,42;1,51;16,46;11,65;50,16;32,91;"Até 5 mil"
4108551;"PR";"Godoy Moreira";28,97;15,38;6,3;1,73;29,66;11,49;62,38;37,24;"Até 5 mil"
3127370;"MG";"Goiabeira";27,6;22,3;8,23;2,52;26,08;19,1;62,73;56,97;"Até 5 mil"
3127388;"MG";"Goianá";12,2;10,52;2,33;1,25;9,35;7,18;32,28;28,25;"Até 5 mil"
1708304;"TO";"Goianorte";21,51;16,77;7,57;4,43;21,96;14,65;58,22;44,98;"Até 5 mil"
3127404;"MG";"Gonçalves";15,82;13,38;3,03;1,94;14,43;10,9;41,82;32,1;"Até 5 mil"
5209150;"GO";"Gouvelândia";17,7;17,99;4,38;2,42;17,34;15,72;48,32;48,87;"Até 5 mil"
4309126;"RS";"Gramado dos Loureiros";17,78;12,8;3,77;1,73;15,78;9,03;50;35,91;"Até 5 mil"
4309159;"RS";"Gramado Xavier";14,31;9,91;4,04;2,52;14,3;7,87;37,18;31,82;"Até 5 mil"
2304806;"CE";"Granjeiro";39,68;30,62;20,96;4,8;44,6;33,11;66,94;64,08;"Até 5 mil"
3127909;"MG";"Grupiara";10,9;7,91;2,85;0,5;7,34;6,34;35,26;19,55;"Até 5 mil"
4309258;"RS";"Guabiju";5,22;4,55;0,82;1,26;2,7;1,75;18,44;13,93;"Até 5 mil"
4109005;"PR";"Guapirama";14,82;12,54;2,12;0,99;14,55;10,21;42,01;38,33;"Até 5 mil"
4109104;"PR";"Guaporema";16,96;12,19;2,71;0,98;15,72;8,2;43,8;39,81;"Até 5 mil"
3128253;"MG";"Guaraciama";22,58;17,55;3,03;1,5;25,03;15,42;63,88;52,24;"Até 5 mil"
5209291;"GO";"Guaraíta";19,26;10,72;2,19;0,55;17,56;6,49;62,4;37,35;"Até 5 mil"
2305100;"CE";"Guaramiranga";31,36;17,87;10,19;3,48;34,83;17,18;60,89;48,97;"Até 5 mil"
5209408;"GO";"Guarani de Goiás";30,8;22,8;7,82;3,77;35,74;20,72;74,06;59;"Até 5 mil"
3518008;"SP";"Guarani d'Oeste";15,93;10,98;3,09;0,66;10,49;4,71;47,95;37,46;"Até 5 mil"
3128501;"MG";"Guarará";12,63;8,59;3,34;0,93;11,99;6,18;30,49;25,36;"Até 5 mil"
2204550;"PI";"Guaribas";59,02;34,84;42,76;8,09;67,7;44,06;82,42;72,58;"Até 5 mil"
5209457;"GO";"Guarinos";19,22;14;3,24;1,89;17,81;9,51;59,7;38,63;"Até 5 mil"
4206603;"SC";"Guarujá do Sul";11,39;6,33;3,38;0,46;9,76;4,87;28,02;17,96;"Até 5 mil"
4206652;"SC";"Guatambú";17,35;10,15;5,17;1,05;16,82;8,82;47,44;30,38;"Até 5 mil"
2506509;"PB";"Gurjão";27,37;21,02;7,65;3,9;27,83;19,97;52,42;46,17;"Até 5 mil"
3518909;"SP";"Guzolândia";17,83;13,6;3,65;1,38;14,97;10,62;54,43;40,86;"Até 5 mil"
4309555;"RS";"Harmonia";1,79;2,09;0,87;0,44;1,43;1,3;4,34;6,63;"Até 5 mil"
5209606;"GO";"Heitoraí";15,91;13,16;4,43;1,17;14,36;9,15;43,4;41;"Até 5 mil"
4309571;"RS";"Herveiras";13,23;10,17;3,99;2,75;11,56;7,4;38,13;30,79;"Até 5 mil"
5209804;"GO";"Hidrolina";15,36;11,15;2,21;1,55;12,24;7,48;50,21;33,33;"Até 5 mil"
2204600;"PI";"Hugo Napoleão";41,91;32,05;20,82;7,54;44,86;30,96;76,83;71,06;"Até 5 mil"
4309704;"RS";"Humaitá";6,55;3,55;1,17;0,82;4,51;1,81;19,97;10,55;"Até 5 mil"
4309753;"RS";"Ibarama";12,09;6,85;2,94;0,83;10,11;5,26;37,22;19,73;"Até 5 mil"
4309803;"RS";"Ibiaçá";10,51;6,7;1,38;1,48;6,08;2,82;36,76;20,57;"Até 5 mil"
4206751;"SC";"Ibiam";9,63;6,17;2,56;0,31;8,04;4,99;30,64;17,28;"Até 5 mil"
4206801;"SC";"Ibicaré";7,06;6,73;1;0,64;6,15;4,32;18,65;18,31;"Até 5 mil"
2912608;"BA";"Ibiquera";34,51;30,19;13,14;8,42;38,47;29,55;68,86;62,4;"Até 5 mil"
4309951;"RS";"Ibirapuitã";16,44;9,99;3,53;1,54;13,35;6,73;45,37;27,55;"Até 5 mil"
3129905;"MG";"Ibitiúra de Minas";14,15;11,57;3,3;2,45;12,11;8,07;38,34;32,48;"Até 5 mil"
3130002;"MG";"Ibituruna";14,21;10,62;3,81;1,69;12,38;7,88;39,04;29,93;"Até 5 mil"
4110003;"PR";"Iguaraçu";15,05;9,55;2,16;0,54;14,02;7,51;42,01;30,8;"Até 5 mil"
4110052;"PR";"Iguatu";19,42;12,02;2,39;1,42;19,48;8,72;48,56;32,66;"Até 5 mil"
4310306;"RS";"Ilópolis";9,69;6,79;1,48;1,9;8,26;4,38;28,01;18,07;"Até 5 mil"
4310363;"RS";"Imigrante";3,08;1,32;0,87;NA;2,03;1,15;7,45;2,33;"Até 5 mil"
