"Codigo";"UF";"Municipio";"Analf_2000";"Analf_2010";"Inadequado_2000";"Inadequado_2010";"AnalfEInadequado_2000";"AnalfEInadequado_2010";"Classe"
4305835;"RS";"Coqueiro Baixo";NA;1,92;NA;38,46;NA;1,92;"Até 5 mil"
4305850;"RS";"Coqueiros do Sul";6,12;1,49;64,49;9,7;6,12;0,75;"Até 5 mil"
4204350;"SC";"Cordilheira Alta";16,85;4,42;54,21;28,51;13,19;2,81;"Até 5 mil"
3119005;"MG";"Cordislândia";20,79;13,67;17,63;19,67;3,16;1,67;"Até 5 mil"
5003108;"MS";"Corguinho";18,64;11,76;51,33;18,12;9,44;2,59;"Até 5 mil"
4305871;"RS";"Coronel Barros";9,09;3,88;44,85;6,2;4,85;0,78;"Até 5 mil"
2402907;"RN";"Coronel João Pessoa";64;53,52;8,43;13,44;6,57;8,59;"Até 5 mil"
2202851;"PI";"Coronel José Dias";54,42;29,19;83,39;44,67;50,35;17,26;"Até 5 mil"
4204459;"SC";"Coronel Martins";18,09;9,8;74,74;38,56;16,38;6,54;"Até 5 mil"
3119609;"MG";"Coronel Pacheco";23,05;12,64;29;10,44;5,58;2,2;"Até 5 mil"
4305934;"RS";"Coronel Pilar";NA;5,06;NA;13,92;NA;1,27;"Até 5 mil"
3119708;"MG";"Coronel Xavier Chaves";14,58;8,59;40,34;3,91;5,42;0;"Até 5 mil"
3119807;"MG";"Córrego Danta";15,74;12,44;39,51;41,94;8,64;8,76;"Até 5 mil"
3119906;"MG";"Córrego do Bom Jesus";12,33;5,31;37;3,86;5;0,97;"Até 5 mil"
5205703;"GO";"Córrego do Ouro";16,9;8,74;38,73;22,4;2,46;1,09;"Até 5 mil"
3120003;"MG";"Córrego Novo";29,56;18,56;41,99;27,49;11,88;4,81;"Até 5 mil"
3512704;"SP";"Corumbataí";14,4;6,32;46,53;14,04;10,8;1,75;"Até 5 mil"
4106555;"PR";"Corumbataí do Sul";28,35;12,37;51,52;33,57;16,67;4,24;"Até 5 mil"
4305959;"RS";"Cotiporã";4,68;3,55;44,6;6,38;3,96;1,42;"Até 5 mil"
3120102;"MG";"Couto de Magalhães de Minas";26,39;17,51;9,48;8,76;3,92;4,52;"Até 5 mil"
4305975;"RS";"Coxilha";10,96;3,29;38,76;9,86;3,37;0,47;"Até 5 mil"
2504850;"PB";"Coxixola";40;24;50,4;4;24;0,8;"Até 5 mil"
4306072;"RS";"Cristal do Sul";10,95;7,98;81,02;14,55;10,58;0,94;"Até 5 mil"
5206305;"GO";"Cristianópolis";11,36;6,03;16,88;10,34;2,27;1,72;"Até 5 mil"
1706258;"TO";"Crixás do Tocantins";27,32;9,66;46,91;37,24;18,04;3,45;"Até 5 mil"
5206503;"GO";"Cromínia";13,43;10,94;22,29;16,8;3,14;1,95;"Até 5 mil"
3120607;"MG";"Crucilândia";15,27;8,12;44,09;23,25;7,14;5,04;"Até 5 mil"
3513306;"SP";"Cruzália";5,28;2,11;21,14;13,38;1,22;0;"Até 5 mil"
4306130;"RS";"Cruzaltense";NA;4,35;NA;16,52;NA;0;"Até 5 mil"
3120706;"MG";"Cruzeiro da Fortaleza";8,83;12,29;15,27;3,35;1,19;0;"Até 5 mil"
4106571;"PR";"Cruzeiro do Iguaçu";19,35;9,37;38,7;27;9,96;3,03;"Até 5 mil"
4106704;"PR";"Cruzeiro do Sul";14,41;10,83;32,75;24,72;5,68;1,39;"Até 5 mil"
4106852;"PR";"Cruzmaltina";36,98;12,16;53,7;39,64;18,33;5,86;"Até 5 mil"
5206602;"GO";"Cumari";12,5;6,07;20,95;15,42;3,04;2,8;"Até 5 mil"
2801900;"SE";"Cumbe";49,79;36,02;12,97;8,07;9,21;4,32;"Até 5 mil"
4204756;"SC";"Cunhataí";10,44;5,3;53,3;50,76;6,59;4,55;"Até 5 mil"
3120839;"MG";"Cuparaque";33,27;23,15;20,56;10,19;8,47;1,85;"Até 5 mil"
2203230;"PI";"Currais";60,92;41;78,84;40,33;50,34;18,17;"Até 5 mil"
2203271;"PI";"Curral Novo do Piauí";71,6;54,25;99,4;64,22;71,15;41,67;"Até 5 mil"
2505303;"PB";"Curral Velho";59,71;37,82;45,22;35,29;29,28;17,65;"Até 5 mil"
2203255;"PI";"Curralinhos";60,76;40,38;69,01;14,74;44,27;8,12;"Até 5 mil"
5103437;"MT";"Curvelândia";NA;11,94;NA;28,1;NA;3,28;"Até 5 mil"
1600212;"AP";"Cutias";36,04;19;38,6;28,16;14,19;6,38;"Até 5 mil"
5206701;"GO";"Damianópolis";38,24;12,31;27,94;17,16;15,29;4,48;"Até 5 mil"
2505352;"PB";"Damião";75,42;47,73;68,02;46,02;51,76;23,48;"Até 5 mil"
5206800;"GO";"Damolândia";14,47;8,29;24,56;11,92;3,51;0;"Até 5 mil"
4306304;"RS";"David Canabarro";6,64;1,68;59,73;2,36;4,42;0;"Até 5 mil"
5206909;"GO";"Davinópolis";22,77;10,83;26,73;26,75;3,96;4,46;"Até 5 mil"
4306320;"RS";"Derrubadas";17,97;9,22;68,49;11,06;13,54;3,69;"Até 5 mil"
3121308;"MG";"Descoberto";18,72;6,69;23,79;6,38;5,73;1,82;"Até 5 mil"
3121506;"MG";"Desterro do Melo";37,58;17,26;70,81;41,12;31,54;10,66;"Até 5 mil"
4306353;"RS";"Dezesseis de Novembro";17,7;10,26;16,57;1,28;3,37;1,28;"Até 5 mil"
4107124;"PR";"Diamante do Sul";35,57;23,55;68,34;54,52;28,86;14,19;"Até 5 mil"
4306379;"RS";"Dilermando de Aguiar";26,2;9,3;48,24;9,77;13,74;0,47;"Até 5 mil"
3121704;"MG";"Diogo de Vasconcelos";44,04;23,7;70,85;30,37;38,72;7,78;"Até 5 mil"
5207105;"GO";"Diorama";13,84;9,09;39,29;33,69;5,8;3,21;"Até 5 mil"
3513850;"SP";"Dirce Reis";7,83;9,17;25,22;15;1,74;1,67;"Até 5 mil"
2802007;"SE";"Divina Pastora";41,08;29,61;11,18;5,88;6,88;3,45;"Até 5 mil"
3121902;"MG";"Divinésia";20,59;10,45;40,85;21,25;11,76;3,48;"Até 5 mil"
3122108;"MG";"Divino das Laranjeiras";27,94;15,23;16,81;13,51;6,09;2,46;"Até 5 mil"
3201803;"ES";"Divino de São Lourenço";34,07;20,88;64,82;46,68;24,25;10,07;"Até 5 mil"
5208301;"GO";"Divinópolis de Goiás";42,57;18,64;24,83;12,92;12,33;3,6;"Até 5 mil"
4306429;"RS";"Dois Irmãos das Missões";27,27;12,43;59,27;18,38;20,73;2,16;"Até 5 mil"
4306452;"RS";"Dois Lajeados";8,57;4,22;21,43;9,04;2,86;0,6;"Até 5 mil"
3514205;"SP";"Dolcinópolis";10,98;7,32;11,59;4,07;1,22;0;"Até 5 mil"
3122470;"MG";"Dom Bosco";21,8;11,63;26,62;22,59;5,87;3,99;"Até 5 mil"
3122603;"MG";"Dom Joaquim";38,61;21,68;46,09;28,06;21,71;8,16;"Até 5 mil"
2910206;"BA";"Dom Macedo Costa";43,14;33,33;70,87;45,21;30,53;17,82;"Até 5 mil"
4306551;"RS";"Dom Pedro de Alcântara";5,24;4,62;9,95;0;1,57;0;"Até 5 mil"
3122801;"MG";"Dom Viçoso";14,63;6,37;38,44;17,65;7,14;0,49;"Até 5 mil"
2203420;"PI";"Domingos Mourão";64,28;47,49;70,28;44,29;48,76;26,03;"Até 5 mil"
4205100;"SC";"Dona Emma";9,2;1,92;12,64;14,06;2,01;0;"Até 5 mil"
4306700;"RS";"Dona Francisca";16,37;6,88;21,23;8,26;4,35;0,92;"Até 5 mil"
3123304;"MG";"Dores do Turvo";30,25;15,38;66,54;49,45;24,39;10,62;"Até 5 mil"
3123403;"MG";"Doresópolis";17,65;10,53;30,25;7,89;8,4;0;"Até 5 mil"
3123502;"MG";"Douradoquara";11,89;3,68;22,38;21,32;0,7;0,74;"Até 5 mil"
4205159;"SC";"Doutor Pedrinho";4,73;4,85;25,68;6,47;2,03;0,97;"Até 5 mil"
4306759;"RS";"Doutor Ricardo";8,47;7,69;66,67;13,19;6,21;3,3;"Até 5 mil"
2505808;"PB";"Duas Estradas";68,6;46,27;32,04;20,81;26,45;13,98;"Até 5 mil"
1707306;"TO";"Dueré";25,52;11,85;40,1;25,86;10,3;3,45;"Até 5 mil"
5207352;"GO";"Edealina";18,83;7,36;34,72;30,62;6,11;1,55;"Até 5 mil"
2203602;"PI";"Eliseu Martins";45,09;26,65;31,03;13,67;17,19;4,33;"Até 5 mil"
3514924;"SP";"Elisiário";13,68;7,2;0;0;0;0;"Até 5 mil"
2505907;"PB";"Emas";71,36;53,09;60;35,39;49,77;23,6;"Até 5 mil"
3514957;"SP";"Embaúba";13,07;5,62;21,11;11,8;3,52;0,56;"Até 5 mil"
3515129;"SP";"Emilianópolis";13,56;6,4;20,34;13,3;2,97;0,99;"Até 5 mil"
4306924;"RS";"Engenho Velho";36,68;29,32;10,92;3,01;3,93;0;"Até 5 mil"
4205175;"SC";"Entre Rios";34,33;13,48;88,84;58,8;32,62;10,11;"Até 5 mil"
4107538;"PR";"Entre Rios do Oeste";4,79;4,59;1,92;0,71;0;0;"Até 5 mil"
4306957;"RS";"Entre Rios do Sul";17,97;11,16;25,51;3,72;6,09;1,86;"Até 5 mil"
4306973;"RS";"Erebango";18,15;9,62;33,33;11,54;5,06;2,4;"Até 5 mil"
4205191;"SC";"Ermo";11,82;1,8;16,82;2,4;3,18;0;"Até 5 mil"
4307054;"RS";"Ernestina";4,83;1,41;49,72;7,51;2,27;0;"Até 5 mil"
4205209;"SC";"Erval Velho";15,78;7,21;28,07;8,52;5,88;2,3;"Até 5 mil"
4307401;"RS";"Esmeralda";16,96;6,76;44,38;8,11;7,69;0,45;"Até 5 mil"
4307450;"RS";"Esperança do Sul";15,41;10,82;87,22;23,71;15,41;2,06;"Até 5 mil"
4107520;"PR";"Esperança Nova";15;10,17;36,11;16,1;2,78;2,54;"Até 5 mil"
4107546;"PR";"Espigão Alto do Iguaçu";33,09;22,44;61,28;46,67;21,81;11,56;"Até 5 mil"
3124401;"MG";"Espírito Santo do Dourado";12,11;10,74;34,2;32,55;4,99;6,71;"Até 5 mil"
3515194;"SP";"Espírito Santo do Turvo";14,39;7,28;3,3;5,34;1,18;0,24;"Até 5 mil"
3124609;"MG";"Estrela Dalva";29,25;13,11;29,64;18,58;12,25;2,73;"Até 5 mil"
3124708;"MG";"Estrela do Indaiá";19,6;17,3;3,17;11,81;0,58;1,27;"Até 5 mil"
3515301;"SP";"Estrela do Norte";17,3;9,24;32,87;9,66;5,19;0,42;"Até 5 mil"
5207501;"GO";"Estrela do Norte";26,58;14,72;26,58;8,68;6,58;0;"Até 5 mil"
4307815;"RS";"Estrela Velha";19,76;6,95;79,03;12,74;17,93;0,77;"Até 5 mil"
4307831;"RS";"Eugênio de Castro";8,81;7,36;31,53;15,95;3,39;0,61;"Até 5 mil"
3125002;"MG";"Ewbank da Câmara";22,67;12,83;9,79;1,64;3,1;1,32;"Até 5 mil"
4307864;"RS";"Fagundes Varela";10,49;2,68;32,72;8,05;3,7;1,34;"Até 5 mil"
3125200;"MG";"Fama";15,35;13,42;37,62;12,75;8,42;3,36;"Até 5 mil"
3125309;"MG";"Faria Lemos";38,24;16,01;41,57;28,47;19,71;5,69;"Até 5 mil"
4107553;"PR";"Farol";19,82;8,45;32,07;23,94;3,12;1,06;"Até 5 mil"
1707553;"TO";"Fátima";25,05;17,85;13,52;11,05;4,17;2,55;"Até 5 mil"
4308052;"RS";"Faxinalzinho";17,09;9,15;54,91;4,27;10,91;0;"Até 5 mil"
4308078;"RS";"Fazenda Vilanova";13,45;6,06;42,41;0,3;7,24;0;"Até 5 mil"
2702702;"AL";"Feliz Deserto";68,99;47,36;7,84;8,74;7,49;5,08;"Até 5 mil"
4107702;"PR";"Fênix";23,33;12,16;16,25;9,42;3,63;0,3;"Até 5 mil"
3125804;"MG";"Fernandes Tourinho";30,14;20,35;26,95;28,32;6,74;5,31;"Até 5 mil"
2605459;"PE";"Fernando de Noronha";19,52;6,73;0;0;0;0;"Até 5 mil"
2403756;"RN";"Fernando Pedroza";55,52;38,65;11,04;15,54;8,03;6,37;"Até 5 mil"
3515657;"SP";"Fernão";12,93;6,61;43,54;6,61;6,8;0;"Até 5 mil"
5003900;"MS";"Figueirão";NA;10,29;NA;47,43;NA;4,04;"Até 5 mil"
5103809;"MT";"Figueirópolis D'Oeste";21,75;10,9;60,99;42,06;16,14;4,05;"Até 5 mil"
4107850;"PR";"Flor da Serra do Sul";26,99;13,35;76,75;42,51;22,6;6,54;"Até 5 mil"
4205357;"SC";"Flor do Sertão";34,22;15,89;65,24;11,21;32,09;3,74;"Até 5 mil"
3515806;"SP";"Flora Rica";12,29;9,38;25,7;0;2,79;0;"Até 5 mil"
3515905;"SP";"Floreal";8,64;3,13;25,51;8,59;1,65;0;"Até 5 mil"
2203800;"PI";"Flores do Piauí";58,48;37,02;56,71;26,6;39,58;12,77;"Até 5 mil"
2203859;"PI";"Floresta do Piauí";64,34;50,78;75,87;25,91;51,05;17,1;"Até 5 mil"
4308250;"RS";"Floriano Peixoto";5,21;2,41;87,2;22,89;5,21;2,41;"Até 5 mil"
4108106;"PR";"Flórida";11,79;9,79;9,17;5,15;0,44;0,52;"Até 5 mil"
3516101;"SP";"Florínia";17,42;5,45;16,13;4,95;0,97;0,5;"Até 5 mil"
4205431;"SC";"Formosa do Sul";18,39;11,59;73,58;4,88;15,05;1,83;"Até 5 mil"
5208103;"GO";"Formoso";22,2;10,37;33,39;23,4;8,31;1,6;"Até 5 mil"
4308433;"RS";"Forquetinha";NA;5,21;NA;9,38;NA;0;"Até 5 mil"
3126307;"MG";"Fortaleza de Minas";17,68;5,26;17,92;4,02;1,45;1,86;"Até 5 mil"
1708254;"TO";"Fortaleza do Tabocão";31,52;14,94;36,06;11,49;9,7;3,45;"Até 5 mil"
4308458;"RS";"Fortaleza dos Valos";6,4;3,04;28,06;12,84;2,64;0;"Até 5 mil"
3126406;"MG";"Fortuna de Minas";23,9;9,22;34,56;13,82;11,76;0,46;"Até 5 mil"
2204105;"PI";"Francisco Ayres";57,97;39,66;60,69;24,76;38,95;11,06;"Até 5 mil"
2403905;"RN";"Francisco Dantas";52,62;38,63;39,83;29,18;27,62;15,45;"Até 5 mil"
3126604;"MG";"Francisco Dumont";41,2;22,95;39,49;31,58;13,33;10,32;"Até 5 mil"
2204154;"PI";"Francisco Macedo";65,79;41,47;82,89;48,45;58,88;22,87;"Até 5 mil"
3126950;"MG";"Frei Lagonegro";46,45;18,43;90,16;67,92;43,44;15,7;"Até 5 mil"
2506202;"PB";"Frei Martinho";38,78;35,12;50,19;20,25;19,39;8,68;"Até 5 mil"
4205555;"SC";"Frei Rogério";10,38;4,65;60,93;33,14;7,38;1,16;"Até 5 mil"
3127057;"MG";"Fronteira dos Vales";58,44;33,5;36,06;29,85;26,82;11,41;"Até 5 mil"
2404002;"RN";"Frutuoso Gomes";56,2;34,04;5,8;14,78;5,2;6,86;"Até 5 mil"
3127206;"MG";"Funilândia";24,02;10,74;24,54;11,66;7,05;2,45;"Até 5 mil"
3516507;"SP";"Gabriel Monteiro";9,23;6,47;18,97;10,59;2,56;1,18;"Até 5 mil"
2404101;"RN";"Galinhos";64;36,41;28,4;8,25;22;5,34;"Até 5 mil"
4205605;"SC";"Galvão";29,53;12,64;46,23;24,16;12,83;2,23;"Até 5 mil"
5208152;"GO";"Gameleira de Goiás";NA;7,07;NA;49,84;NA;2,57;"Até 5 mil"
4308656;"RS";"Garruchos";14,99;15,68;66,93;13,56;10,85;2,12;"Até 5 mil"
3516804;"SP";"Gastão Vidigal";13,56;11,3;19,56;1,74;1,89;0;"Até 5 mil"
2911253;"BA";"Gavião";42,06;35,65;51,39;30,14;28,77;13,91;"Até 5 mil"
3516853;"SP";"Gavião Peixoto";17,34;12,77;4,95;5,85;1,13;0,27;"Até 5 mil"
2802502;"SE";"General Maynard";41,23;22,22;18,15;9,32;14,46;5,38;"Até 5 mil"
4308854;"RS";"Gentil";12,8;4,63;68,8;6,48;11,2;0;"Até 5 mil"
3127354;"MG";"Glaucilândia";25,17;16,87;10;20,08;2,76;4,02;"Até 5 mil"
3517109;"SP";"Glicério";13,05;11,55;3,54;13,12;1,55;2,89;"Até 5 mil"
5103957;"MT";"Glória D'Oeste";21,43;10,04;47,32;37,07;9,82;1,93;"Até 5 mil"
4108551;"PR";"Godoy Moreira";33,8;11,16;52,35;23,14;18,28;5,79;"Até 5 mil"
3127370;"MG";"Goiabeira";37,45;17,09;13,9;13,09;5,41;4;"Até 5 mil"
3127388;"MG";"Goianá";13,02;12,69;17,14;10,45;4,76;2,99;"Até 5 mil"
1708304;"TO";"Goianorte";31,17;18,51;77,93;44,89;25;11,06;"Até 5 mil"
3127404;"MG";"Gonçalves";20,22;8,13;4,94;1,06;1,35;0;"Até 5 mil"
5209150;"GO";"Gouvelândia";15,92;18,13;29,71;17,5;5,31;2,71;"Até 5 mil"
4309126;"RS";"Gramado dos Loureiros";34,01;16,37;78,79;2,34;31,99;1,17;"Até 5 mil"
4309159;"RS";"Gramado Xavier";19,4;8,42;78,89;64,03;16,2;6,63;"Até 5 mil"
2304806;"CE";"Granjeiro";62,63;41,36;81,84;30,91;55,26;17,05;"Até 5 mil"
3127909;"MG";"Grupiara";9,4;3,81;7,69;7,62;0,85;0,95;"Até 5 mil"
4309258;"RS";"Guabiju";5,26;5,41;61,65;0;3,76;0;"Até 5 mil"
4109005;"PR";"Guapirama";17,45;9,17;17,67;12,23;2,68;0,61;"Até 5 mil"
4109104;"PR";"Guaporema";19,78;12,35;41,79;19,14;8,21;1,85;"Até 5 mil"
3128253;"MG";"Guaraciama";34,01;16,22;16,9;6,63;8,96;2,46;"Até 5 mil"
5209291;"GO";"Guaraíta";15,74;6,54;41,7;30,72;3,83;2,61;"Até 5 mil"
2305100;"CE";"Guaramiranga";54,04;26;60,7;11,71;35,7;5,43;"Até 5 mil"
5209408;"GO";"Guarani de Goiás";42,2;23,45;41,8;32,73;21,2;12,89;"Até 5 mil"
3518008;"SP";"Guarani d'Oeste";17,39;10,27;9,32;4,79;2,48;0,68;"Até 5 mil"
3128501;"MG";"Guarará";19,68;12,12;13,73;6,73;4,35;1,01;"Até 5 mil"
2204550;"PI";"Guaribas";84,8;43,15;99,43;50,4;84,23;27,42;"Até 5 mil"
5209457;"GO";"Guarinos";19,61;11,84;45,1;32,24;10,2;4,61;"Até 5 mil"
4206603;"SC";"Guarujá do Sul";17,53;8,44;34,16;8,12;8,76;1,95;"Até 5 mil"
4206652;"SC";"Guatambú";27,97;12,9;73,03;40,86;20,44;7,53;"Até 5 mil"
2506509;"PB";"Gurjão";44,55;28,04;47,12;23,62;26,92;7,38;"Até 5 mil"
3518909;"SP";"Guzolândia";15,14;10,55;12,92;15,83;2;0,25;"Até 5 mil"
4309555;"RS";"Harmonia";3,72;1,56;5,88;0;1,55;0;"Até 5 mil"
5209606;"GO";"Heitoraí";16,95;9,12;25,71;25,91;5,65;1,46;"Até 5 mil"
4309571;"RS";"Herveiras";18,56;9,13;65,37;44,11;14,96;4,56;"Até 5 mil"
5209804;"GO";"Hidrolina";13,63;6,53;34,07;16,15;5,71;2,75;"Até 5 mil"
2204600;"PI";"Hugo Napoleão";56,96;39,89;14,55;11,24;10,4;3,65;"Até 5 mil"
4309704;"RS";"Humaitá";9,23;3,31;41,79;7,62;3,08;0,99;"Até 5 mil"
4309753;"RS";"Ibarama";21,86;8,63;75,54;29,38;19,7;2,16;"Até 5 mil"
4309803;"RS";"Ibiaçá";8,94;5,42;44,24;10,42;4,47;0,42;"Até 5 mil"
4206751;"SC";"Ibiam";11,17;10,48;69,54;22,58;7,11;6,45;"Até 5 mil"
4206801;"SC";"Ibicaré";9,52;8,93;20,95;12,05;3,49;2,23;"Até 5 mil"
2912608;"BA";"Ibiquera";56,15;41,31;59,08;46,42;40;24,34;"Até 5 mil"
4309951;"RS";"Ibirapuitã";20,89;8,19;59,64;6,83;13,21;1,37;"Até 5 mil"
3129905;"MG";"Ibitiúra de Minas";16,14;9;23,1;5,69;5,7;0;"Até 5 mil"
3130002;"MG";"Ibituruna";16,57;11,16;15,68;5,79;0,89;0,83;"Até 5 mil"
4110003;"PR";"Iguaraçu";21,39;9,93;12,5;9,27;1,94;0,33;"Até 5 mil"
4110052;"PR";"Iguatu";21,34;13,1;27,62;8,33;4,18;1,79;"Até 5 mil"
4310306;"RS";"Ilópolis";15,67;5,88;44,03;9,24;7,96;0,84;"Até 5 mil"
4310363;"RS";"Imigrante";1,85;1,27;27,78;2,53;0,93;0;"Até 5 mil"
4110300;"PR";"Inajá";25,5;14,22;6,88;7,11;0;2,22;"Até 5 mil"
3520608;"SP";"Indiana";9,94;2,76;10,56;7,06;1,04;0,31;"Até 5 mil"
4110409;"PR";"Indianópolis";16,91;7,44;34,38;7,44;7,74;1,29;"Até 5 mil"
3520707;"SP";"Indiaporã";9,12;4,64;18,24;5,06;1,26;0;"Até 5 mil"
5104500;"MT";"Indiavaí";27,72;8,1;36,63;22,27;11,88;2,02;"Até 5 mil"
3130804;"MG";"Ingaí";14,7;8,29;38,35;23,83;5,02;1,04;"Até 5 mil"
2607109;"PE";"Ingazeira";51,91;31,3;57,12;48,41;32,81;19,07;"Até 5 mil"
4310413;"RS";"Inhacorá";21,76;10,8;22,14;1,14;2,29;0;"Até 5 mil"
3520806;"SP";"Inúbia Paulista";8,5;3;7,52;4,49;1,96;0,37;"Até 5 mil"
4207577;"SC";"Iomerê";4,33;1,23;45,19;0;3,37;0;"Até 5 mil"
3131406;"MG";"Ipiaçu";17,96;16,45;2,49;6,13;0;0,32;"Até 5 mil"
3521150;"SP";"Ipiguá";10,69;2,98;20,81;6,55;2,89;0,89;"Até 5 mil"
4207601;"SC";"Ipira";10,84;3,36;30,88;6,71;5,73;0,67;"Até 5 mil"
5210158;"GO";"Ipiranga de Goiás";NA;3,17;NA;37,57;NA;1,59;"Até 5 mil"
4310462;"RS";"Ipiranga do Sul";9,52;2,11;59,86;11,58;7,48;0;"Até 5 mil"
3521200;"SP";"Iporanga";23,71;11,19;35,41;18,1;12,48;3,57;"Até 5 mil"
2404804;"RN";"Ipueira";43,16;32,1;21,05;8,02;14,74;2,47;"Até 5 mil"
1709807;"TO";"Ipueiras";36,65;11,73;51,55;10,71;24,84;4,59;"Até 5 mil"
4110656;"PR";"Iracema do Oeste";26,95;16,76;27,3;12,29;1,42;1,12;"Até 5 mil"
4207759;"SC";"Iraceminha";17,98;5,74;59,21;25,34;10,96;3,04;"Até 5 mil"
4207858;"SC";"Irati";23,05;10,69;62,55;14,5;15,64;2,29;"Até 5 mil"
5210307;"GO";"Israelândia";13,5;9,14;29,58;25,71;5,14;1,71;"Até 5 mil"
2803104;"SE";"Itabi";61,38;43,17;10,83;8,15;8,48;6,24;"Até 5 mil"
3132008;"MG";"Itacambira";30,61;19,79;76,24;57,52;26,05;15,3;"Até 5 mil"
2607406;"PE";"Itacuruba";42,52;34,44;16,54;10,56;11,42;4,81;"Até 5 mil"
4310553;"RS";"Itacurubi";13,49;5,38;61;27,31;9,97;1,54;"Até 5 mil"
4110904;"PR";"Itaguajé";26,45;9,6;19,31;19,47;4,44;2,13;"Até 5 mil"
5210562;"GO";"Itaguari";17,2;12,32;22,6;1,12;4,18;0;"Até 5 mil"
3522000;"SP";"Itaju";8,33;8,39;25,44;0,73;3,07;0;"Até 5 mil"
3132602;"MG";"Itamarati de Minas";15,67;8,68;19,37;7,85;3,7;1,65;"Até 5 mil"
3132800;"MG";"Itambé do Mato Dentro";28,29;22,62;56,59;38,69;22,48;11,31;"Até 5 mil"
3522158;"SP";"Itaóca";24,76;15,38;33,81;7,29;14,76;0;"Até 5 mil"
3522653;"SP";"Itapirapuã Paulista";24,38;10,89;42,99;9,37;11,52;2,78;"Até 5 mil"
1710904;"TO";"Itapiratins";35,5;19,06;69,48;50,44;30,09;14,37;"Até 5 mil"
1711100;"TO";"Itaporã do Tocantins";29,41;17,96;59,75;42,86;21,36;13,06;"Até 5 mil"
4310579;"RS";"Itapuca";18,77;8,54;75,69;52,44;16,92;6,1;"Até 5 mil"
3523008;"SP";"Itapura";16,12;8,38;6,78;9,22;1,4;0,28;"Até 5 mil"
4310652;"RS";"Itati";NA;7,14;NA;2,6;NA;0;"Até 5 mil"
4310702;"RS";"Itatiba do Sul";11,68;8,84;59,67;26,1;7,3;1,2;"Até 5 mil"
5104559;"MT";"Itaúba";25,81;13,02;28,95;18,98;8,19;0,88;"Até 5 mil"
1600253;"AP";"Itaubal";40,68;29,59;50,54;45,12;26,52;20,99;"Até 5 mil"
4111308;"PR";"Itaúna do Sul";27,24;18,07;23,74;6,23;3,7;0,31;"Até 5 mil"
3134509;"MG";"Itutinga";18,72;4,4;17,73;21,25;4,19;2,56;"Até 5 mil"
4111605;"PR";"Ivatuba";19,65;3,03;10,92;1,82;0;0;"Até 5 mil"
5211602;"GO";"Ivolândia";13,67;8,47;45,7;46,33;6,64;4,52;"Até 5 mil"
4310751;"RS";"Ivorá";4,97;4,92;9,39;2,46;0,55;0;"Até 5 mil"
4208609;"SC";"Jaborá";15,35;8,71;58,51;38,26;7,19;5,3;"Até 5 mil"
4111704;"PR";"Jaboti";18,98;8,11;33,66;18,11;5,87;1,62;"Até 5 mil"
4310850;"RS";"Jaboticaba";13,79;9,94;71,07;17,39;12,43;0,93;"Até 5 mil"
4310876;"RS";"Jacuizinho";NA;11,29;NA;28,49;NA;4,3;"Até 5 mil"
4310900;"RS";"Jacutinga";8,74;5,39;29,78;8,82;3,28;2,45;"Até 5 mil"
3135001;"MG";"Jaguaraçu";24,09;12,12;25,18;2,6;6,2;0;"Até 5 mil"
3135308;"MG";"Japaraíba";5,99;2,53;16,96;11,8;0,75;0,56;"Até 5 mil"
4112306;"PR";"Japira";20,23;8,75;46,44;15,13;10,21;2,13;"Até 5 mil"
4311122;"RS";"Jaquirana";17,42;12,28;20,56;14,32;4,01;1,53;"Até 5 mil"
2405504;"RN";"Jardim de Angicos";52,56;38,93;15,34;58,78;12,5;26,72;"Até 5 mil"
2205250;"PI";"Jardim do Mulato";53,12;40,09;53,12;17,02;32,8;7,69;"Até 5 mil"
4112603;"PR";"Jardim Olinda";23,56;9,4;37,7;24,79;7,33;2,56;"Até 5 mil"
4208955;"SC";"Jardinópolis";17,25;11,21;45,88;24,3;7,84;2,8;"Até 5 mil"
4311130;"RS";"Jari";8,97;4,72;82,56;40,34;8,21;1,29;"Até 5 mil"
5005103;"MS";"Jateí";24,5;10,34;57,62;44,83;17;2,65;"Até 5 mil"
2205276;"PI";"Jatobá do Piauí";53,59;47,12;78,27;49,04;45,99;26,68;"Até 5 mil"
1711506;"TO";"Jaú do Tocantins";24,17;12,82;51,06;42,74;15,41;8,83;"Até 5 mil"
5212006;"GO";"Jaupaci";17,28;12,82;21,53;17,44;3,68;2,56;"Até 5 mil"
3525409;"SP";"Jeriquara";20,41;8,84;2,07;0;1,29;0;"Até 5 mil"
2205300;"PI";"Jerumenha";41,3;34,4;49;26,54;27,42;14,25;"Até 5 mil"
3135902;"MG";"Jesuânia";25,25;12,09;42,63;25,16;15,35;5,88;"Até 5 mil"
5212055;"GO";"Jesúpolis";23,58;16,39;24,8;17,49;10,16;4,37;"Até 5 mil"
2205359;"PI";"João Costa";51,37;32,99;85,71;55,56;46,5;25,35;"Até 5 mil"
2405900;"RN";"João Dias";66,45;53,09;52,82;12,76;37,21;10,29;"Até 5 mil"
3525607;"SP";"João Ramalho";14,12;14,36;17,18;9,76;1,88;1,08;"Até 5 mil"
3136405;"MG";"Joaquim Felício";41,71;22,16;38,34;40,34;18,65;9,66;"Até 5 mil"
