"Codigo";"UF";"Municipio";"ValMedio";"Q2";"Mediana";"Q3";"Classe"
1719004;"TO";"Santa Tereza do Tocantins";331;128;226;384;"Até 5 mil"
4215687;"SC";"Santa Terezinha do Progresso";509;150;333;590;"Até 5 mil"
1720002;"TO";"Santa Terezinha do Tocantins";281;97;184;340;"Até 5 mil"
3547205;"SP";"Santana da Ponte Pensa";754;360;518;828;"Até 5 mil"
3158409;"MG";"Santana de Cataguases";397;182;318;510;"Até 5 mil"
3158607;"MG";"Santana do Deserto";421;172;333;510;"Até 5 mil"
3158706;"MG";"Santana do Garambéu";394;150;255;451;"Até 5 mil"
3158805;"MG";"Santana do Jacaré";435;199;330;510;"Até 5 mil"
2209351;"PI";"Santana do Piauí";217;65;156;300;"Até 5 mil"
3159001;"MG";"Santana do Riacho";418;170;266;510;"Até 5 mil"
2411429;"RN";"Santana do Seridó";313;150;253;408;"Até 5 mil"
3159100;"MG";"Santana dos Montes";352;139;255;450;"Até 5 mil"
2513653;"PB";"Santarém";239;92;172;319;"Até 5 mil"
4215695;"SC";"Santiago do Sul";590;240;433;679;"Até 5 mil"
5107263;"MT";"Santo Afonso";444;203;330;510;"Até 5 mil"
2513851;"PB";"Santo André";285;108;200;350;"Até 5 mil"
5219712;"GO";"Santo Antônio da Barra";470;237;350;525;"Até 5 mil"
5219738;"GO";"Santo Antônio de Goiás";537;242;400;632;"Até 5 mil"
3160009;"MG";"Santo Antônio do Aventureiro";452;200;357;510;"Até 5 mil"
4124202;"PR";"Santo Antônio do Caiuá";465;229;363;510;"Até 5 mil"
3160108;"MG";"Santo Antônio do Grama";360;170;255;478;"Até 5 mil"
3160207;"MG";"Santo Antônio do Itambé";224;79;148;273;"Até 5 mil"
5107792;"MT";"Santo Antônio do Leste";501;200;367;600;"Até 5 mil"
4317558;"RS";"Santo Antônio do Palma";882;405;607;1000;"Até 5 mil"
4124301;"PR";"Santo Antônio do Paraíso";497;236;350;510;"Até 5 mil"
4317756;"RS";"Santo Antônio do Planalto";564;255;450;700;"Até 5 mil"
3160504;"MG";"Santo Antônio do Rio Abaixo";364;126;255;446;"Até 5 mil"
2209450;"PI";"Santo Antônio dos Milagres";217;68;156;284;"Até 5 mil"
3548302;"SP";"Santo Expedito";504;250;390;550;"Até 5 mil"
4317954;"RS";"Santo Expedito do Sul";555;242;455;700;"Até 5 mil"
3160603;"MG";"Santo Hipólito";349;133;250;400;"Até 5 mil"
2209500;"PI";"Santo Inácio do Piauí";243;68;170;330;"Até 5 mil"
3548401;"SP";"Santópolis do Aguapeí";497;255;410;607;"Até 5 mil"
2513927;"PB";"São Bentinho";250;91;170;317;"Até 5 mil"
3160801;"MG";"São Bento Abade";414;183;306;504;"Até 5 mil"
2411601;"RN";"São Bento do Norte";226;78;162;255;"Até 5 mil"
1720101;"TO";"São Bento do Tocantins";283;85;168;289;"Até 5 mil"
2411700;"RN";"São Bento do Trairí";221;73;163;294;"Até 5 mil"
4215752;"SC";"São Bernardino";457;156;350;599;"Até 5 mil"
4215901;"SC";"São Bonifácio";629;306;503;724;"Até 5 mil"
3160900;"MG";"São Brás do Suaçuí";480;226;375;539;"Até 5 mil"
2209559;"PI";"São Braz do Piauí";212;49;131;281;"Até 5 mil"
2513968;"PB";"São Domingos";238;88;190;330;"Até 5 mil"
2513943;"PB";"São Domingos do Cariri";304;124;247;390;"Até 5 mil"
4318051;"RS";"São Domingos do Sul";835;458;628;980;"Até 5 mil"
2110807;"MA";"São Félix de Balsas";340;54;130;262;"Até 5 mil"
3161056;"MG";"São Félix de Minas";302;103;204;370;"Até 5 mil"
2209609;"PI";"São Félix do Piauí";290;100;189;383;"Até 5 mil"
1720150;"TO";"São Félix do Tocantins";228;57;146;255;"Até 5 mil"
2411809;"RN";"São Fernando";309;129;239;380;"Até 5 mil"
2513984;"PB";"São Francisco";246;82;186;340;"Até 5 mil"
2806909;"SE";"São Francisco";272;101;174;340;"Até 5 mil"
3549003;"SP";"São Francisco";505;250;396;597;"Até 5 mil"
2411908;"RN";"São Francisco do Oeste";286;128;235;378;"Até 5 mil"
3161601;"MG";"São Geraldo da Piedade";334;125;204;361;"Até 5 mil"
3161650;"MG";"São Geraldo do Baixio";364;146;255;443;"Até 5 mil"
2209757;"PI";"São Gonçalo do Gurguéia";235;45;134;255;"Até 5 mil"
2209807;"PI";"São Gonçalo do Piauí";223;45;128;267;"Até 5 mil"
3125507;"MG";"São Gonçalo do Rio Preto";303;128;216;383;"Até 5 mil"
2209856;"PI";"São João da Canabrava";216;40;150;304;"Até 5 mil"
3162252;"MG";"São João da Lagoa";252;100;185;306;"Até 5 mil"
3162302;"MG";"São João da Mata";492;210;400;575;"Até 5 mil"
5220058;"GO";"São João da Paraúna";553;227;375;602;"Até 5 mil"
4318424;"RS";"São João da Urtiga";599;270;487;702;"Até 5 mil"
2209955;"PI";"São João da Varjota";206;44;133;260;"Até 5 mil"
3549201;"SP";"São João das Duas Pontes";486;255;418;575;"Até 5 mil"
3549250;"SP";"São João de Iracema";536;284;442;663;"Até 5 mil"
2514008;"PB";"São João do Cariri";318;120;218;383;"Até 5 mil"
4216354;"SC";"São João do Itaperiú";644;357;510;791;"Até 5 mil"
3162658;"MG";"São João do Pacuí";283;92;170;303;"Até 5 mil"
3549300;"SP";"São João do Pau d'Alho";622;347;510;764;"Até 5 mil"
4318432;"RS";"São João do Polêsine";721;306;510;765;"Até 5 mil"
2514107;"PB";"São João do Tigre";208;59;142;263;"Até 5 mil"
4318440;"RS";"São Jorge";782;400;570;880;"Até 5 mil"
3163003;"MG";"São José da Safira";284;113;200;317;"Até 5 mil"
3163102;"MG";"São José da Varginha";451;200;340;510;"Até 5 mil"
4318457;"RS";"São José das Missões";432;156;330;525;"Até 5 mil"
4125456;"PR";"São José das Palmeiras";456;203;346;510;"Até 5 mil"
2514404;"PB";"São José de Espinharas";248;100;170;320;"Até 5 mil"
2514552;"PB";"São José de Princesa";219;66;170;296;"Até 5 mil"
3163201;"MG";"São José do Alegre";466;198;340;510;"Até 5 mil"
3549607;"SP";"São José do Barreiro";463;153;267;510;"Até 5 mil"
2514602;"PB";"São José do Bonfim";226;88;170;302;"Até 5 mil"
2514651;"PB";"São José do Brejo do Cruz";224;92;156;300;"Até 5 mil"
3163300;"MG";"São José do Divino";348;128;200;364;"Até 5 mil"
4318465;"RS";"São José do Herval";537;166;353;656;"Até 5 mil"
4318481;"RS";"São José do Hortêncio";640;426;558;767;"Até 5 mil"
4318499;"RS";"São José do Inhacorá";671;367;521;800;"Até 5 mil"
3163607;"MG";"São José do Mantimento";348;128;255;483;"Até 5 mil"
2210102;"PI";"São José do Peixe";213;34;132;281;"Até 5 mil"
5107297;"MT";"São José do Povo";401;170;315;510;"Até 5 mil"
2514701;"PB";"São José do Sabugi";290;128;204;365;"Até 5 mil"
2412401;"RN";"São José do Seridó";401;165;290;473;"Até 5 mil"
4318614;"RS";"São José do Sul";852;440;655;1000;"Até 5 mil"
4318622;"RS";"São José dos Ausentes";473;175;325;513;"Até 5 mil"
2514800;"PB";"São José dos Cordeiros";222;63;150;325;"Até 5 mil"
2210359;"PI";"São Lourenço do Piauí";269;110;203;360;"Até 5 mil"
2210375;"PI";"São Luis do Piauí";194;34;128;272;"Até 5 mil"
5220157;"GO";"São Luíz do Norte";402;198;303;507;"Até 5 mil"
4125555;"PR";"São Manoel do Paraná";644;333;503;677;"Até 5 mil"
4217105;"SC";"São Martinho";657;340;510;765;"Até 5 mil"
4319125;"RS";"São Martinho da Serra";798;170;340;510;"Até 5 mil"
2210383;"PI";"São Miguel da Baixa Grande";220;34;150;290;"Até 5 mil"
4217154;"SC";"São Miguel da Boa Vista";579;227;430;660;"Até 5 mil"
2807006;"SE";"São Miguel do Aleixo";272;97;174;340;"Até 5 mil"
2210391;"PI";"São Miguel do Fidalgo";213;53;140;258;"Até 5 mil"
5220264;"GO";"São Miguel do Passa Quatro";542;250;390;574;"Até 5 mil"
5220280;"GO";"São Patrício";456;200;333;510;"Até 5 mil"
5107404;"MT";"São Pedro da Cipa";445;230;350;561;"Até 5 mil"
4319356;"RS";"São Pedro da Serra";719;400;553;833;"Até 5 mil"
4319364;"RS";"São Pedro das Missões";413;163;300;510;"Até 5 mil"
4217253;"SC";"São Pedro de Alcântara";766;403;590;913;"Até 5 mil"
4319372;"RS";"São Pedro do Butiá";816;345;510;841;"Até 5 mil"
4125902;"PR";"São Pedro do Paraná";498;255;383;550;"Até 5 mil"
2111573;"MA";"São Pedro dos Crentes";254;78;159;313;"Até 5 mil"
1720259;"TO";"São Salvador do Tocantins";329;102;203;383;"Até 5 mil"
3164407;"MG";"São Sebastião da Bela Vista";483;232;367;530;"Até 5 mil"
3164431;"MG";"São Sebastião da Vargem Alegre";388;170;299;510;"Até 5 mil"
3164803;"MG";"São Sebastião do Rio Preto";436;170;306;510;"Até 5 mil"
3164902;"MG";"São Sebastião do Rio Verde";437;203;340;510;"Até 5 mil"
1720309;"TO";"São Sebastião do Tocantins";204;60;128;255;"Até 5 mil"
2515203;"PB";"São Sebastião do Umbuzeiro";257;83;170;340;"Até 5 mil"
4319703;"RS";"São Valentim";658;255;500;733;"Até 5 mil"
4319711;"RS";"São Valentim do Sul";926;427;622;970;"Até 5 mil"
1720499;"TO";"São Valério";356;124;209;383;"Até 5 mil"
4319737;"RS";"São Valério do Sul";487;102;237;510;"Até 5 mil"
4319752;"RS";"São Vendelino";790;500;680;900;"Até 5 mil"
3551207;"SP";"Sarutaiá";451;218;343;510;"Até 5 mil"
3551306;"SP";"Sebastianópolis do Sul";713;390;541;767;"Até 5 mil"
2210623;"PI";"Sebastião Barros";170;40;102;204;"Até 5 mil"
2210631;"PI";"Sebastião Leal";233;71;167;307;"Até 5 mil"
4320230;"RS";"Sede Nova";598;202;401;667;"Até 5 mil"
4320305;"RS";"Selbach";975;378;618;1050;"Até 5 mil"
3165560;"MG";"Sem-Peixe";349;148;255;510;"Até 5 mil"
3165602;"MG";"Senador Cortes";478;200;325;510;"Até 5 mil"
2413201;"RN";"Senador Georgino Avelino";249;102;170;300;"Até 5 mil"
3165800;"MG";"Senador José Bento";455;211;378;570;"Até 5 mil"
3165909;"MG";"Senador Modestino Gonçalves";263;103;200;340;"Até 5 mil"
4320321;"RS";"Senador Salgado Filho";519;220;400;600;"Até 5 mil"
3166105;"MG";"Senhora do Porto";303;105;200;385;"Até 5 mil"
4320453;"RS";"Sério";546;255;470;680;"Até 5 mil"
3166402;"MG";"Seritinga";480;200;340;552;"Até 5 mil"
4217550;"SC";"Serra Alta";791;400;573;885;"Até 5 mil"
3166501;"MG";"Serra Azul de Minas";224;73;136;278;"Até 5 mil"
2515609;"PB";"Serra da Raiz";254;101;174;328;"Até 5 mil"
3166600;"MG";"Serra da Saudade";463;240;340;560;"Até 5 mil"
1600055;"AP";"Serra do Navio";444;125;246;500;"Até 5 mil"
2515708;"PB";"Serra Grande";229;71;170;309;"Até 5 mil"
5107883;"MT";"Serra Nova Dourada";422;185;314;510;"Até 5 mil"
3166956;"MG";"Serranópolis de Minas";283;103;200;340;"Até 5 mil"
4126355;"PR";"Serranópolis do Iguaçu";741;318;510;765;"Até 5 mil"
3167004;"MG";"Serranos";408;150;255;503;"Até 5 mil"
2413557;"RN";"Serrinha dos Pintos";253;86;189;340;"Até 5 mil"
2515930;"PB";"Sertãozinho";241;91;170;340;"Até 5 mil"
4320578;"RS";"Sete de Setembro";475;183;355;532;"Até 5 mil"
4320602;"RS";"Severiano de Almeida";627;300;500;750;"Até 5 mil"
4320651;"RS";"Silveira Martins";700;297;503;775;"Até 5 mil"
3167301;"MG";"Silveirânia";430;190;340;510;"Até 5 mil"
3167509;"MG";"Simão Pereira";510;170;295;510;"Até 5 mil"
5220702;"GO";"Sítio d'Abadia";295;100;183;340;"Até 5 mil"
2210904;"PI";"Socorro do Piauí";206;34;128;258;"Até 5 mil"
2516151;"PB";"Sossêgo";281;67;150;255;"Até 5 mil"
1720853;"TO";"Sucupira";355;145;255;403;"Até 5 mil"
2111953;"MA";"Sucupira do Riachão";211;71;147;256;"Até 5 mil"
4217758;"SC";"Sul Brasil";555;255;423;655;"Até 5 mil"
4126652;"PR";"Sulina";556;245;417;674;"Até 5 mil"
3552551;"SP";"Suzanápolis";466;225;382;563;"Até 5 mil"
4320859;"RS";"Tabaí";560;285;473;655;"Até 5 mil"
2413805;"RN";"Taboleiro Grande";253;97;170;305;"Até 5 mil"
3167905;"MG";"Tabuleiro";443;178;304;510;"Até 5 mil"
1720937;"TO";"Taipas do Tocantins";305;102;199;340;"Até 5 mil"
1720978;"TO";"Talismã";432;175;281;500;"Até 5 mil"
4126702;"PR";"Tamboara";539;303;481;638;"Até 5 mil"
2210953;"PI";"Tamboril do Piauí";172;44;117;219;"Até 5 mil"
2210979;"PI";"Tanque do Piauí";240;60;166;340;"Até 5 mil"
3168051;"MG";"Taparuba";316;150;255;405;"Até 5 mil"
3168101;"MG";"Tapira";686;255;500;760;"Até 5 mil"
3168200;"MG";"Tapiraí";441;191;333;510;"Até 5 mil"
3168309;"MG";"Taquaraçu de Minas";392;170;300;506;"Até 5 mil"
3553658;"SP";"Taquaral";621;290;451;633;"Até 5 mil"
5221007;"GO";"Taquaral de Goiás";515;255;403;510;"Até 5 mil"
4321329;"RS";"Taquaruçu do Sul";681;255;497;750;"Até 5 mil"
5007976;"MS";"Taquarussu";437;190;340;510;"Até 5 mil"
1101559;"RO";"Teixeirópolis";471;177;328;510;"Até 5 mil"
3554201;"SP";"Tejupá";409;180;295;505;"Até 5 mil"
2807303;"SE";"Telha";245;93;170;270;"Até 5 mil"
2516755;"PB";"Tenório";235;102;183;306;"Até 5 mil"
5221080;"GO";"Teresina de Goiás";342;120;214;422;"Até 5 mil"
5108105;"MT";"Tesouro";423;167;267;510;"Até 5 mil"
2411056;"RN";"Tibau";309;128;204;340;"Até 5 mil"
4217956;"SC";"Tigrinhos";520;225;438;604;"Até 5 mil"
2414308;"RN";"Timbaúba dos Batistas";349;177;289;440;"Até 5 mil"
3554607;"SP";"Timburi";492;226;375;510;"Até 5 mil"
4321469;"RS";"Tio Hugo";616;303;502;744;"Até 5 mil"
3169059;"MG";"Tocos do Moji";417;175;325;510;"Até 5 mil"
5108204;"MT";"Torixoréu";513;186;317;510;"Até 5 mil"
4321493;"RS";"Toropi";488;206;383;583;"Até 5 mil"
3554656;"SP";"Torre de Pedra";515;240;400;625;"Até 5 mil"
3554755;"SP";"Trabiju";486;233;403;600;"Até 5 mil"
4321626;"RS";"Travesseiro";743;414;601;913;"Até 5 mil"
4321634;"RS";"Três Arroios";901;350;510;840;"Até 5 mil"
4321832;"RS";"Três Forquilhas";430;193;340;510;"Até 5 mil"
4321857;"RS";"Três Palmeiras";645;198;383;638;"Até 5 mil"
5221304;"GO";"Três Ranchos";566;245;408;625;"Até 5 mil"
4218350;"SC";"Treviso";673;387;560;813;"Até 5 mil"
2414456;"RN";"Triunfo Potiguar";248;89;170;340;"Até 5 mil"
5221452;"GO";"Trombas";354;132;255;453;"Até 5 mil"
4218756;"SC";"Tunápolis";634;328;510;750;"Até 5 mil"
4322152;"RS";"Tunas";414;150;305;510;"Até 5 mil"
4322186;"RS";"Tupanci do Sul";528;193;383;607;"Até 5 mil"
4322251;"RS";"Tupandi";772;489;650;910;"Até 5 mil"
1721257;"TO";"Tupirama";440;163;258;510;"Até 5 mil"
1721307;"TO";"Tupiratins";284;97;179;340;"Até 5 mil"
3555208;"SP";"Turiúba";677;320;510;830;"Até 5 mil"
3555307;"SP";"Turmalina";647;340;510;750;"Até 5 mil"
4322327;"RS";"Turuçu";487;204;340;520;"Até 5 mil"
5221502;"GO";"Turvânia";494;225;350;528;"Até 5 mil"
5221551;"GO";"Turvelândia";549;204;340;534;"Até 5 mil"
3169802;"MG";"Turvolândia";500;217;358;521;"Até 5 mil"
3555505;"SP";"Ubirajara";527;255;393;583;"Até 5 mil"
4322343;"RS";"Ubiretama";514;255;430;660;"Até 5 mil"
5221577;"GO";"Uirapuru";410;173;278;510;"Até 5 mil"
3170305;"MG";"Umburatiba";311;127;203;374;"Até 5 mil"
4322350;"RS";"União da Serra";928;500;750;1102;"Até 5 mil"
3170438;"MG";"União de Minas";490;220;350;540;"Até 5 mil"
4218855;"SC";"União do Oeste";544;259;444;677;"Até 5 mil"
5108303;"MT";"União do Sul";503;200;340;600;"Até 5 mil"
3555703;"SP";"União Paulista";579;310;500;705;"Até 5 mil"
4128302;"PR";"Uniflor";538;303;464;603;"Até 5 mil"
4322376;"RS";"Unistalda";400;169;279;510;"Até 5 mil"
3555901;"SP";"Uru";513;240;413;627;"Até 5 mil"
3170479;"MG";"Uruana de Minas";336;128;250;413;"Até 5 mil"
4218954;"SC";"Urupema";484;198;342;518;"Até 5 mil"
5221809;"GO";"Urutaí";571;254;386;667;"Até 5 mil"
5108352;"MT";"Vale de São Domingos";430;175;327;510;"Até 5 mil"
4322525;"RS";"Vale Verde";457;200;353;510;"Até 5 mil"
4322558;"RS";"Vanini";644;360;510;755;"Até 5 mil"
4219101;"SC";"Vargeão";553;255;424;645;"Até 5 mil"
4219150;"SC";"Vargem";464;170;307;510;"Até 5 mil"
3170602;"MG";"Vargem Bonita";483;226;383;538;"Até 5 mil"
4219176;"SC";"Vargem Bonita";554;250;437;667;"Até 5 mil"
3170651;"MG";"Vargem Grande do Rio Pardo";250;113;192;333;"Até 5 mil"
5221908;"GO";"Varjão";574;250;400;600;"Até 5 mil"
2517100;"PB";"Várzea";364;170;284;500;"Até 5 mil"
2211357;"PI";"Várzea Branca";180;34;103;255;"Até 5 mil"
2211407;"PI";"Várzea Grande";244;53;170;335;"Até 5 mil"
2414753;"RN";"Venha-Ver";174;30;128;255;"Até 5 mil"
2211506;"PI";"Vera Mendes";172;31;102;255;"Até 5 mil"
3171105;"MG";"Veríssimo";523;233;375;588;"Até 5 mil"
3171154;"MG";"Vermelho Novo";315;110;207;400;"Até 5 mil"
4322855;"RS";"Vespasiano Correa";746;438;600;900;"Até 5 mil"
2414902;"RN";"Viçosa";246;90;170;306;"Até 5 mil"
4323200;"RS";"Victor Graeff";912;363;600;1000;"Até 5 mil"
3171402;"MG";"Vieiras";373;160;255;475;"Até 5 mil"
5222203;"GO";"Vila Boa";385;136;255;503;"Até 5 mil"
2415008;"RN";"Vila Flor";258;122;178;290;"Até 5 mil"
4323309;"RS";"Vila Flores";666;404;570;820;"Até 5 mil"
4323358;"RS";"Vila Lângaro";837;333;510;1000;"Até 5 mil"
4323408;"RS";"Vila Maria";937;503;675;1020;"Até 5 mil"
2211605;"PI";"Vila Nova do Piauí";213;50;138;255;"Até 5 mil"
4323457;"RS";"Vila Nova do Sul";436;184;332;510;"Até 5 mil"
4128658;"PR";"Virmond";509;173;340;584;"Até 5 mil"
4323507;"RS";"Vista Alegre";800;243;503;780;"Até 5 mil"
4323606;"RS";"Vista Alegre do Prata";1026;510;708;1125;"Até 5 mil"
4323705;"RS";"Vista Gaúcha";785;300;500;720;"Até 5 mil"
2505501;"PB";"Vista Serrana";245;78;174;323;"Até 5 mil"
3556958;"SP";"Vitória Brasil";518;302;425;607;"Até 5 mil"
4323754;"RS";"Vitória das Missões";422;168;313;510;"Até 5 mil"
2211704;"PI";"Wall Ferraz";174;51;120;230;"Até 5 mil"
3172202;"MG";"Wenceslau Braz";422;170;306;510;"Até 5 mil"
4323770;"RS";"Westfalia";980;573;795;1133;"Até 5 mil"
4219408;"SC";"Witmarsum";642;340;510;755;"Até 5 mil"
4219606;"SC";"Xavantina";975;355;555;1003;"Até 5 mil"
2517407;"PB";"Zabelê";248;97;170;340;"Até 5 mil"
3557154;"SP";"Zacarias";566;284;455;638;"Até 5 mil"
4219853;"SC";"Zortéa";721;333;510;766;"Até 5 mil"
5200050;"GO";"Abadia de Goiás";542;250;398;605;"De 5 a 10 mil"
3100104;"MG";"Abadia dos Dourados";524;224;362;533;"De 5 a 10 mil"
2900108;"BA";"Abaíra";292;102;213;368;"De 5 a 10 mil"
4100103;"PR";"Abatiá";460;201;340;510;"De 5 a 10 mil"
1500131;"PA";"Abel Figueiredo";404;124;207;364;"De 5 a 10 mil"
2200053;"PI";"Acauã";182;47;122;255;"De 5 a 10 mil"
5100102;"MT";"Acorizal";351;129;252;450;"De 5 a 10 mil"
4100202;"PR";"Adrianópolis";385;143;255;494;"De 5 a 10 mil"
2100105;"MA";"Afonso Cunha";159;32;100;215;"De 5 a 10 mil"
2200103;"PI";"Agricolândia";232;69;170;320;"De 5 a 10 mil"
4200200;"SC";"Agrolândia";673;352;550;815;"De 5 a 10 mil"
2500106;"PB";"Água Branca";237;67;153;297;"De 5 a 10 mil"
4200408;"SC";"Água Doce";602;202;409;670;"De 5 a 10 mil"
5200175;"GO";"Água Fria de Goiás";423;142;255;464;"De 5 a 10 mil"
3500402;"SP";"Águas da Prata";741;294;500;755;"De 5 a 10 mil"
4200507;"SC";"Águas de Chapecó";578;253;450;688;"De 5 a 10 mil"
3500550;"SP";"Águas de Santa Bárbara";719;287;500;800;"De 5 a 10 mil"
4200606;"SC";"Águas Mornas";643;340;510;765;"De 5 a 10 mil"
4100301;"PR";"Agudos do Sul";428;170;303;510;"De 5 a 10 mil"
3200136;"ES";"Águia Branca";425;150;287;510;"De 5 a 10 mil"
2500205;"PB";"Aguiar";309;78;182;340;"De 5 a 10 mil"
1700301;"TO";"Aguiarnópolis";412;138;247;401;"De 5 a 10 mil"
3101201;"MG";"Aiuruoca";528;189;329;510;"De 5 a 10 mil"
4300208;"RS";"Ajuricaba";828;333;526;903;"De 5 a 10 mil"
2200251;"PI";"Alagoinha do Piauí";215;59;150;290;"De 5 a 10 mil"
2500536;"PB";"Alcantil";233;83;170;333;"De 5 a 10 mil"
4300307;"RS";"Alecrim";483;175;370;568;"De 5 a 10 mil"
2200277;"PI";"Alegrete do Piauí";250;65;161;340;"De 5 a 10 mil"
3101631;"MG";"Alfredo Vasconcelos";377;170;267;463;"De 5 a 10 mil"
4200705;"SC";"Alfredo Wagner";629;267;500;720;"De 5 a 10 mil"
1700350;"TO";"Aliança do Tocantins";355;150;255;444;"De 5 a 10 mil"
2900900;"BA";"Almadina";259;103;170;300;"De 5 a 10 mil"
1700400;"TO";"Almas";325;102;191;350;"De 5 a 10 mil"
3101805;"MG";"Alpercata";345;153;255;408;"De 5 a 10 mil"
4300505;"RS";"Alpestre";492;170;340;550;"De 5 a 10 mil"
2300606;"CE";"Altaneira";231;57;141;300;"De 5 a 10 mil"
5100359;"MT";"Alto Boa Vista";426;128;256;485;"De 5 a 10 mil"
3102050;"MG";"Alto Caparaó";434;170;300;510;"De 5 a 10 mil"
3153509;"MG";"Alto Jequitibá";413;150;255;510;"De 5 a 10 mil"
5200605;"GO";"Alto Paraíso de Goiás";599;170;300;510;"De 5 a 10 mil"
3200359;"ES";"Alto Rio Novo";386;128;255;500;"De 5 a 10 mil"
5100607;"MT";"Alto Taquari";720;284;500;780;"De 5 a 10 mil"
1700707;"TO";"Alvorada";517;200;333;531;"De 5 a 10 mil"
2200459;"PI";"Alvorada do Gurguéia";204;34;120;255;"De 5 a 10 mil"
5200803;"GO";"Alvorada do Norte";386;144;255;463;"De 5 a 10 mil"
1400027;"RR";"Amajari";253;83;150;292;"De 5 a 10 mil"
1600105;"AP";"Amapá";362;85;171;364;"De 5 a 10 mil"
2100550;"MA";"Amapá do Maranhão";166;37;102;202;"De 5 a 10 mil"
4100905;"PR";"Amaporã";422;200;328;510;"De 5 a 10 mil"
4300638;"RS";"Amaral Ferrador";419;164;313;510;"De 5 a 10 mil"
1300060;"AM";"Amaturá";176;50;103;192;"De 5 a 10 mil"
5200852;"GO";"Americano do Brasil";488;227;362;528;"De 5 a 10 mil"
3501806;"SP";"Américo de Campos";607;277;485;700;"De 5 a 10 mil"
4300646;"RS";"Ametista do Sul";591;170;325;510;"De 5 a 10 mil"
3102506;"MG";"Amparo do Serra";320;133;239;400;"De 5 a 10 mil"
1701002;"TO";"Ananás";359;133;225;383;"De 5 a 10 mil"
5000807;"MS";"Anaurilândia";492;188;316;510;"De 5 a 10 mil"
4200804;"SC";"Anchieta";581;255;454;705;"De 5 a 10 mil"
3102852;"MG";"Angelândia";256;100;170;323;"De 5 a 10 mil"
5000856;"MS";"Angélica";543;255;408;628;"De 5 a 10 mil"
4200903;"SC";"Angelina";567;250;447;667;"De 5 a 10 mil"
2200608;"PI";"Angical do Piauí";296;87;186;340;"De 5 a 10 mil"
3502309;"SP";"Anhembi";500;227;368;590;"De 5 a 10 mil"
2200707;"PI";"Anísio de Abreu";234;57;145;280;"De 5 a 10 mil"
4201000;"SC";"Anita Garibaldi";413;149;278;510;"De 5 a 10 mil"
4300703;"RS";"Anta Gorda";703;403;568;848;"De 5 a 10 mil"
2300804;"CE";"Antonina do Norte";219;73;150;284;"De 5 a 10 mil"
4201208;"SC";"Antônio Carlos";832;400;580;850;"De 5 a 10 mil"
3103009;"MG";"Antônio Dias";346;133;247;422;"De 5 a 10 mil"
5000906;"MS";"Antônio João";370;128;233;406;"De 5 a 10 mil"
2400901;"RN";"Antônio Martins";229;60;167;315;"De 5 a 10 mil"
4101309;"PR";"Antônio Olinto";380;147;255;510;"De 5 a 10 mil"
2500775;"PB";"Aparecida";244;80;170;320;"De 5 a 10 mil"
3200508;"ES";"Apiacá";434;146;265;510;"De 5 a 10 mil"
5100805;"MT";"Apiacás";490;200;350;550;"De 5 a 10 mil"
4201257;"SC";"Apiúna";690;371;533;800;"De 5 a 10 mil"
2901957;"BA";"Apuarema";261;95;167;300;"De 5 a 10 mil"
5201801;"GO";"Aragoiânia";527;227;378;585;"De 5 a 10 mil"
1701309;"TO";"Aragominas";313;102;195;350;"De 5 a 10 mil"
1701903;"TO";"Araguacema";331;102;193;357;"De 5 a 10 mil"
1702000;"TO";"Araguaçu";423;165;267;510;"De 5 a 10 mil"
1702158;"TO";"Araguanã";311;128;200;340;"De 5 a 10 mil"
5202155;"GO";"Araguapaz";510;200;333;510;"De 5 a 10 mil"
3503000;"SP";"Aramina";627;300;500;713;"De 5 a 10 mil"
3503109;"SP";"Arandu";494;255;383;572;"De 5 a 10 mil"
1702307;"TO";"Arapoema";400;143;253;450;"De 5 a 10 mil"
3103702;"MG";"Araponga";308;128;225;367;"De 5 a 10 mil"
3103751;"MG";"Araporã";516;247;378;617;"De 5 a 10 mil"
4300901;"RS";"Aratiba";853;360;525;850;"De 5 a 10 mil"
2902302;"BA";"Aratuípe";236;80;150;276;"De 5 a 10 mil"
3103900;"MG";"Araújos";569;308;477;667;"De 5 a 10 mil"
3104106;"MG";"Arceburgo";524;255;408;600;"De 5 a 10 mil"
3503406;"SP";"Arealva";635;267;475;726;"De 5 a 10 mil"
2501203;"PB";"Areial";261;85;183;340;"De 5 a 10 mil"
3503703;"SP";"Ariranha";676;360;525;771;"De 5 a 10 mil"
4201505;"SC";"Armazém";832;350;510;733;"De 5 a 10 mil"
2301505;"CE";"Arneiroz";242;78;158;287;"De 5 a 10 mil"
2200905;"PI";"Aroazes";243;91;189;326;"De 5 a 10 mil"
4301057;"RS";"Arroio do Sal";689;267;505;800;"De 5 a 10 mil"
5202502;"GO";"Aruanã";626;213;344;566;"De 5 a 10 mil"
4201703;"SC";"Ascurra";721;410;600;850;"De 5 a 10 mil"
1200054;"AC";"Assis Brasil";325;90;191;414;"De 5 a 10 mil"
2201051;"PI";"Assunção do Piauí";137;27;85;185;"De 5 a 10 mil"
3200706;"ES";"Atilio Vivacqua";442;200;340;510;"De 5 a 10 mil"
4301503;"RS";"Augusto Pestana";953;363;610;1050;"De 5 a 10 mil"
2401305;"RN";"Augusto Severo";292;80;170;306;"De 5 a 10 mil"
4201901;"SC";"Aurora";734;370;571;895;"De 5 a 10 mil"
