"Codigo";"UF";"Municipio";"ValMedio";"Q2";"Mediana";"Q3";"Classe"
2908705;"BA";"Condeúba";257;87;171;340;"De 10 a 20 mil"
3117900;"MG";"Congonhal";508;255;393;580;"De 10 a 20 mil"
4106209;"PR";"Contenda";524;221;380;600;"De 10 a 20 mil"
4106308;"PR";"Corbélia";621;266;444;705;"De 10 a 20 mil"
2504801;"PB";"Coremas";271;85;165;326;"De 10 a 20 mil"
2909109;"BA";"Coribe";236;65;153;278;"De 10 a 20 mil"
3119203;"MG";"Coroaci";347;128;235;420;"De 10 a 20 mil"
4204400;"SC";"Coronel Freitas";672;335;510;767;"De 10 a 20 mil"
2909208;"BA";"Coronel João Sá";225;80;150;273;"De 10 a 20 mil"
5003157;"MS";"Coronel Sapucaia";313;103;188;350;"De 10 a 20 mil"
4204558;"SC";"Correia Pinto";537;218;383;620;"De 10 a 20 mil"
2604700;"PE";"Correntes";230;69;134;266;"De 10 a 20 mil"
2604809;"PE";"Cortês";219;90;156;255;"De 10 a 20 mil"
5205802;"GO";"Corumbá de Goiás";442;162;255;510;"De 10 a 20 mil"
4204509;"SC";"Corupá";762;404;600;850;"De 10 a 20 mil"
1100080;"RO";"Costa Marques";354;104;204;403;"De 10 a 20 mil"
5003256;"MS";"Costa Rica";672;255;433;683;"De 10 a 20 mil"
2909406;"BA";"Cotegipe";214;67;136;255;"De 10 a 20 mil"
5103379;"MT";"Cotriguaçu";341;93;200;422;"De 10 a 20 mil"
4306007;"RS";"Crissiumal";558;255;466;667;"De 10 a 20 mil"
3120201;"MG";"Cristais";604;250;383;548;"De 10 a 20 mil"
3120508;"MG";"Cristina";404;170;282;510;"De 10 a 20 mil"
2801702;"SE";"Cristinápolis";223;73;140;255;"De 10 a 20 mil"
2909703;"BA";"Cristópolis";221;54;146;287;"De 10 a 20 mil"
5206404;"GO";"Crixás";554;223;375;603;"De 10 a 20 mil"
2304236;"CE";"Croatá";181;34;105;250;"De 10 a 20 mil"
2504900;"PB";"Cruz do Espírito Santo";204;88;153;255;"De 10 a 20 mil"
4106803;"PR";"Cruz Machado";353;121;250;443;"De 10 a 20 mil"
4306205;"RS";"Cruzeiro do Sul";674;375;533;790;"De 10 a 20 mil"
3120805;"MG";"Cruzília";442;185;306;510;"De 10 a 20 mil"
2505105;"PB";"Cuité";280;87;175;340;"De 10 a 20 mil"
1100940;"RO";"Cujubim";440;167;300;510;"De 10 a 20 mil"
2604908;"PE";"Cumaru";242;80;170;318;"De 10 a 20 mil"
1502764;"PA";"Cumaru do Norte";381;110;237;480;"De 10 a 20 mil"
4204707;"SC";"Cunha Porã";696;340;510;800;"De 10 a 20 mil"
2203206;"PI";"Curimatá";277;86;170;317;"De 10 a 20 mil"
1502772;"PA";"Curionópolis";312;107;200;350;"De 10 a 20 mil"
4107009;"PR";"Curiúva";411;170;282;510;"De 10 a 20 mil"
1502855;"PA";"Curuá";166;49;102;200;"De 10 a 20 mil"
2910008;"BA";"Dário Meira";210;67;128;250;"De 10 a 20 mil"
2103752;"MA";"Davinópolis";246;107;175;297;"De 10 a 20 mil"
2203305;"PI";"Demerval Lobão";287;105;200;343;"De 10 a 20 mil"
5003454;"MS";"Deodápolis";517;229;378;585;"De 10 a 20 mil"
1707009;"TO";"Dianópolis";484;129;255;510;"De 10 a 20 mil"
4205001;"SC";"Dionísio Cerqueira";537;185;362;623;"De 10 a 20 mil"
3122009;"MG";"Divino";341;107;213;433;"De 10 a 20 mil"
3513900;"SP";"Divinolândia";605;264;445;637;"De 10 a 20 mil"
5003488;"MS";"Dois Irmãos do Buriti";389;120;211;400;"De 10 a 20 mil"
2702504;"AL";"Dois Riachos";183;50;116;240;"De 10 a 20 mil"
2910107;"BA";"Dom Basílio";248;79;165;304;"De 10 a 20 mil"
4306502;"RS";"Dom Feliciano";404;150;269;510;"De 10 a 20 mil"
2505709;"PB";"Dona Inês";193;50;121;255;"De 10 a 20 mil"
3123205;"MG";"Dores do Indaiá";606;253;405;623;"De 10 a 20 mil"
2605152;"PE";"Dormentes";241;92;170;294;"De 10 a 20 mil"
3514502;"SP";"Duartina";617;267;453;675;"De 10 a 20 mil"
3301603;"RJ";"Duas Barras";483;204;345;510;"De 10 a 20 mil"
2103901;"MA";"Duque Bacelar";159;28;100;200;"De 10 a 20 mil"
5207402;"GO";"Edéia";709;260;437;698;"De 10 a 20 mil"
3514809;"SP";"Eldorado";398;128;250;469;"De 10 a 20 mil"
5003751;"MS";"Eldorado";475;183;325;510;"De 10 a 20 mil"
2203503;"PI";"Elesbão Veloso";265;97;196;340;"De 10 a 20 mil"
3514908;"SP";"Elias Fausto";544;267;430;640;"De 10 a 20 mil"
4107504;"PR";"Engenheiro Beltrão";581;262;433;650;"De 10 a 20 mil"
3123700;"MG";"Engenheiro Caldas";362;149;255;433;"De 10 a 20 mil"
3515152;"SP";"Engenheiro Coelho";632;255;409;695;"De 10 a 20 mil"
3301801;"RJ";"Engenheiro Paulo de Frontin";505;228;345;528;"De 10 a 20 mil"
3123908;"MG";"Entre Rios de Minas";467;179;330;510;"De 10 a 20 mil"
1301506;"AM";"Envira";186;51;104;203;"De 10 a 20 mil"
1200252;"AC";"Epitaciolândia";381;115;218;418;"De 10 a 20 mil"
2900504;"BA";"Érico Cardoso";267;85;179;332;"De 10 a 20 mil"
3124005;"MG";"Ervália";376;143;255;498;"De 10 a 20 mil"
2104008;"MA";"Esperantinópolis";224;62;136;255;"De 10 a 20 mil"
2403509;"RN";"Espírito Santo";240;80;156;293;"De 10 a 20 mil"
4307500;"RS";"Espumoso";720;255;500;778;"De 10 a 20 mil"
3124500;"MG";"Estiva";477;255;383;537;"De 10 a 20 mil"
3557303;"SP";"Estiva Gerbi";590;300;470;700;"De 10 a 20 mil"
2702553;"AL";"Estrela de Alagoas";195;53;128;255;"De 10 a 20 mil"
3124906;"MG";"Eugenópolis";453;183;340;510;"De 10 a 20 mil"
2506103;"PB";"Fagundes";228;63;146;278;"De 10 a 20 mil"
2304301;"CE";"Farias Brito";220;51;141;290;"De 10 a 20 mil"
3515400;"SP";"Fartura";565;255;428;630;"De 10 a 20 mil"
2910750;"BA";"Fátima";224;66;147;290;"De 10 a 20 mil"
5003801;"MS";"Fátima do Sul";597;249;400;625;"De 10 a 20 mil"
4107603;"PR";"Faxinal";507;203;350;550;"De 10 a 20 mil"
4205308;"SC";"Faxinal dos Guedes";646;298;500;750;"De 10 a 20 mil"
3125705;"MG";"Felixlândia";415;170;275;503;"De 10 a 20 mil"
4308102;"RS";"Feliz";786;457;630;900;"De 10 a 20 mil"
5103700;"MT";"Feliz Natal";512;185;331;567;"De 10 a 20 mil"
2605509;"PE";"Ferreiros";269;120;190;335;"De 10 a 20 mil"
3125903;"MG";"Ferros";361;128;255;455;"De 10 a 20 mil"
3125952;"MG";"Fervedouro";317;107;202;382;"De 10 a 20 mil"
2910859;"BA";"Filadélfia";217;60;135;264;"De 10 a 20 mil"
5207808;"GO";"Firminópolis";529;255;400;567;"De 10 a 20 mil"
2702801;"AL";"Flexeiras";213;90;147;255;"De 10 a 20 mil"
5207907;"GO";"Flores de Goiás";300;102;192;343;"De 10 a 20 mil"
2911006;"BA";"Floresta Azul";245;98;170;305;"De 10 a 20 mil"
1503044;"PA";"Floresta do Araguaia";299;82;167;317;"De 10 a 20 mil"
4108007;"PR";"Florestópolis";510;278;417;588;"De 10 a 20 mil"
3516002;"SP";"Flórida Paulista";576;275;450;671;"De 10 a 20 mil"
4308300;"RS";"Fontoura Xavier";446;167;304;510;"De 10 a 20 mil"
2104099;"MA";"Formosa da Serra Negra";187;47;122;231;"De 10 a 20 mil"
1708205;"TO";"Formoso do Araguaia";406;149;255;480;"De 10 a 20 mil"
2104107;"MA";"Fortaleza dos Nogueiras";274;96;170;324;"De 10 a 20 mil"
2304459;"CE";"Fortim";240;84;170;290;"De 10 a 20 mil"
2104206;"MA";"Fortuna";235;57;145;287;"De 10 a 20 mil"
3126505;"MG";"Francisco Badaró";271;101;204;343;"De 10 a 20 mil"
2304509;"CE";"Frecheirinha";240;67;152;300;"De 10 a 20 mil"
2605806;"PE";"Frei Miguelinho";268;103;200;347;"De 10 a 20 mil"
2802304;"SE";"Frei Paulo";339;136;255;390;"De 10 a 20 mil"
3127008;"MG";"Fronteira";545;250;397;617;"De 10 a 20 mil"
2204303;"PI";"Fronteiras";335;92;200;400;"De 10 a 20 mil"
3202207;"ES";"Fundão";580;220;388;675;"De 10 a 20 mil"
2802403;"SE";"Gararu";210;54;125;252;"De 10 a 20 mil"
4205704;"SC";"Garopaba";703;325;500;767;"De 10 a 20 mil"
4205803;"SC";"Garuva";590;272;443;683;"De 10 a 20 mil"
4108502;"PR";"General Carneiro";372;150;255;470;"De 10 a 20 mil"
3516903;"SP";"General Salgado";694;300;500;762;"De 10 a 20 mil"
2911303;"BA";"Gentio do Ouro";194;34;137;255;"De 10 a 20 mil"
3517000;"SP";"Getulina";558;243;399;630;"De 10 a 20 mil"
4308904;"RS";"Getúlio Vargas";743;333;510;833;"De 10 a 20 mil"
2204402;"PI";"Gilbués";287;53;147;307;"De 10 a 20 mil"
4309001;"RS";"Giruá";568;213;376;622;"De 10 a 20 mil"
2911402;"BA";"Glória";257;93;183;340;"De 10 a 20 mil"
2104305;"MA";"Godofredo Viana";219;76;143;252;"De 10 a 20 mil"
5208400;"GO";"Goianápolis";432;170;300;510;"De 10 a 20 mil"
1709005;"TO";"Goiatins";246;55;128;275;"De 10 a 20 mil"
2104404;"MA";"Gonçalves Dias";228;58;142;266;"De 10 a 20 mil"
3127602;"MG";"Gouveia";361;154;255;436;"De 10 a 20 mil"
2104503;"MA";"Governador Archer";233;67;150;268;"De 10 a 20 mil"
4206009;"SC";"Governador Celso Ramos";646;333;510;750;"De 10 a 20 mil"
2404309;"RN";"Governador Dix-Sept Rosado";263;95;181;340;"De 10 a 20 mil"
2104552;"MA";"Governador Edison Lobão";275;125;200;338;"De 10 a 20 mil"
2104602;"MA";"Governador Eugênio Barros";218;54;139;262;"De 10 a 20 mil"
1101005;"RO";"Governador Jorge Teixeira";351;122;228;420;"De 10 a 20 mil"
3202256;"ES";"Governador Lindenberg";464;187;340;533;"De 10 a 20 mil"
2911600;"BA";"Governador Mangabeira";273;92;172;337;"De 10 a 20 mil"
2104651;"MA";"Governador Newton Bello";169;57;103;213;"De 10 a 20 mil"
2304657;"CE";"Graça";183;37;113;255;"De 10 a 20 mil"
3127800;"MG";"Grão Mogol";286;109;200;340;"De 10 a 20 mil"
4206207;"SC";"Gravatal";674;342;510;750;"De 10 a 20 mil"
2304905;"CE";"Groaíras";273;98;185;340;"De 10 a 20 mil"
4206306;"SC";"Guabiruba";781;475;667;929;"De 10 a 20 mil"
2204501;"PI";"Guadalupe";399;132;247;454;"De 10 a 20 mil"
3517208;"SP";"Guaiçara";555;280;450;670;"De 10 a 20 mil"
1301654;"AM";"Guajará";196;54;100;202;"De 10 a 20 mil"
2911659;"BA";"Guajeru";234;80;182;330;"De 10 a 20 mil"
2404507;"RN";"Guamaré";362;128;237;425;"De 10 a 20 mil"
3128105;"MG";"Guapé";448;200;333;510;"De 10 a 20 mil"
3517505;"SP";"Guapiaçu";639;317;500;750;"De 10 a 20 mil"
3517604;"SP";"Guapiara";320;128;220;383;"De 10 a 20 mil"
5209200;"GO";"Guapó";504;204;340;550;"De 10 a 20 mil"
3517703;"SP";"Guará";568;235;400;623;"De 10 a 20 mil"
3128204;"MG";"Guaraciaba";327;128;253;415;"De 10 a 20 mil"
4206405;"SC";"Guaraciaba";681;318;510;765;"De 10 a 20 mil"
3128303;"MG";"Guaranésia";525;255;402;600;"De 10 a 20 mil"
4109302;"PR";"Guaraniaçu";531;175;337;549;"De 10 a 20 mil"
3518503;"SP";"Guareí";510;250;390;571;"De 10 a 20 mil"
5004106;"MS";"Guia Lopes da Laguna";459;160;272;510;"De 10 a 20 mil"
2104909;"MA";"Guimarães";211;50;128;255;"De 10 a 20 mil"
5104203;"MT";"Guiratinga";523;200;340;525;"De 10 a 20 mil"
2506400;"PB";"Gurinhém";222;93;167;284;"De 10 a 20 mil"
2911857;"BA";"Heliópolis";226;66;151;290;"De 10 a 20 mil"
2305209;"CE";"Hidrolândia";227;63;150;293;"De 10 a 20 mil"
5209705;"GO";"Hidrolândia";588;240;395;635;"De 10 a 20 mil"
3519055;"SP";"Holambra";1019;400;591;1005;"De 10 a 20 mil"
4309605;"RS";"Horizontina";829;370;588;950;"De 10 a 20 mil"
3519105;"SP";"Iacanga";727;300;500;753;"De 10 a 20 mil"
5209903;"GO";"Iaciara";318;108;200;356;"De 10 a 20 mil"
3129301;"MG";"Iapu";384;153;255;500;"De 10 a 20 mil"
2606507;"PE";"Iati";190;50;120;250;"De 10 a 20 mil"
2305266;"CE";"Ibaretama";189;58;127;255;"De 10 a 20 mil"
2703007;"AL";"Ibateguara";194;72;128;241;"De 10 a 20 mil"
2912004;"BA";"Ibiassucê";308;124;211;367;"De 10 a 20 mil"
2912202;"BA";"Ibicoara";269;107;185;327;"De 10 a 20 mil"
2912301;"BA";"Ibicuí";302;112;198;340;"De 10 a 20 mil"
2305332;"CE";"Ibicuitinga";187;51;125;255;"De 10 a 20 mil"
2912400;"BA";"Ibipeba";238;75;155;289;"De 10 a 20 mil"
2912509;"BA";"Ibipitanga";236;61;165;337;"De 10 a 20 mil"
3519402;"SP";"Ibirá";682;326;510;750;"De 10 a 20 mil"
3129707;"MG";"Ibiraci";559;255;401;622;"De 10 a 20 mil"
3202504;"ES";"Ibiraçu";599;225;388;650;"De 10 a 20 mil"
4206900;"SC";"Ibirama";769;437;603;890;"De 10 a 20 mil"
2912905;"BA";"Ibirataia";277;102;170;321;"De 10 a 20 mil"
4310009;"RS";"Ibirubá";959;395;624;1005;"De 10 a 20 mil"
2913002;"BA";"Ibitiara";231;58;156;308;"De 10 a 20 mil"
2913101;"BA";"Ibititá";227;66;148;284;"De 10 a 20 mil"
2305357;"CE";"Icapuí";258;98;170;306;"De 10 a 20 mil"
3130051;"MG";"Icaraí de Minas";254;88;167;300;"De 10 a 20 mil"
3202603;"ES";"Iconha";549;253;405;630;"De 10 a 20 mil"
2404606;"RN";"Ielmo Marinho";205;69;143;255;"De 10 a 20 mil"
2913408;"BA";"Igaporã";265;106;178;317;"De 10 a 20 mil"
2105153;"MA";"Igarapé do Meio";200;64;142;255;"De 10 a 20 mil"
2105203;"MA";"Igarapé Grande";256;90;165;293;"De 10 a 20 mil"
2913457;"BA";"Igrapiúna";232;75;150;267;"De 10 a 20 mil"
2606903;"PE";"Iguaraci";250;79;159;317;"De 10 a 20 mil"
5004304;"MS";"Iguatemi";501;188;322;510;"De 10 a 20 mil"
4207106;"SC";"Ilhota";793;420;600;867;"De 10 a 20 mil"
3130507;"MG";"Ilicínea";424;206;340;510;"De 10 a 20 mil"
2506707;"PB";"Imaculada";196;50;128;255;"De 10 a 20 mil"
4207205;"SC";"Imaruí";479;218;370;542;"De 10 a 20 mil"
4110078;"PR";"Imbaú";407;170;289;500;"De 10 a 20 mil"
4310330;"RS";"Imbé";754;281;500;818;"De 10 a 20 mil"
4110201;"PR";"Inácio Martins";315;128;219;381;"De 10 a 20 mil"
2607000;"PE";"Inajá";170;37;91;196;"De 10 a 20 mil"
5209952;"GO";"Indiara";503;233;375;570;"De 10 a 20 mil"
2802809;"SE";"Indiaroba";205;63;124;250;"De 10 a 20 mil"
2506806;"PB";"Ingá";263;97;178;340;"De 10 a 20 mil"
1503408;"PA";"Inhangapi";230;89;153;255;"De 10 a 20 mil"
2703304;"AL";"Inhapi";167;35;100;200;"De 10 a 20 mil"
2204709;"PI";"Inhuma";257;78;167;330;"De 10 a 20 mil"
3131158;"MG";"Ipaba";376;170;280;500;"De 10 a 20 mil"
3131208;"MG";"Ipanema";441;170;293;510;"De 10 a 20 mil"
2404705;"RN";"Ipanguaçu";255;102;174;317;"De 10 a 20 mil"
2305654;"CE";"Ipaporanga";189;34;122;255;"De 10 a 20 mil"
2305704;"CE";"Ipaumirim";279;85;170;326;"De 10 a 20 mil"
3520905;"SP";"Ipaussu";573;253;400;630;"De 10 a 20 mil"
2913804;"BA";"Ipecaetá";190;64;135;255;"De 10 a 20 mil"
4110508;"PR";"Ipiranga";442;170;303;510;"De 10 a 20 mil"
4110607;"PR";"Iporã";529;255;403;583;"De 10 a 20 mil"
3521309;"SP";"Ipuã";657;262;433;676;"De 10 a 20 mil"
2306009;"CE";"Iracema";287;87;178;340;"De 10 a 20 mil"
2914307;"BA";"Iramaia";214;69;137;255;"De 10 a 20 mil"
4110805;"PR";"Iretama";444;150;266;510;"De 10 a 20 mil"
4207908;"SC";"Irineópolis";520;200;364;600;"De 10 a 20 mil"
3202652;"ES";"Irupi";382;133;255;483;"De 10 a 20 mil"
3521705;"SP";"Itaberá";421;160;289;510;"De 10 a 20 mil"
3131802;"MG";"Itabirinha";414;133;255;442;"De 10 a 20 mil"
3132107;"MG";"Itacarambi";291;108;186;340;"De 10 a 20 mil"
2915007;"BA";"Itaeté";216;61;128;255;"De 10 a 20 mil"
2915106;"BA";"Itagi";228;80;144;263;"De 10 a 20 mil"
2915205;"BA";"Itagibá";268;100;170;300;"De 10 a 20 mil"
3202702;"ES";"Itaguaçu";485;201;373;555;"De 10 a 20 mil"
2915353;"BA";"Itaguaçu da Bahia";184;63;128;240;"De 10 a 20 mil"
3132206;"MG";"Itaguara";549;255;430;607;"De 10 a 20 mil"
2205003;"PI";"Itainópolis";225;60;156;300;"De 10 a 20 mil"
2105351;"MA";"Itaipava do Grajaú";148;31;96;184;"De 10 a 20 mil"
3132305;"MG";"Itaipé";250;97;170;317;"De 10 a 20 mil"
3521903;"SP";"Itajobi";698;350;510;775;"De 10 a 20 mil"
3302056;"RJ";"Italva";496;208;350;570;"De 10 a 20 mil"
3132909;"MG";"Itamogi";451;200;340;510;"De 10 a 20 mil"
3133006;"MG";"Itamonte";537;233;378;585;"De 10 a 20 mil"
3133105;"MG";"Itanhandu";612;255;407;617;"De 10 a 20 mil"
3133204;"MG";"Itanhomi";396;140;255;493;"De 10 a 20 mil"
5210901;"GO";"Itapaci";541;210;353;567;"De 10 a 20 mil"
3133402;"MG";"Itapagipe";615;267;450;700;"De 10 a 20 mil"
2916203;"BA";"Itapé";290;117;182;340;"De 10 a 20 mil"
2916302;"BA";"Itapebi";289;103;176;328;"De 10 a 20 mil"
4111209;"PR";"Itapejara d'Oeste";573;255;428;650;"De 10 a 20 mil"
2607703;"PE";"Itapetim";294;78;190;383;"De 10 a 20 mil"
4208401;"SC";"Itapiranga";792;354;540;854;"De 10 a 20 mil"
2916609;"BA";"Itapitanga";231;104;170;255;"De 10 a 20 mil"
2306504;"CE";"Itapiúna";189;50;128;255;"De 10 a 20 mil"
4208450;"SC";"Itapoá";704;288;500;825;"De 10 a 20 mil"
3522802;"SP";"Itaporanga";463;170;303;510;"De 10 a 20 mil"
2507101;"PB";"Itapororoca";224;76;154;284;"De 10 a 20 mil"
3522901;"SP";"Itapuí";613;303;498;720;"De 10 a 20 mil"
5004601;"MS";"Itaquiraí";412;167;291;502;"De 10 a 20 mil"
2607802;"PE";"Itaquitinga";258;102;172;297;"De 10 a 20 mil"
3202900;"ES";"Itarana";480;170;340;533;"De 10 a 20 mil"
2916807;"BA";"Itarantim";294;128;200;340;"De 10 a 20 mil"
3523305;"SP";"Itariri";398;150;255;483;"De 10 a 20 mil"
2916856;"BA";"Itatim";245;85;168;300;"De 10 a 20 mil"
3523503;"SP";"Itatinga";527;247;390;603;"De 10 a 20 mil"
2306603;"CE";"Itatira";172;45;108;217;"De 10 a 20 mil"
2507200;"PB";"Itatuba";233;83;163;280;"De 10 a 20 mil"
3133758;"MG";"Itaú de Minas";657;302;500;733;"De 10 a 20 mil"
2205102;"PI";"Itaueira";288;90;187;340;"De 10 a 20 mil"
3134004;"MG";"Itinga";236;82;156;285;"De 10 a 20 mil"
5104609;"MT";"Itiquira";542;238;360;600;"De 10 a 20 mil"
3523602;"SP";"Itirapina";656;283;467;744;"De 10 a 20 mil"
2916906;"BA";"Itiruçu";273;97;170;340;"De 10 a 20 mil"
2917102;"BA";"Itororó";323;133;233;378;"De 10 a 20 mil"
2917201;"BA";"Ituaçu";273;80;164;322;"De 10 a 20 mil"
2917334;"BA";"Iuiú";223;85;162;280;"De 10 a 20 mil"
4111407;"PR";"Ivaí";427;135;274;510;"De 10 a 20 mil"
4310801;"RS";"Ivoti";916;458;655;1000;"De 10 a 20 mil"
3134608;"MG";"Jaboticatubas";491;170;317;510;"De 10 a 20 mil"
2917409;"BA";"Jacaraci";269;100;204;340;"De 10 a 20 mil"
2507309;"PB";"Jacaraú";230;73;156;285;"De 10 a 20 mil"
1503754;"PA";"Jacareacanga";305;59;131;325;"De 10 a 20 mil"
3134707;"MG";"Jacinto";308;113;200;340;"De 10 a 20 mil"
4208708;"SC";"Jacinto Machado";541;253;433;650;"De 10 a 20 mil"
3524600;"SP";"Jacupiranga";493;170;325;563;"De 10 a 20 mil"
4111902;"PR";"Jaguapitã";592;300;467;667;"De 10 a 20 mil"
2306702;"CE";"Jaguaretama";219;53;130;255;"De 10 a 20 mil"
4311106;"RS";"Jaguari";628;255;457;710;"De 10 a 20 mil"
2306801;"CE";"Jaguaribara";272;102;200;340;"De 10 a 20 mil"
2917805;"BA";"Jaguaripe";201;60;128;250;"De 10 a 20 mil"
4208807;"SC";"Jaguaruna";643;340;510;764;"De 10 a 20 mil"
2205201;"PI";"Jaicós";230;63;150;289;"De 10 a 20 mil"
2917904;"BA";"Jandaíra";187;51;116;225;"De 10 a 20 mil"
2803302;"SE";"Japaratuba";293;102;177;340;"De 10 a 20 mil"
2803401;"SE";"Japoatã";245;92;162;267;"De 10 a 20 mil"
2607950;"PE";"Jaqueira";205;83;142;245;"De 10 a 20 mil"
4112504;"PR";"Jardim Alegre";423;150;280;510;"De 10 a 20 mil"
2405603;"RN";"Jardim de Piranhas";293;133;228;356;"De 10 a 20 mil"
2405702;"RN";"Jardim do Seridó";385;162;270;500;"De 10 a 20 mil"
4112702;"PR";"Jataizinho";467;204;340;533;"De 10 a 20 mil"
2608008;"PE";"Jataúba";234;78;162;305;"De 10 a 20 mil"
2608057;"PE";"Jatobá";324;90;195;393;"De 10 a 20 mil"
5105002;"MT";"Jauru";464;170;300;510;"De 10 a 20 mil"
2105476;"MA";"Jenipapo dos Vieiras";161;30;102;204;"De 10 a 20 mil"
3135506;"MG";"Jequeri";324;102;217;403;"De 10 a 20 mil"
2703759;"AL";"Jequiá da Praia";207;83;134;241;"De 10 a 20 mil"
3203106;"ES";"Jerônimo Monteiro";504;171;333;525;"De 10 a 20 mil"
2307254;"CE";"Jijoca de Jericoacoara";293;85;170;337;"De 10 a 20 mil"
2918209;"BA";"Jiquiriçá";234;79;153;285;"De 10 a 20 mil"
2918308;"BA";"Jitaúna";242;80;150;272;"De 10 a 20 mil"
3136009;"MG";"Joaíma";265;86;170;305;"De 10 a 20 mil"
3525508;"SP";"Joanópolis";607;267;444;667;"De 10 a 20 mil"
3203130;"ES";"João Neiva";665;255;475;795;"De 10 a 20 mil"
2608206;"PE";"Joaquim Nabuco";240;100;167;283;"De 10 a 20 mil"
2205409;"PI";"Joaquim Pires";167;32;102;212;"De 10 a 20 mil"
4112801;"PR";"Joaquim Távora";566;255;408;610;"De 10 a 20 mil"
3136504;"MG";"Jordânia";317;118;200;364;"De 10 a 20 mil"
2105609;"MA";"Joselândia";207;50;128;255;"De 10 a 20 mil"
2507705;"PB";"Juazeirinho";234;80;161;290;"De 10 a 20 mil"
2608255;"PE";"Jucati";192;47;125;255;"De 10 a 20 mil"
2918456;"BA";"Jucuruçu";227;73;150;271;"De 10 a 20 mil"
2406106;"RN";"Jucurutu";278;117;203;340;"De 10 a 20 mil"
4311205;"RS";"Júlio de Castilhos";617;200;370;625;"De 10 a 20 mil"
3526001;"SP";"Junqueirópolis";669;300;510;750;"De 10 a 20 mil"
2608305;"PE";"Jupi";236;62;145;303;"De 10 a 20 mil"
3526100;"SP";"Juquiá";425;160;275;510;"De 10 a 20 mil"
2608404;"PE";"Jurema";205;50;128;255;"De 10 a 20 mil"
2507903;"PB";"Juripiranga";220;75;156;270;"De 10 a 20 mil"
1302207;"AM";"Juruá";202;52;103;213;"De 10 a 20 mil"
5105176;"MT";"Juruena";372;164;269;463;"De 10 a 20 mil"
5105200;"MT";"Juscimeira";499;204;355;550;"De 10 a 20 mil"
2918506;"BA";"Jussara";210;58;132;255;"De 10 a 20 mil"
5212204;"GO";"Jussara";600;250;378;599;"De 10 a 20 mil"
1302306;"AM";"Jutaí";211;40;100;184;"De 10 a 20 mil"
3137007;"MG";"Ladainha";212;62;128;255;"De 10 a 20 mil"
5005202;"MS";"Ladário";487;151;280;568;"De 10 a 20 mil"
2105807;"MA";"Lago do Junco";183;43;102;212;"De 10 a 20 mil"
2105906;"MA";"Lago Verde";172;50;122;207;"De 10 a 20 mil"
2704104;"AL";"Lagoa da Canoa";197;65;130;255;"De 10 a 20 mil"
1711902;"TO";"Lagoa da Confusão";393;130;255;458;"De 10 a 20 mil"
2608453;"PE";"Lagoa do Carro";261;107;177;326;"De 10 a 20 mil"
2105922;"MA";"Lagoa do Mato";184;36;125;255;"De 10 a 20 mil"
2608602;"PE";"Lagoa do Ouro";193;60;127;255;"De 10 a 20 mil"
2608701;"PE";"Lagoa dos Gatos";220;74;150;272;"De 10 a 20 mil"
3137403;"MG";"Lagoa Dourada";393;161;268;478;"De 10 a 20 mil"
3137502;"MG";"Lagoa Formosa";583;255;415;625;"De 10 a 20 mil"
2105963;"MA";"Lagoa Grande do Maranhão";143;28;92;185;"De 10 a 20 mil"
2406502;"RN";"Lagoa Nova";210;54;136;267;"De 10 a 20 mil"
2918753;"BA";"Lagoa Real";197;71;140;255;"De 10 a 20 mil"
2406700;"RN";"Lajes";296;102;189;340;"De 10 a 20 mil"
3137700;"MG";"Lajinha";439;168;288;510;"De 10 a 20 mil"
3137809;"MG";"Lambari";526;200;340;540;"De 10 a 20 mil"
3203163;"ES";"Laranja da Terra";382;128;255;500;"De 10 a 20 mil"
4209607;"SC";"Lauro Muller";615;322;508;750;"De 10 a 20 mil"
4209706;"SC";"Lebon Régis";394;156;255;500;"De 10 a 20 mil"
2919306;"BA";"Lençóis";325;89;170;336;"De 10 a 20 mil"
2919405;"BA";"Licínio de Almeida";267;102;199;340;"De 10 a 20 mil"
2106003;"MA";"Lima Campos";269;85;172;324;"De 10 a 20 mil"
3138609;"MG";"Lima Duarte";491;170;317;510;"De 10 a 20 mil"
4209904;"SC";"Lontras";675;375;547;800;"De 10 a 20 mil"
2106102;"MA";"Loreto";207;46;129;255;"De 10 a 20 mil"
3527405;"SP";"Lucélia";626;276;458;683;"De 10 a 20 mil"
2508604;"PB";"Lucena";246;88;156;260;"De 10 a 20 mil"
3527603;"SP";"Luís Antônio";570;255;425;700;"De 10 a 20 mil"
4210001;"SC";"Luiz Alves";821;400;600;863;"De 10 a 20 mil"
3138807;"MG";"Luz";607;255;411;633;"De 10 a 20 mil"
2919603;"BA";"Macajuba";191;45;120;255;"De 10 a 20 mil"
2919702;"BA";"Macarani";325;128;227;363;"De 10 a 20 mil"
3528007;"SP";"Macatuba";659;308;476;718;"De 10 a 20 mil"
2609105;"PE";"Machados";241;103;170;301;"De 10 a 20 mil"
2307635;"CE";"Madalena";206;56;135;255;"De 10 a 20 mil"
2919926;"BA";"Madre de Deus";453;154;293;528;"De 10 a 20 mil"
2106300;"MA";"Magalhães de Almeida";180;37;115;216;"De 10 a 20 mil"
2920106;"BA";"Mairi";261;84;165;330;"De 10 a 20 mil"
2704401;"AL";"Major Isidoro";236;73;140;266;"De 10 a 20 mil"
