"Codigo";"UF";"Municipio";"Total";"Ate70R$";"Ate1/4";"Ate1/2";"Ate60%";"Classe"
5107354;"MT";"São José do Xingu";1192;8,81;21,39;44,8;35,82;"De 5 a 10 mil"
2111250;"MA";"São José dos Basílios";632;45,41;64,08;85,44;78,32;"De 5 a 10 mil"
2514453;"PB";"São José dos Ramos";2618;29,07;50,53;81,44;75,17;"De 5 a 10 mil"
2210300;"PI";"São Julião";1733;23,77;44,72;72,88;63,76;"De 5 a 10 mil"
1400605;"RR";"São Luiz";938;20,79;47,97;81,13;77,19;"De 5 a 10 mil"
2514909;"PB";"São Mamede";1762;13,45;34,28;69,47;58,68;"De 5 a 10 mil"
4319109;"RS";"São Martinho";720;4,58;11,53;32,36;27,08;"De 5 a 10 mil"
4319158;"RS";"São Miguel das Missões";1398;10,01;23,89;53,72;46,49;"De 5 a 10 mil"
2515005;"PB";"São Miguel de Taipu";3027;34,06;55,34;83,58;76,35;"De 5 a 10 mil"
3163805;"MG";"São Miguel do Anta";2145;12,07;35,43;63,73;56,78;"De 5 a 10 mil"
2412559;"RN";"São Miguel do Gostoso";996;45,08;62,45;86,24;76,91;"De 5 a 10 mil"
2708709;"AL";"São Miguel dos Milagres";512;40,63;64,45;88,09;84,57;"De 5 a 10 mil"
4319208;"RS";"São Nicolau";240;21,67;32,08;64,58;60,83;"De 5 a 10 mil"
4319307;"RS";"São Paulo das Missões";247;13,77;17,81;43,72;38,87;"De 5 a 10 mil"
2412708;"RN";"São Pedro";1600;21,06;43,94;76,31;68,5;"De 5 a 10 mil"
3163904;"MG";"São Pedro da União";1384;1,45;13,8;44,36;35,33;"De 5 a 10 mil"
4125753;"PR";"São Pedro do Iguaçu";1173;3,32;9,63;30,52;24,64;"De 5 a 10 mil"
3164100;"MG";"São Pedro do Suaçuí";2067;11,22;30,14;66,72;55,15;"De 5 a 10 mil"
3550506;"SP";"São Pedro do Turvo";1634;2,08;11,38;44,74;32,93;"De 5 a 10 mil"
3164001;"MG";"São Pedro dos Ferros";732;1,64;22,4;58,47;48,09;"De 5 a 10 mil"
2412807;"RN";"São Rafael";1240;30,32;45,97;75,16;67,34;"De 5 a 10 mil"
2111631;"MA";"São Raimundo do Doca Bezerra";1329;48,46;71,93;90,44;87,28;"De 5 a 10 mil"
2111672;"MA";"São Roberto";2001;50,92;72,96;91,45;88,61;"De 5 a 10 mil"
3164308;"MG";"São Roque de Minas";1721;2,44;13,02;42,13;32,19;"De 5 a 10 mil"
4126009;"PR";"São Sebastião da Amoreira";794;NA;8,06;36,52;23,8;"De 5 a 10 mil"
3305307;"RJ";"São Sebastião do Alto";2609;5,44;26,26;67,65;56,31;"De 5 a 10 mil"
3164472;"MG";"São Sebastião do Anta";1136;16,81;37,32;67,17;59,68;"De 5 a 10 mil"
3164605;"MG";"São Sebastião do Oeste";976;0,61;8,61;30,02;24,18;"De 5 a 10 mil"
3165206;"MG";"São Thomé das Letras";918;4,68;17,86;52,4;42,81;"De 5 a 10 mil"
3165107;"MG";"São Tomás de Aquino";1343;0,22;10,05;36,19;26,88;"De 5 a 10 mil"
4126108;"PR";"São Tomé";624;1,28;6,25;24,68;17,47;"De 5 a 10 mil"
2413003;"RN";"São Vicente";550;20,73;49,45;80,91;74;"De 5 a 10 mil"
3165305;"MG";"São Vicente de Minas";996;32,43;54,72;77,91;72,69;"De 5 a 10 mil"
4319802;"RS";"São Vicente do Sul";1209;3,97;17,04;51,61;42,76;"De 5 a 10 mil"
4126207;"PR";"Sapopema";1674;9,92;30,05;63,2;53,94;"De 5 a 10 mil"
1507755;"PA";"Sapucaia";1009;14,47;34,09;58,47;53,32;"De 5 a 10 mil"
3165404;"MG";"Sapucaí-Mirim";161;NA;31,06;55,28;50,31;"De 5 a 10 mil"
3551108;"SP";"Sarapuí";536;3,36;16,98;51,49;40,67;"De 5 a 10 mil"
3165503;"MG";"Sardoá";2120;15,14;33,87;69,62;61,65;"De 5 a 10 mil"
4126272;"PR";"Saudade do Iguaçu";1509;6,63;14,91;43,41;35,45;"De 5 a 10 mil"
4217303;"SC";"Saudades";380;3,68;11,58;26,32;24,74;"De 5 a 10 mil"
4320263;"RS";"Segredo";2501;13,67;31,31;57,42;48,86;"De 5 a 10 mil"
5007802;"MS";"Selvíria";1136;1,76;9,86;46,39;31,95;"De 5 a 10 mil"
3165578;"MG";"Senador Amaral";595;13,61;40,34;66,22;58,99;"De 5 a 10 mil"
2413102;"RN";"Senador Elói de Souza";681;51,69;65,93;88,4;85,17;"De 5 a 10 mil"
3165701;"MG";"Senador Firmino";1366;7,03;25,62;63,25;53,29;"De 5 a 10 mil"
2312809;"CE";"Senador Sá";1642;57,06;73,02;91,41;87,58;"De 5 a 10 mil"
3166006;"MG";"Senhora de Oliveira";1182;17,68;36,13;71,49;62,01;"De 5 a 10 mil"
4320354;"RS";"Sentinela do Sul";1006;6,66;20,97;53,28;42,35;"De 5 a 10 mil"
3166303;"MG";"Sericita";3189;17,22;43,02;71,34;65,69;"De 5 a 10 mil"
2413300;"RN";"Serra de São Bento";1737;39,44;57,4;78,18;74,15;"De 5 a 10 mil"
3166709;"MG";"Serra dos Aimorés";697;4,3;29,56;59,4;51,36;"De 5 a 10 mil"
2413409;"RN";"Serra Negra do Norte";1694;14,94;32,88;68,06;60,15;"De 5 a 10 mil"
2515807;"PB";"Serra Redonda";2839;27,69;46,21;72,28;64,56;"De 5 a 10 mil"
3166907;"MG";"Serrania";195;4,62;21,03;48,72;39,49;"De 5 a 10 mil"
5220504;"GO";"Serranópolis";1567;0,89;4,02;26,74;15,51;"De 5 a 10 mil"
2515906;"PB";"Serraria";2311;40,33;63,35;85,94;78,71;"De 5 a 10 mil"
2413508;"RN";"Serrinha";2457;36,1;53,48;78,88;73,22;"De 5 a 10 mil"
4126405;"PR";"Sertaneja";336;NA;5,36;38,1;23,51;"De 5 a 10 mil"
4320503;"RS";"Sertão";1927;2,23;9,08;24,55;19,51;"De 5 a 10 mil"
4320552;"RS";"Sertão Santana";561;12,48;27,63;49,91;44,74;"De 5 a 10 mil"
2413607;"RN";"Severiano Melo";1005;25,27;49,45;76,42;70,65;"De 5 a 10 mil"
2210656;"PI";"Sigefredo Pacheco";3096;30,23;51,74;81,07;74,55;"De 5 a 10 mil"
1720655;"TO";"Silvanópolis";1114;12,12;33,84;64,09;54,76;"De 5 a 10 mil"
3552007;"SP";"Silveiras";523;4,78;23,9;61,95;55,26;"De 5 a 10 mil"
1304005;"AM";"Silves";4010;40,2;66,63;87,66;83,84;"De 5 a 10 mil"
3167400;"MG";"Silvianópolis";372;0,54;12,63;40,32;25,81;"De 5 a 10 mil"
5220686;"GO";"Simolândia";975;22,46;45,13;76,92;70,26;"De 5 a 10 mil"
2807204;"SE";"Siriri";1735;19,6;46,4;77,35;70,66;"De 5 a 10 mil"
2413706;"RN";"Sítio Novo";1232;32,47;51,14;78,49;71,92;"De 5 a 10 mil"
1720804;"TO";"Sítio Novo do Tocantins";1400;32,43;52,5;79,64;74,86;"De 5 a 10 mil"
2515971;"PB";"Sobrado";3976;20,67;42,45;74,45;65,74;"De 5 a 10 mil"
3167707;"MG";"Sobrália";1584;9,03;28,09;62,94;52,78;"De 5 a 10 mil"
3167806;"MG";"Soledade de Minas";614;5,05;14,33;48,7;38,11;"De 5 a 10 mil"
2614402;"PE";"Solidão";2771;36,45;53,99;77,63;71,42;"De 5 a 10 mil"
3552304;"SP";"Sud Mennucci";221;NA;7,24;31,67;26,24;"De 5 a 10 mil"
2210938;"PI";"Sussuapara";217;12,44;18,89;56,68;52,07;"De 5 a 10 mil"
5107941;"MT";"Tabaporã";2571;3,89;12,84;39,21;30,46;"De 5 a 10 mil"
3552908;"SP";"Taciba";623;1,28;9,15;31,94;25,68;"De 5 a 10 mil"
3553104;"SP";"Taiaçu";416;NA;5,53;27,16;19,71;"De 5 a 10 mil"
3553203;"SP";"Taiúva";165;4,85;8,48;36,36;33,94;"De 5 a 10 mil"
4217907;"SC";"Tangará";1956;2,76;9,76;29,81;21,32;"De 5 a 10 mil"
2709004;"AL";"Tanque d'Arca";2545;29,82;54,85;81,49;74,81;"De 5 a 10 mil"
2931103;"BA";"Tanquinho";1236;14,48;36,73;73,79;65,29;"De 5 a 10 mil"
4126900;"PR";"Tapira";913;0,88;5,91;31,11;21,14;"De 5 a 10 mil"
3553500;"SP";"Tapiraí";718;8,77;32,03;60,03;50,14;"De 5 a 10 mil"
3553856;"SP";"Taquarivaí";436;2,29;25;56,65;46,79;"De 5 a 10 mil"
3553906;"SP";"Tarabai";205;6,83;25,37;63,9;60;"De 5 a 10 mil"
2313252;"CE";"Tarrafas";4628;41,31;57,63;78,76;72,49;"De 5 a 10 mil"
2112001;"MA";"Tasso Fragoso";1843;39,45;56,27;81,82;75,75;"De 5 a 10 mil"
4321352;"RS";"Tavares";512;7,23;22,85;44,73;37,3;"De 5 a 10 mil"
2414100;"RN";"Tenente Ananias";1924;30,82;50,42;81,86;73,34;"De 5 a 10 mil"
2414159;"RN";"Tenente Laurentino Cruz";393;29,52;48,35;74,81;69,47;"De 5 a 10 mil"
2931400;"BA";"Teodoro Sampaio";1148;30,84;48,78;79,01;72,3;"De 5 a 10 mil"
2615102;"PE";"Terezinha";2413;34,36;55,66;83,01;75,59;"De 5 a 10 mil"
5221197;"GO";"Terezópolis de Goiás";343;NA;18,95;61,81;45,48;"De 5 a 10 mil"
4321436;"RS";"Terra de Areia";163;4,91;14,72;38,04;34,97;"De 5 a 10 mil"
2615201;"PE";"Terra Nova";1724;42,29;62,88;83,35;77,9;"De 5 a 10 mil"
3554409;"SP";"Terra Roxa";214;NA;6,54;24,77;15,89;"De 5 a 10 mil"
4218103;"SC";"Timbé do Sul";374;9,89;15,78;37,17;26,47;"De 5 a 10 mil"
4218251;"SC";"Timbó Grande";1558;16,11;40,37;77,09;65,98;"De 5 a 10 mil"
3168804;"MG";"Tiradentes";364;1,37;8,79;46,15;38,46;"De 5 a 10 mil"
4321477;"RS";"Tiradentes do Sul";2881;8,54;22,46;43,04;37;"De 5 a 10 mil"
3168903;"MG";"Tiros";1230;5,53;12,6;42,03;30,98;"De 5 a 10 mil"
1721109;"TO";"Tocantínia";2385;47,63;71,49;90,36;86,54;"De 5 a 10 mil"
3169109;"MG";"Toledo";319;6,27;22,57;58,31;44,83;"De 5 a 10 mil"
4127809;"PR";"Tomazina";2758;4,1;17,4;48,73;37,56;"De 5 a 10 mil"
3169208;"MG";"Tombos";1242;5,72;33,9;64,25;57,97;"De 5 a 10 mil"
3554706;"SP";"Torrinha";284;NA;1,41;18,31;10,92;"De 5 a 10 mil"
3554904;"SP";"Três Fronteiras";618;NA;1,78;23,3;18,45;"De 5 a 10 mil"
4218400;"SC";"Treze de Maio";768;0,52;2,47;20,83;14,84;"De 5 a 10 mil"
4218509;"SC";"Treze Tílias";227;1,76;17,18;45,37;37;"De 5 a 10 mil"
4321956;"RS";"Trindade do Sul";578;25,78;39,27;60,38;52,08;"De 5 a 10 mil"
2516805;"PB";"Triunfo";3730;28,07;40,67;68,9;63,97;"De 5 a 10 mil"
4218608;"SC";"Trombudo Central";197;NA;2,54;19,8;13,2;"De 5 a 10 mil"
4322103;"RS";"Tucunduva";129;3,88;12,4;33,33;21,71;"De 5 a 10 mil"
2112274;"MA";"Tufilândia";300;36,33;52,33;82;75;"De 5 a 10 mil"
3554953;"SP";"Tuiuti";195;NA;6,67;25,64;16,92;"De 5 a 10 mil"
3169505;"MG";"Tumiritinga";1216;9,29;33,31;67,35;57,65;"De 5 a 10 mil"
4127882;"PR";"Tunas do Paraná";450;0,89;19,33;57,56;49,78;"De 5 a 10 mil"
4127908;"PR";"Tuneiras do Oeste";1528;1,77;9,29;35,08;26,05;"De 5 a 10 mil"
4322301;"RS";"Tuparendi";522;3,83;12,26;29,31;20,69;"De 5 a 10 mil"
2615904;"PE";"Tuparetama";1504;28,13;47,74;71,08;65,76;"De 5 a 10 mil"
4127957;"PR";"Tupãssi";926;1,51;10,15;38,55;28,4;"De 5 a 10 mil"
3555356;"SP";"Ubarana";225;NA;3,11;19,56;16;"De 5 a 10 mil"
3555604;"SP";"Uchoa";79;NA;6,33;36,71;25,32;"De 5 a 10 mil"
1400704;"RR";"Uiramutã";2831;64,39;80,04;92,72;90,22;"De 5 a 10 mil"
2313708;"CE";"Umari";2760;36,01;56,41;81,99;77,14;"De 5 a 10 mil"
2517001;"PB";"Umbuzeiro";4861;34,73;54,54;79,72;74,72;"De 5 a 10 mil"
3555802;"SP";"Urânia";754;1,06;3,45;27,19;17,11;"De 5 a 10 mil"
1101757;"RO";"Vale do Anari";5927;16,94;38,69;68,84;62,44;"De 5 a 10 mil"
1101807;"RO";"Vale do Paraíso";5334;12,32;30,09;57,97;49,93;"De 5 a 10 mil"
4322541;"RS";"Vale Real";76;5,26;5,26;15,79;11,84;"De 5 a 10 mil"
3556354;"SP";"Vargem";93;NA;9,68;20,43;16,13;"De 5 a 10 mil"
3170578;"MG";"Vargem Alegre";1072;7,18;24,53;56,62;45,34;"De 5 a 10 mil"
3170750;"MG";"Varjão de Minas";599;6,18;16,53;49,58;39,07;"De 5 a 10 mil"
3306156;"RJ";"Varre-Sai";2440;4,26;31,72;67,91;60,41;"De 5 a 10 mil"
2414704;"RN";"Várzea";630;21,43;45,08;72,38;65,24;"De 5 a 10 mil"
2933109;"BA";"Várzea do Poço";1064;33,65;54,61;77,54;69,08;"De 5 a 10 mil"
2933174;"BA";"Varzedo";2304;29,77;49,18;74,35;68,32;"De 5 a 10 mil"
4128534;"PR";"Ventania";1679;4,71;19,3;59,8;50,03;"De 5 a 10 mil"
4128559;"PR";"Vera Cruz do Oeste";1605;4,3;14,95;45,05;34,83;"De 5 a 10 mil"
2616100;"PE";"Verdejante";2322;35,49;56,76;81,96;76,96;"De 5 a 10 mil"
3171030;"MG";"Verdelândia";2859;16,86;43,83;77,86;71,04;"De 5 a 10 mil"
4128609;"PR";"Verê";2426;5,28;16,16;41,14;32,52;"De 5 a 10 mil"
2933257;"BA";"Vereda";1821;9,72;31,58;66,89;57,33;"De 5 a 10 mil"
3171071;"MG";"Veredinha";1504;23,4;39,69;65,63;58,44;"De 5 a 10 mil"
2616183;"PE";"Vertente do Lério";3833;21,81;42,13;75,58;67,31;"De 5 a 10 mil"
4322905;"RS";"Viadutos";545;9,91;24,77;44,77;38,53;"De 5 a 10 mil"
4323101;"RS";"Vicente Dutra";756;21,43;37,43;63,49;58,73;"De 5 a 10 mil"
5008404;"MS";"Vicentina";1492;0,4;7,44;34,85;25,27;"De 5 a 10 mil"
5222054;"GO";"Vicentinópolis";760;1,84;3,29;26,71;18,82;"De 5 a 10 mil"
4219200;"SC";"Vidal Ramos";2170;2,76;15,81;41,43;33,27;"De 5 a 10 mil"
2517209;"PB";"Vieirópolis";1458;33,88;49,86;76,27;68,04;"De 5 a 10 mil"
3205150;"ES";"Vila Pavão";4406;9,24;25,44;54,31;45,14;"De 5 a 10 mil"
5222302;"GO";"Vila Propício";1816;5,84;18,89;50,94;40,64;"De 5 a 10 mil"
3171709;"MG";"Virgínia";3031;9,67;32,1;66,31;57,57;"De 5 a 10 mil"
3171907;"MG";"Virgolândia";1432;19,55;40,99;69,9;63,41;"De 5 a 10 mil"
3556909;"SP";"Vista Alegre do Alto";373;NA;NA;13,67;12,6;"De 5 a 10 mil"
4219358;"SC";"Vitor Meireles";507;9,66;36,29;69,03;57,99;"De 5 a 10 mil"
4128708;"PR";"Vitorino";676;0,59;9,02;30,18;22,93;"De 5 a 10 mil"
3172103;"MG";"Volta Grande";652;5,21;26,99;62,27;52,76;"De 5 a 10 mil"
2933406;"BA";"Wagner";1163;29,66;53,74;82,55;77,56;"De 5 a 10 mil"
4128807;"PR";"Xambrê";1454;1,1;5,43;34,32;25,1;"De 5 a 10 mil"
5200100;"GO";"Abadiânia";2387;1,13;9,55;41,47;31,63;"De 10 a 20 mil"
2300101;"CE";"Abaiara";3443;21,49;47,11;78,94;72,87;"De 10 a 20 mil"
2900207;"BA";"Abaré";3279;39,1;62,98;87,89;80,79;"De 10 a 20 mil"
4200101;"SC";"Abelardo Luz";5916;15,21;33,38;61,14;53,09;"De 10 a 20 mil"
3100302;"MG";"Abre Campo";5129;13,71;37,41;67,48;58,53;"De 10 a 20 mil"
2900306;"BA";"Acajutiba";2546;41,32;66,1;88,77;84,76;"De 10 a 20 mil"
2300150;"CE";"Acarape";1741;32,45;53,3;86,56;78,46;"De 10 a 20 mil"
2400109;"RN";"Acari";1133;5,56;24,71;65,58;57,55;"De 10 a 20 mil"
1200013;"AC";"Acrelândia";5944;23,69;47,26;75,22;68,78;"De 10 a 20 mil"
3100500;"MG";"Açucena";3910;10,28;32,4;65,52;56,98;"De 10 a 20 mil"
2900355;"BA";"Adustina";6654;39,51;58,54;80,9;76,16;"De 10 a 20 mil"
2400307;"RN";"Afonso Bezerra";1944;32,41;54,32;82,92;76,59;"De 10 a 20 mil"
2600203;"PE";"Afrânio";8687;36,01;56,19;81,6;76,53;"De 10 a 20 mil"
3100609;"MG";"Água Boa";5323;21,32;47,25;75,88;69,57;"De 10 a 20 mil"
2200202;"PI";"Água Branca";690;25,8;44,64;76,96;73,48;"De 10 a 20 mil"
2700102;"AL";"Água Branca";7283;44,65;64,9;87,15;81,31;"De 10 a 20 mil"
5000203;"MS";"Água Clara";3349;0,69;4,78;33,05;23,71;"De 10 a 20 mil"
2100154;"MA";"Água Doce do Maranhão";3068;40,06;59,29;86,34;78,46;"De 10 a 20 mil"
3200169;"ES";"Água Doce do Norte";4009;16,14;35,2;67,47;58,62;"De 10 a 20 mil"
2900405;"BA";"Água Fria";6061;35,65;56,99;82,53;76,11;"De 10 a 20 mil"
3500501;"SP";"Águas de Lindóia";279;0,72;4,66;32,62;24,01;"De 10 a 20 mil"
3100906;"MG";"Águas Formosas";3454;29,3;48,84;78,4;73,1;"De 10 a 20 mil"
3101003;"MG";"Águas Vermelhas";1292;19,97;41,56;77,48;68,65;"De 10 a 20 mil"
4300109;"RS";"Agudo";2758;4,71;14,87;32,92;28,75;"De 10 a 20 mil"
2300408;"CE";"Aiuaba";7351;45,61;65,38;86,31;81,58;"De 10 a 20 mil"
2500403;"PB";"Alagoa Nova";7878;33,21;54,48;80,57;74,32;"De 10 a 20 mil"
2500502;"PB";"Alagoinha";2718;21,38;41,94;75,94;68,62;"De 10 a 20 mil"
2600609;"PE";"Alagoinha";4246;28,76;48,49;76,61;68,86;"De 10 a 20 mil"
2300507;"CE";"Alcântaras";5057;29,19;48,92;77,46;69,78;"De 10 a 20 mil"
2400505;"RN";"Alexandria";2422;33,9;50,7;80,68;73,2;"De 10 a 20 mil"
3200300;"ES";"Alfredo Chaves";1163;11,69;27,77;54,26;47,21;"De 10 a 20 mil"
2500601;"PB";"Alhandra";2224;19,24;42,36;83,32;75,58;"De 10 a 20 mil"
3101904;"MG";"Alpinópolis";1823;2,36;15,91;48,88;36,09;"De 10 a 20 mil"
2100402;"MA";"Altamira do Maranhão";2810;36,76;65,77;88,51;84,48;"De 10 a 20 mil"
3102001;"MG";"Alterosa";2781;1,73;20,21;50,77;41,46;"De 10 a 20 mil"
3501004;"SP";"Altinópolis";1326;1,73;7,16;41,25;32,81;"De 10 a 20 mil"
1400050;"RR";"Alto Alegre";2064;27,42;57,03;81,44;75,63;"De 10 a 20 mil"
1100379;"RO";"Alto Alegre dos Parecis";7362;19,67;41,18;69,56;61,45;"De 10 a 20 mil"
5100300;"MT";"Alto Araguaia";1737;2,82;11,57;40,3;30,92;"De 10 a 20 mil"
2400703;"RN";"Alto do Rodrigues";193;7,25;24,35;59,07;47,15;"De 10 a 20 mil"
5100409;"MT";"Alto Garças";878;0,68;1,71;26,88;17,65;"De 10 a 20 mil"
2200301;"PI";"Alto Longá";4757;40,95;60,04;84,99;78,37;"De 10 a 20 mil"
5100508;"MT";"Alto Paraguai";3137;3,95;28,63;60,47;52,66;"De 10 a 20 mil"
1100403;"RO";"Alto Paraíso";8797;11,69;31,84;63,51;54,46;"De 10 a 20 mil"
4100608;"PR";"Alto Paraná";1699;0,18;6,83;37,96;30,55;"De 10 a 20 mil"
2100501;"MA";"Alto Parnaíba";3191;36,45;61,7;83,11;77,69;"De 10 a 20 mil"
4100707;"PR";"Alto Piquiri";1007;0,79;13,9;49,55;37,93;"De 10 a 20 mil"
3102100;"MG";"Alto Rio Doce";5137;18,22;37,82;67,06;59,2;"De 10 a 20 mil"
2300705;"CE";"Alto Santo";4661;29,22;49,52;80;74,15;"De 10 a 20 mil"
3501152;"SP";"Alumínio";104;1,92;14,42;40,38;28,85;"De 10 a 20 mil"
1300029;"AM";"Alvarães";4368;31,62;72,73;92,65;89,81;"De 10 a 20 mil"
3102308;"MG";"Alvinópolis";2807;4,77;22,05;54,68;46,13;"De 10 a 20 mil"
4100806;"PR";"Alvorada do Sul";1756;13,1;32,52;65,15;55,81;"De 10 a 20 mil"
1100346;"RO";"Alvorada D'Oeste";6846;12,77;31,83;64,04;57,13;"De 10 a 20 mil"
2200509;"PI";"Amarante";5024;42,58;58,26;79,42;73,69;"De 10 a 20 mil"
2901155;"BA";"América Dourada";2518;34,35;59,49;84,31;79,31;"De 10 a 20 mil"
4101002;"PR";"Ampére";1558;5,65;17,39;46,6;36,39;"De 10 a 20 mil"
2700201;"AL";"Anadia";2666;27,72;52,7;79,97;74,04;"De 10 a 20 mil"
1300086;"AM";"Anamã";4659;42,2;61,04;85,43;79,57;"De 10 a 20 mil"
2100808;"MA";"Anapurus";3173;45,67;67,92;89,57;84,81;"De 10 a 20 mil"
2901304;"BA";"Andaraí";2923;37,32;58,81;85,43;78,48;"De 10 a 20 mil"
2901353;"BA";"Andorinha";6223;32,15;50,46;77,52;71,08;"De 10 a 20 mil"
3102803;"MG";"Andrelândia";2023;4,99;28,72;62,78;52,35;"De 10 a 20 mil"
2601003;"PE";"Angelim";2532;36,41;58,89;81,28;75,04;"De 10 a 20 mil"
2901403;"BA";"Angical";4700;26,26;46,7;75,94;68,3;"De 10 a 20 mil"
2400802;"RN";"Angicos";810;12,47;34,81;71,23;63,58;"De 10 a 20 mil"
2901502;"BA";"Anguera";3674;14,67;42,05;77,93;68,92;"De 10 a 20 mil"
1300102;"AM";"Anori";6106;43,47;75,5;92,68;91,29;"De 10 a 20 mil"
2901601;"BA";"Antas";1793;18,35;45,34;78,14;70,11;"De 10 a 20 mil"
4101200;"PR";"Antonina";526;10,84;30,42;65,02;57,98;"De 10 a 20 mil"
2901700;"BA";"Antônio Cardoso";4476;26,03;48,41;78,98;72,7;"De 10 a 20 mil"
3102902;"MG";"Antônio Carlos";1966;6,92;26,91;64,5;55,75;"De 10 a 20 mil"
2901809;"BA";"Antônio Gonçalves";1536;23,44;46,74;74,41;68,29;"De 10 a 20 mil"
4300802;"RS";"Antônio Prado";299;1,67;7,36;24,08;21,74;"De 10 a 20 mil"
3300159;"RJ";"Aperibé";980;1,33;7,55;44,59;35,41;"De 10 a 20 mil"
2100832;"MA";"Apicum-Açu";3692;37,46;63,43;85,46;81,93;"De 10 a 20 mil"
2901908;"BA";"Aporá";2279;50,94;70,56;87,93;83,63;"De 10 a 20 mil"
1300144;"AM";"Apuí";6509;15,03;34,29;74,27;66,2;"De 10 a 20 mil"
2300903;"CE";"Apuiarés";2529;39,98;64,22;83,87;80,15;"De 10 a 20 mil"
2500809;"PB";"Araçagi";7250;37,48;54,61;80,29;73,67;"De 10 a 20 mil"
3502754;"SP";"Araçariguama";920;2,5;11,3;40;32,17;"De 10 a 20 mil"
2902054;"BA";"Araças";2665;29,38;50,84;81,24;73,7;"De 10 a 20 mil"
2902005;"BA";"Aracatu";9544;17,66;35,54;66,62;59,5;"De 10 a 20 mil"
2601052;"PE";"Araçoiaba";3055;20;51,91;83,5;77,28;"De 10 a 20 mil"
5201702;"GO";"Aragarças";490;3,88;14,9;44,29;26,33;"De 10 a 20 mil"
2100873;"MA";"Araguanã";4810;40,56;69,94;93,26;88,07;"De 10 a 20 mil"
5001243;"MS";"Aral Moreira";2911;6,73;23,81;59,05;49,19;"De 10 a 20 mil"
2902203;"BA";"Aramari";2636;19,08;44,16;75,3;68,21;"De 10 a 20 mil"
5101258;"MT";"Araputanga";2390;2,34;9,87;36,32;28,87;"De 10 a 20 mil"
2500908;"PB";"Arara";3604;29,08;51,25;80,88;72,75;"De 10 a 20 mil"
2301257;"CE";"Ararendá";2180;45,92;62,84;82,02;77,06;"De 10 a 20 mil"
2501005;"PB";"Araruna";6044;46,43;63,35;85,01;80,03;"De 10 a 20 mil"
4101705;"PR";"Araruna";2367;1,23;9,93;38,19;27,63;"De 10 a 20 mil"
2902252;"BA";"Arataca";2831;17,41;49,21;81,99;73,83;"De 10 a 20 mil"
2301406;"CE";"Aratuba";3595;32,43;57,02;82,81;75,16;"De 10 a 20 mil"
2800407;"SE";"Arauá";2001;30,83;58,02;83,76;78,41;"De 10 a 20 mil"
3104304;"MG";"Areado";1232;0,81;8,52;35,8;26,46;"De 10 a 20 mil"
3300225;"RJ";"Areal";324;8,64;24,38;59,88;45,06;"De 10 a 20 mil"
2800506;"SE";"Areia Branca";1221;19,66;45,78;77,97;67,24;"De 10 a 20 mil"
3503604;"SP";"Areiópolis";21;NA;NA;42,86;42,86;"De 10 a 20 mil"
5101308;"MT";"Arenápolis";965;6,32;19,69;49,53;38,76;"De 10 a 20 mil"
2401206;"RN";"Arês";1054;25,05;46,2;82,64;74,29;"De 10 a 20 mil"
3104502;"MG";"Arinos";5516;25,34;50,38;78,06;70,54;"De 10 a 20 mil"
5101407;"MT";"Aripuanã";4647;8,05;20,62;49,95;40,78;"De 10 a 20 mil"
2501302;"PB";"Aroeiras";8631;35,06;54,66;80,06;73,73;"De 10 a 20 mil"
1702406;"TO";"Arraias";2202;18,94;41,01;69,66;61,31;"De 10 a 20 mil"
4301008;"RS";"Arroio do Meio";83;1,2;1,2;16,87;14,46;"De 10 a 20 mil"
4301206;"RS";"Arroio do Tigre";2437;11,98;26,14;51,05;45,42;"De 10 a 20 mil"
4301107;"RS";"Arroio dos Ratos";412;0,24;2,67;33,25;16,75;"De 10 a 20 mil"
4301305;"RS";"Arroio Grande";1169;3,93;22,16;52,44;43,03;"De 10 a 20 mil"
4301404;"RS";"Arvorezinha";1937;3,2;14,77;38,87;29,74;"De 10 a 20 mil"
4101903;"PR";"Assaí";1880;2,45;14,68;43,88;33,46;"De 10 a 20 mil"
3104601;"MG";"Astolfo Dutra";678;2,51;10,62;34,51;23,01;"De 10 a 20 mil"
1300201;"AM";"Atalaia do Norte";4411;42,98;70,55;90,34;86,51;"De 10 a 20 mil"
3104700;"MG";"Ataléia";5002;14,87;35,87;68,17;60,2;"De 10 a 20 mil"
1702554;"TO";"Augustinópolis";2092;20,7;48,52;80,16;74,24;"De 10 a 20 mil"
2902401;"BA";"Aurelino Leal";1631;16,25;43,35;78,23;72,9;"De 10 a 20 mil"
3504206;"SP";"Auriflama";902;NA;2,22;25,72;21,84;"De 10 a 20 mil"
3504404;"SP";"Avanhandava";465;NA;7,96;38,92;23,87;"De 10 a 20 mil"
1501006;"PA";"Aveiro";7608;47,15;70,69;89,05;85,37;"De 10 a 20 mil"
2201101;"PI";"Avelino Lopes";4038;44,97;62,95;86,08;79,62;"De 10 a 20 mil"
2101103;"MA";"Axixá";3088;40,77;66,32;88,67;85,91;"De 10 a 20 mil"
1703008;"TO";"Babaçulândia";4336;17,71;39,02;72,88;64,94;"De 10 a 20 mil"
2101251;"MA";"Bacabeira";3544;33,24;60,64;90,27;84,31;"De 10 a 20 mil"
2101301;"MA";"Bacuri";4905;42,28;63,91;88,62;84,44;"De 10 a 20 mil"
3504602;"SP";"Bady Bassitt";344;NA;3,2;26,74;18,02;"De 10 a 20 mil"
