"Codigo";"UF";"Municipio";"Total";"Adequado";"Semi-Adequado";"Inadequado";"Classe"
2907608;"BA";"Central";4938;6,03;82,32;11,64;"De 10 a 20 mil"
3115805;"MG";"Centralina";3237;34,88;60,18;4,94;"De 10 a 20 mil"
2103158;"MA";"Centro do Guilherme";2593;2,66;55,3;42,04;"De 10 a 20 mil"
2103174;"MA";"Centro Novo do Maranhão";3946;1,34;43,49;55,17;"De 10 a 20 mil"
1100056;"RO";"Cerejeiras";5348;5,7;74,33;19,97;"De 10 a 20 mil"
3511409;"SP";"Cerqueira César";5532;89,21;5,69;5,1;"De 10 a 20 mil"
4105201;"PR";"Cerro Azul";5171;32,78;33,8;33,42;"De 10 a 20 mil"
2402709;"RN";"Cerro Corá";3055;4,03;64,84;31,13;"De 10 a 20 mil"
4305173;"RS";"Cerro Grande do Sul";3333;15,84;48,93;35,22;"De 10 a 20 mil"
4305207;"RS";"Cerro Largo";4428;41,44;58,15;0,41;"De 10 a 20 mil"
3511607;"SP";"Cesário Lange";4469;66,7;30,99;2,3;"De 10 a 20 mil"
4105300;"PR";"Céu Azul";3579;46,77;39,76;13,47;"De 10 a 20 mil"
2604403;"PE";"Chã de Alegria";3463;16,34;66,79;16,86;"De 10 a 20 mil"
3116100;"MG";"Chapada do Norte";3702;17,67;31,39;50,95;"De 10 a 20 mil"
5103007;"MT";"Chapada dos Guimarães";5538;21,98;53,23;24,79;"De 10 a 20 mil"
3116159;"MG";"Chapada Gaúcha";2541;14,44;48,09;37,47;"De 10 a 20 mil"
5002951;"MS";"Chapadão do Sul";6117;38,53;53,74;7,73;"De 10 a 20 mil"
3511706;"SP";"Charqueada";4413;86,22;12,33;1,45;"De 10 a 20 mil"
2303907;"CE";"Chaval";3201;6,72;66,01;27,27;"De 10 a 20 mil"
3557204;"SP";"Chavantes";3709;90,97;7,23;1,81;"De 10 a 20 mil"
4105409;"PR";"Chopinzinho";6199;36,25;35,72;28,04;"De 10 a 20 mil"
2303931;"CE";"Choró";3273;3,67;36,21;60,13;"De 10 a 20 mil"
2303956;"CE";"Chorozinho";5459;1,14;68,49;30,37;"De 10 a 20 mil"
2907707;"BA";"Chorrochó";2739;24,94;29,21;45,86;"De 10 a 20 mil"
4105607;"PR";"Cidade Gaúcha";3393;66,22;26,76;7,01;"De 10 a 20 mil"
2103257;"MA";"Cidelândia";3515;0,43;78,66;20,91;"De 10 a 20 mil"
4305454;"RS";"Cidreira";4399;42,69;56,35;0,95;"De 10 a 20 mil"
2907905;"BA";"Cipó";4420;5,75;75,7;18,55;"De 10 a 20 mil"
5103056;"MT";"Cláudia";3366;17,47;61,23;21,3;"De 10 a 20 mil"
4105706;"PR";"Clevelândia";5325;60,66;31,79;7,55;"De 10 a 20 mil"
4204251;"SC";"Cocal do Sul";4776;63,63;35,68;0,69;"De 10 a 20 mil"
5205513;"GO";"Cocalzinho de Goiás";5272;8,4;74,2;17,39;"De 10 a 20 mil"
2908101;"BA";"Cocos";4855;0,43;59,69;39,88;"De 10 a 20 mil"
2702009;"AL";"Coité do Nóia";2983;1,07;38,72;60,21;"De 10 a 20 mil"
1502608;"PA";"Colares";2787;1,33;78,79;19,88;"De 10 a 20 mil"
3512001;"SP";"Colina";5313;91,44;5,4;3,16;"De 10 a 20 mil"
1100064;"RO";"Colorado do Oeste";5959;2,95;70,21;26,83;"De 10 a 20 mil"
5103304;"MT";"Comodoro";5466;17,14;56,02;26,84;"De 10 a 20 mil"
2504405;"PB";"Conceição";5112;19,89;48,69;31,42;"De 10 a 20 mil"
2908309;"BA";"Conceição do Almeida";5097;19,33;47,75;32,92;"De 10 a 20 mil"
3201704;"ES";"Conceição do Castelo";3630;37,33;40,77;21,9;"De 10 a 20 mil"
2103554;"MA";"Conceição do Lago-Açu";3339;1,95;53,97;44,09;"De 10 a 20 mil"
3117504;"MG";"Conceição do Mato Dentro";5082;41,56;29,06;29,38;"De 10 a 20 mil"
3117702;"MG";"Conceição do Rio Verde";3943;84,73;9,08;6,19;"De 10 a 20 mil"
3117801;"MG";"Conceição dos Ouros";3188;72,18;22,02;5,8;"De 10 a 20 mil"
3512308;"SP";"Conchas";5209;76,66;19,1;4,24;"De 10 a 20 mil"
2908705;"BA";"Condeúba";4697;5,17;60,7;34,13;"De 10 a 20 mil"
3117900;"MG";"Congonhal";3384;71,63;9,75;18,62;"De 10 a 20 mil"
4106209;"PR";"Contenda";4681;27,3;52,3;20,4;"De 10 a 20 mil"
4106308;"PR";"Corbélia";5197;46,18;42,2;11,62;"De 10 a 20 mil"
2504801;"PB";"Coremas";4351;52,54;32,43;15,03;"De 10 a 20 mil"
2909109;"BA";"Coribe";4228;1,21;79,82;18,97;"De 10 a 20 mil"
3119203;"MG";"Coroaci";2991;40,35;23,2;36,44;"De 10 a 20 mil"
4204400;"SC";"Coronel Freitas";3087;42,57;46;11,44;"De 10 a 20 mil"
2909208;"BA";"Coronel João Sá";4868;26,73;30,77;42,5;"De 10 a 20 mil"
5003157;"MS";"Coronel Sapucaia";3658;22,77;65,39;11,84;"De 10 a 20 mil"
4204558;"SC";"Correia Pinto";4568;61,97;30,65;7,38;"De 10 a 20 mil"
2604700;"PE";"Correntes";4348;37,44;35,1;27,46;"De 10 a 20 mil"
2604809;"PE";"Cortês";3324;51,08;30,26;18,65;"De 10 a 20 mil"
5205802;"GO";"Corumbá de Goiás";3200;22,41;43,34;34,25;"De 10 a 20 mil"
4204509;"SC";"Corupá";4280;57,13;39,6;3,27;"De 10 a 20 mil"
1100080;"RO";"Costa Marques";3696;2,08;59,36;38,56;"De 10 a 20 mil"
5003256;"MS";"Costa Rica";6473;41,91;50,66;7,43;"De 10 a 20 mil"
2909406;"BA";"Cotegipe";3726;0,64;63,39;35,96;"De 10 a 20 mil"
5103379;"MT";"Cotriguaçu";4297;0,67;40,38;58,95;"De 10 a 20 mil"
4306007;"RS";"Crissiumal";4902;12,97;72,42;14,61;"De 10 a 20 mil"
3120201;"MG";"Cristais";3722;76,65;5,83;17,52;"De 10 a 20 mil"
3120508;"MG";"Cristina";3103;51,31;29,26;19,43;"De 10 a 20 mil"
2801702;"SE";"Cristinápolis";4289;1,35;72,51;26,14;"De 10 a 20 mil"
2909703;"BA";"Cristópolis";3724;4,7;80,59;14,72;"De 10 a 20 mil"
5206404;"GO";"Crixás";5048;12,6;62,5;24,9;"De 10 a 20 mil"
2304236;"CE";"Croatá";4833;21,56;73,93;4,51;"De 10 a 20 mil"
2504900;"PB";"Cruz do Espírito Santo";4201;15;50,68;34,33;"De 10 a 20 mil"
4106803;"PR";"Cruz Machado";5162;20,01;39,23;40,76;"De 10 a 20 mil"
4306205;"RS";"Cruzeiro do Sul";4195;28,94;69,61;1,45;"De 10 a 20 mil"
3120805;"MG";"Cruzília";4534;87,01;6,09;6,9;"De 10 a 20 mil"
2505105;"PB";"Cuité";5869;14,89;54,81;30,29;"De 10 a 20 mil"
1100940;"RO";"Cujubim";4591;1,72;60,27;38,01;"De 10 a 20 mil"
2604908;"PE";"Cumaru";5086;14,86;39,82;45,32;"De 10 a 20 mil"
1502764;"PA";"Cumaru do Norte";2640;0,95;36,59;62,46;"De 10 a 20 mil"
4204707;"SC";"Cunha Porã";3579;22,44;52,5;25,06;"De 10 a 20 mil"
2203206;"PI";"Curimatá";2929;3,45;68,35;28,2;"De 10 a 20 mil"
1502772;"PA";"Curionópolis";5228;1,3;58,26;40,44;"De 10 a 20 mil"
4107009;"PR";"Curiúva";4391;3,99;75,61;20,41;"De 10 a 20 mil"
1502855;"PA";"Curuá";2648;0,08;71,56;28,36;"De 10 a 20 mil"
2910008;"BA";"Dário Meira";3381;38,54;31,17;30,29;"De 10 a 20 mil"
2103752;"MA";"Davinópolis";3318;10,91;76,07;13,02;"De 10 a 20 mil"
2203305;"PI";"Demerval Lobão";3791;1,58;79,77;18,65;"De 10 a 20 mil"
5003454;"MS";"Deodápolis";3938;0,79;82,15;17,06;"De 10 a 20 mil"
1707009;"TO";"Dianópolis";5154;12,84;76,06;11,1;"De 10 a 20 mil"
4205001;"SC";"Dionísio Cerqueira";4662;35,61;45,73;18,66;"De 10 a 20 mil"
3122009;"MG";"Divino";6036;51,19;15,19;33,61;"De 10 a 20 mil"
3513900;"SP";"Divinolândia";3583;62,32;21,02;16,66;"De 10 a 20 mil"
5003488;"MS";"Dois Irmãos do Buriti";2893;1,04;81,27;17,7;"De 10 a 20 mil"
2702504;"AL";"Dois Riachos";2946;0,48;52,85;46,67;"De 10 a 20 mil"
2910107;"BA";"Dom Basílio";2971;0,07;59,31;40,63;"De 10 a 20 mil"
4306502;"RS";"Dom Feliciano";4615;13,52;39,33;47,15;"De 10 a 20 mil"
2505709;"PB";"Dona Inês";2956;13,29;40,26;46,45;"De 10 a 20 mil"
3123205;"MG";"Dores do Indaiá";4964;88,2;7,11;4,69;"De 10 a 20 mil"
2605152;"PE";"Dormentes";4652;26,63;51,44;21,93;"De 10 a 20 mil"
3514502;"SP";"Duartina";4029;89,18;6,53;4,29;"De 10 a 20 mil"
3301603;"RJ";"Duas Barras";3551;26,92;69,19;3,89;"De 10 a 20 mil"
2103901;"MA";"Duque Bacelar";2386;19,53;36,84;43,63;"De 10 a 20 mil"
5207402;"GO";"Edéia";3789;15,12;74,53;10,35;"De 10 a 20 mil"
3514809;"SP";"Eldorado";4258;48,07;36,9;15,03;"De 10 a 20 mil"
5003751;"MS";"Eldorado";3711;7,6;81,3;11,1;"De 10 a 20 mil"
2203503;"PI";"Elesbão Veloso";4324;41,88;41,67;16,44;"De 10 a 20 mil"
3514908;"SP";"Elias Fausto";4423;78,5;18,04;3,46;"De 10 a 20 mil"
4107504;"PR";"Engenheiro Beltrão";4605;16,57;75,94;7,49;"De 10 a 20 mil"
3123700;"MG";"Engenheiro Caldas";3208;58,73;30,89;10,38;"De 10 a 20 mil"
3515152;"SP";"Engenheiro Coelho";4648;72,83;23,3;3,87;"De 10 a 20 mil"
3301801;"RJ";"Engenheiro Paulo de Frontin";4394;28,79;70,71;0,5;"De 10 a 20 mil"
3123908;"MG";"Entre Rios de Minas";4263;64,18;17,01;18,81;"De 10 a 20 mil"
1301506;"AM";"Envira";3204;1,09;64,79;34,11;"De 10 a 20 mil"
1200252;"AC";"Epitaciolândia";4391;17,22;55,39;27,4;"De 10 a 20 mil"
2900504;"BA";"Érico Cardoso";2656;0,26;77,15;22,59;"De 10 a 20 mil"
3124005;"MG";"Ervália";5690;48,52;20,19;31,28;"De 10 a 20 mil"
2104008;"MA";"Esperantinópolis";4808;11,4;66,2;22,4;"De 10 a 20 mil"
2403509;"RN";"Espírito Santo";2950;15,56;74;10,44;"De 10 a 20 mil"
4307500;"RS";"Espumoso";5093;47,03;45,22;7,76;"De 10 a 20 mil"
3124500;"MG";"Estiva";3420;47,11;36,61;16,29;"De 10 a 20 mil"
3557303;"SP";"Estiva Gerbi";2910;86,84;9,48;3,68;"De 10 a 20 mil"
2702553;"AL";"Estrela de Alagoas";4995;2,88;37,58;59,54;"De 10 a 20 mil"
3124906;"MG";"Eugenópolis";3577;65,33;16,83;17,84;"De 10 a 20 mil"
2506103;"PB";"Fagundes";3248;10,44;40,18;49,38;"De 10 a 20 mil"
2304301;"CE";"Farias Brito";5396;8,71;63,9;27,39;"De 10 a 20 mil"
3515400;"SP";"Fartura";4902;80,6;14,95;4,45;"De 10 a 20 mil"
2910750;"BA";"Fátima";5260;37,78;44,33;17,89;"De 10 a 20 mil"
5003801;"MS";"Fátima do Sul";6479;11,1;78,78;10,13;"De 10 a 20 mil"
4107603;"PR";"Faxinal";5266;17;72,92;10,08;"De 10 a 20 mil"
4205308;"SC";"Faxinal dos Guedes";3200;59;36,72;4,28;"De 10 a 20 mil"
3125705;"MG";"Felixlândia";4490;13,3;70,16;16,55;"De 10 a 20 mil"
4308102;"RS";"Feliz";4175;57,41;41,75;0,84;"De 10 a 20 mil"
5103700;"MT";"Feliz Natal";2940;5,54;71,7;22,76;"De 10 a 20 mil"
2605509;"PE";"Ferreiros";3106;46,39;42,34;11,27;"De 10 a 20 mil"
3125903;"MG";"Ferros";3354;17,38;28,44;54,17;"De 10 a 20 mil"
3125952;"MG";"Fervedouro";3111;37,51;15,65;46,83;"De 10 a 20 mil"
2910859;"BA";"Filadélfia";4788;8,5;72,35;19,15;"De 10 a 20 mil"
5207808;"GO";"Firminópolis";3920;18,42;63,6;17,98;"De 10 a 20 mil"
2702801;"AL";"Flexeiras";3183;45,55;25,89;28,56;"De 10 a 20 mil"
5207907;"GO";"Flores de Goiás";3152;8,91;36,52;54,57;"De 10 a 20 mil"
2911006;"BA";"Floresta Azul";3030;67,43;17,19;15,38;"De 10 a 20 mil"
1503044;"PA";"Floresta do Araguaia";4841;NA;29,93;70,07;"De 10 a 20 mil"
4108007;"PR";"Florestópolis";3417;70,47;28,33;1,2;"De 10 a 20 mil"
3516002;"SP";"Flórida Paulista";3842;88,47;4,45;7,08;"De 10 a 20 mil"
4308300;"RS";"Fontoura Xavier";3378;1,57;54,77;43,66;"De 10 a 20 mil"
2104099;"MA";"Formosa da Serra Negra";3880;0,77;41,11;58,12;"De 10 a 20 mil"
1708205;"TO";"Formoso do Araguaia";5354;11,06;66,77;22,17;"De 10 a 20 mil"
2104107;"MA";"Fortaleza dos Nogueiras";2850;0,53;63,96;35,51;"De 10 a 20 mil"
2304459;"CE";"Fortim";4158;1,06;79,89;19,05;"De 10 a 20 mil"
2104206;"MA";"Fortuna";3926;2,39;69,18;28,43;"De 10 a 20 mil"
3126505;"MG";"Francisco Badaró";2808;5,52;72,58;21,9;"De 10 a 20 mil"
2304509;"CE";"Frecheirinha";3754;12,33;62,44;25,23;"De 10 a 20 mil"
2605806;"PE";"Frei Miguelinho";4485;9,57;48,41;42,03;"De 10 a 20 mil"
2802304;"SE";"Frei Paulo";3963;9,03;81,38;9,59;"De 10 a 20 mil"
3127008;"MG";"Fronteira";4573;87,23;11,98;0,79;"De 10 a 20 mil"
2204303;"PI";"Fronteiras";3090;41;25,99;33,01;"De 10 a 20 mil"
3202207;"ES";"Fundão";5319;35,8;54,07;10,13;"De 10 a 20 mil"
2802403;"SE";"Gararu";3215;17,88;60,03;22,08;"De 10 a 20 mil"
4205704;"SC";"Garopaba";6093;37,95;61,55;0,51;"De 10 a 20 mil"
4205803;"SC";"Garuva";4220;44,12;55,02;0,85;"De 10 a 20 mil"
4108502;"PR";"General Carneiro";3824;40,79;52,04;7,17;"De 10 a 20 mil"
3516903;"SP";"General Salgado";3607;86,69;6,71;6,6;"De 10 a 20 mil"
2911303;"BA";"Gentio do Ouro";2976;0,17;77,45;22,38;"De 10 a 20 mil"
3517000;"SP";"Getulina";3037;83,08;7,64;9,29;"De 10 a 20 mil"
4308904;"RS";"Getúlio Vargas";5632;55,45;36,88;7,67;"De 10 a 20 mil"
2204402;"PI";"Gilbués";2551;1,45;53,04;45,51;"De 10 a 20 mil"
4309001;"RS";"Giruá";5758;12;72,59;15,4;"De 10 a 20 mil"
2911402;"BA";"Glória";4282;14,55;47,29;38,16;"De 10 a 20 mil"
2104305;"MA";"Godofredo Viana";2477;10,54;49,01;40,45;"De 10 a 20 mil"
5208400;"GO";"Goianápolis";3230;9,66;85,7;4,64;"De 10 a 20 mil"
1709005;"TO";"Goiatins";2990;1,3;64,25;34,45;"De 10 a 20 mil"
2104404;"MA";"Gonçalves Dias";4559;2,68;77,21;20,11;"De 10 a 20 mil"
3127602;"MG";"Gouveia";3360;66,34;27,2;6,46;"De 10 a 20 mil"
2104503;"MA";"Governador Archer";2577;6,05;82,03;11,91;"De 10 a 20 mil"
4206009;"SC";"Governador Celso Ramos";4116;68,59;31,24;0,17;"De 10 a 20 mil"
2404309;"RN";"Governador Dix-Sept Rosado";3458;14,11;58,65;27,24;"De 10 a 20 mil"
2104552;"MA";"Governador Edison Lobão";4245;22,73;64,22;13,05;"De 10 a 20 mil"
2104602;"MA";"Governador Eugênio Barros";4096;0,63;89,18;10,18;"De 10 a 20 mil"
1101005;"RO";"Governador Jorge Teixeira";3007;0,37;44,56;55,07;"De 10 a 20 mil"
3202256;"ES";"Governador Lindenberg";3356;32,45;27,06;40,49;"De 10 a 20 mil"
2911600;"BA";"Governador Mangabeira";5402;5,74;50,96;43,3;"De 10 a 20 mil"
2104651;"MA";"Governador Newton Bello";2833;0,32;58,91;40,77;"De 10 a 20 mil"
2304657;"CE";"Graça";4272;5,99;52,88;41,13;"De 10 a 20 mil"
3127800;"MG";"Grão Mogol";3892;30,11;24,51;45,38;"De 10 a 20 mil"
4206207;"SC";"Gravatal";3558;43;51,66;5,34;"De 10 a 20 mil"
2304905;"CE";"Groaíras";3009;27,28;59,75;12,96;"De 10 a 20 mil"
4206306;"SC";"Guabiruba";5603;58,15;41,73;0,12;"De 10 a 20 mil"
2204501;"PI";"Guadalupe";2762;29;64,59;6,41;"De 10 a 20 mil"
3517208;"SP";"Guaiçara";3244;85,14;12,3;2,56;"De 10 a 20 mil"
1301654;"AM";"Guajará";2639;3,9;48,39;47,71;"De 10 a 20 mil"
2911659;"BA";"Guajeru";2667;0,49;47,88;51,63;"De 10 a 20 mil"
2404507;"RN";"Guamaré";3329;34,09;63,35;2,55;"De 10 a 20 mil"
3128105;"MG";"Guapé";4394;63,52;14,54;21,94;"De 10 a 20 mil"
3517505;"SP";"Guapiaçu";5731;83,25;12,56;4,19;"De 10 a 20 mil"
3517604;"SP";"Guapiara";5420;37,25;45,28;17,47;"De 10 a 20 mil"
5209200;"GO";"Guapó";4502;58,17;35,54;6,29;"De 10 a 20 mil"
3517703;"SP";"Guará";6048;90,15;7,82;2,03;"De 10 a 20 mil"
3128204;"MG";"Guaraciaba";2936;29,43;20,81;49,76;"De 10 a 20 mil"
4206405;"SC";"Guaraciaba";3268;37,06;48,96;13,98;"De 10 a 20 mil"
3128303;"MG";"Guaranésia";5909;86,75;11,71;1,54;"De 10 a 20 mil"
4109302;"PR";"Guaraniaçu";4800;26,92;39,04;34,04;"De 10 a 20 mil"
3518503;"SP";"Guareí";3689;54,84;38,33;6,83;"De 10 a 20 mil"
5004106;"MS";"Guia Lopes da Laguna";3286;7,06;80,07;12,87;"De 10 a 20 mil"
2104909;"MA";"Guimarães";3326;0,15;78,86;20,99;"De 10 a 20 mil"
5104203;"MT";"Guiratinga";4618;56,21;35,32;8,47;"De 10 a 20 mil"
2506400;"PB";"Gurinhém";3870;5,01;65,66;29,33;"De 10 a 20 mil"
2911857;"BA";"Heliópolis";3829;6,45;81,01;12,54;"De 10 a 20 mil"
2305209;"CE";"Hidrolândia";5608;5,65;63,52;30,83;"De 10 a 20 mil"
5209705;"GO";"Hidrolândia";5432;10,16;66,68;23,16;"De 10 a 20 mil"
3519055;"SP";"Holambra";3333;65,77;31,26;2,97;"De 10 a 20 mil"
4309605;"RS";"Horizontina";6578;43,42;54,86;1,72;"De 10 a 20 mil"
3519105;"SP";"Iacanga";3104;86,95;8,83;4,22;"De 10 a 20 mil"
5209903;"GO";"Iaciara";3402;9,11;76,01;14,87;"De 10 a 20 mil"
3129301;"MG";"Iapu";3278;54,67;21,29;24,04;"De 10 a 20 mil"
2606507;"PE";"Iati";4790;26,39;38,81;34,8;"De 10 a 20 mil"
2305266;"CE";"Ibaretama";3444;2;35,98;62,02;"De 10 a 20 mil"
2703007;"AL";"Ibateguara";4142;55,58;30,06;14,37;"De 10 a 20 mil"
2912004;"BA";"Ibiassucê";2798;2,22;86,28;11,51;"De 10 a 20 mil"
2912202;"BA";"Ibicoara";4739;16,61;67,8;15,59;"De 10 a 20 mil"
2912301;"BA";"Ibicuí";4780;56,05;20,4;23,56;"De 10 a 20 mil"
2305332;"CE";"Ibicuitinga";3213;15,47;61,1;23,44;"De 10 a 20 mil"
2912400;"BA";"Ibipeba";4918;4,53;82,23;13,24;"De 10 a 20 mil"
2912509;"BA";"Ibipitanga";3787;1;54,56;44,44;"De 10 a 20 mil"
3519402;"SP";"Ibirá";3644;86,83;8,18;4,99;"De 10 a 20 mil"
3129707;"MG";"Ibiraci";3643;72,19;22,51;5,3;"De 10 a 20 mil"
3202504;"ES";"Ibiraçu";3454;74,03;19,77;6,2;"De 10 a 20 mil"
4206900;"SC";"Ibirama";5515;73;26,07;0,92;"De 10 a 20 mil"
2912905;"BA";"Ibirataia";5590;66,37;19,03;14,6;"De 10 a 20 mil"
4310009;"RS";"Ibirubá";6759;19,01;68,44;12,55;"De 10 a 20 mil"
2913002;"BA";"Ibitiara";4212;11,61;59,07;29,32;"De 10 a 20 mil"
2913101;"BA";"Ibititá";5207;1,23;92,41;6,36;"De 10 a 20 mil"
2305357;"CE";"Icapuí";5222;10,3;84,11;5,59;"De 10 a 20 mil"
3130051;"MG";"Icaraí de Minas";2548;24,69;61,42;13,89;"De 10 a 20 mil"
3202603;"ES";"Iconha";4047;43,74;44,16;12,11;"De 10 a 20 mil"
2404606;"RN";"Ielmo Marinho";3349;4,99;56,26;38,76;"De 10 a 20 mil"
2913408;"BA";"Igaporã";3967;19,41;48,32;32,27;"De 10 a 20 mil"
2105153;"MA";"Igarapé do Meio";3017;0,33;88,1;11,57;"De 10 a 20 mil"
2105203;"MA";"Igarapé Grande";2855;6,2;73,31;20,49;"De 10 a 20 mil"
2913457;"BA";"Igrapiúna";3554;15,45;38,15;46,4;"De 10 a 20 mil"
2606903;"PE";"Iguaraci";3621;33,2;26,18;40,62;"De 10 a 20 mil"
5004304;"MS";"Iguatemi";4613;12,96;65,81;21,22;"De 10 a 20 mil"
4207106;"SC";"Ilhota";3822;36,42;61,38;2,2;"De 10 a 20 mil"
3130507;"MG";"Ilicínea";3621;75,89;5,5;18,61;"De 10 a 20 mil"
2506707;"PB";"Imaculada";2906;24,29;28,25;47,45;"De 10 a 20 mil"
4207205;"SC";"Imaruí";3897;40,21;45,09;14,7;"De 10 a 20 mil"
4110078;"PR";"Imbaú";3449;12,03;69,01;18,96;"De 10 a 20 mil"
4310330;"RS";"Imbé";6011;79,64;20,16;0,2;"De 10 a 20 mil"
4110201;"PR";"Inácio Martins";3115;27,19;39,17;33,64;"De 10 a 20 mil"
2607000;"PE";"Inajá";4161;11,06;51,62;37,32;"De 10 a 20 mil"
5209952;"GO";"Indiara";4301;7,58;82,07;10,35;"De 10 a 20 mil"
2802809;"SE";"Indiaroba";3964;0,88;75,5;23,61;"De 10 a 20 mil"
2506806;"PB";"Ingá";5230;4,95;66,21;28,83;"De 10 a 20 mil"
1503408;"PA";"Inhangapi";2497;12,49;41,09;46,42;"De 10 a 20 mil"
2703304;"AL";"Inhapi";4409;7,28;44,57;48,15;"De 10 a 20 mil"
2204709;"PI";"Inhuma";4166;4,97;74,15;20,88;"De 10 a 20 mil"
3131158;"MG";"Ipaba";4674;71,33;25,37;3,29;"De 10 a 20 mil"
3131208;"MG";"Ipanema";6006;64,39;19,31;16,3;"De 10 a 20 mil"
2404705;"RN";"Ipanguaçu";3776;9,61;81,65;8,74;"De 10 a 20 mil"
2305654;"CE";"Ipaporanga";3489;0,43;80,05;19,52;"De 10 a 20 mil"
2305704;"CE";"Ipaumirim";3534;16,24;53,79;29,97;"De 10 a 20 mil"
3520905;"SP";"Ipaussu";4110;93,75;5,69;0,56;"De 10 a 20 mil"
2913804;"BA";"Ipecaetá";3836;0,99;57,04;41,97;"De 10 a 20 mil"
4110508;"PR";"Ipiranga";4147;30,82;18,69;50,49;"De 10 a 20 mil"
4110607;"PR";"Iporã";4878;22,92;62,01;15,07;"De 10 a 20 mil"
3521309;"SP";"Ipuã";4379;94,93;1,78;3,29;"De 10 a 20 mil"
2306009;"CE";"Iracema";3984;21,99;60,77;17,24;"De 10 a 20 mil"
2914307;"BA";"Iramaia";3239;1,17;62,03;36,8;"De 10 a 20 mil"
4110805;"PR";"Iretama";3454;17,14;57,44;25,42;"De 10 a 20 mil"
4207908;"SC";"Irineópolis";3133;23,65;54,84;21,51;"De 10 a 20 mil"
3202652;"ES";"Irupi";3656;30,55;22,26;47,18;"De 10 a 20 mil"
3521705;"SP";"Itaberá";5526;63,16;22,51;14,33;"De 10 a 20 mil"
3131802;"MG";"Itabirinha";3252;65,1;14,82;20,08;"De 10 a 20 mil"
3132107;"MG";"Itacarambi";4370;32,65;52,86;14,49;"De 10 a 20 mil"
2915007;"BA";"Itaeté";4071;7,61;73,72;18,67;"De 10 a 20 mil"
2915106;"BA";"Itagi";3691;50,88;31,08;18,04;"De 10 a 20 mil"
2915205;"BA";"Itagibá";4226;60,62;16,87;22,5;"De 10 a 20 mil"
3202702;"ES";"Itaguaçu";4653;43;36,64;20,35;"De 10 a 20 mil"
2915353;"BA";"Itaguaçu da Bahia";3529;0,77;81,41;17,82;"De 10 a 20 mil"
3132206;"MG";"Itaguara";3987;71,21;16,8;11,99;"De 10 a 20 mil"
2205003;"PI";"Itainópolis";3391;3,83;48,6;47,57;"De 10 a 20 mil"
2105351;"MA";"Itaipava do Grajaú";3280;1,65;75,58;22,77;"De 10 a 20 mil"
3132305;"MG";"Itaipé";3052;33,29;21,85;44,86;"De 10 a 20 mil"
3521903;"SP";"Itajobi";4857;83,32;7,47;9,2;"De 10 a 20 mil"
3302056;"RJ";"Italva";4877;67,93;21,49;10,58;"De 10 a 20 mil"
3132909;"MG";"Itamogi";3402;75,07;8;16,93;"De 10 a 20 mil"
3133006;"MG";"Itamonte";4217;58,36;38,18;3,46;"De 10 a 20 mil"
3133105;"MG";"Itanhandu";4371;82,11;17,25;0,64;"De 10 a 20 mil"
3133204;"MG";"Itanhomi";3788;57,05;21,22;21,73;"De 10 a 20 mil"
5210901;"GO";"Itapaci";5921;12,51;77,93;9,56;"De 10 a 20 mil"
3133402;"MG";"Itapagipe";4402;68,13;8,29;23,58;"De 10 a 20 mil"
2916203;"BA";"Itapé";3332;54,56;29,38;16,06;"De 10 a 20 mil"
2916302;"BA";"Itapebi";2996;3,27;80,17;16,56;"De 10 a 20 mil"
4111209;"PR";"Itapejara d'Oeste";3413;16,53;65,98;17,49;"De 10 a 20 mil"
2607703;"PE";"Itapetim";4473;48,98;18,62;32,39;"De 10 a 20 mil"
4208401;"SC";"Itapiranga";4920;52,42;35,12;12,46;"De 10 a 20 mil"
2916609;"BA";"Itapitanga";2752;74,24;9,12;16,64;"De 10 a 20 mil"
2306504;"CE";"Itapiúna";4931;10,89;51,43;37,68;"De 10 a 20 mil"
4208450;"SC";"Itapoá";5022;79,73;19,89;0,38;"De 10 a 20 mil"
3522802;"SP";"Itaporanga";4746;73,96;16,1;9,95;"De 10 a 20 mil"
2507101;"PB";"Itapororoca";4791;10,39;57,32;32,29;"De 10 a 20 mil"
3522901;"SP";"Itapuí";3711;88,39;11,13;0,49;"De 10 a 20 mil"
5004601;"MS";"Itaquiraí";4628;1,51;58,23;40,25;"De 10 a 20 mil"
2607802;"PE";"Itaquitinga";4310;9,28;82,58;8,14;"De 10 a 20 mil"
3202900;"ES";"Itarana";3373;41,54;43,4;15,06;"De 10 a 20 mil"
2916807;"BA";"Itarantim";5331;69,8;17,18;13,02;"De 10 a 20 mil"
3523305;"SP";"Itariri";4594;51,52;40,23;8,25;"De 10 a 20 mil"
2916856;"BA";"Itatim";4172;2,04;84,37;13,59;"De 10 a 20 mil"
3523503;"SP";"Itatinga";5224;88,36;7,31;4,33;"De 10 a 20 mil"
2306603;"CE";"Itatira";4787;4,89;51,35;43,76;"De 10 a 20 mil"
2507200;"PB";"Itatuba";2835;13,69;50,76;35,56;"De 10 a 20 mil"
3133758;"MG";"Itaú de Minas";4768;96,22;2,98;0,8;"De 10 a 20 mil"
2205102;"PI";"Itaueira";3098;11,14;51,87;36,99;"De 10 a 20 mil"
3134004;"MG";"Itinga";3787;42,38;25,72;31,9;"De 10 a 20 mil"
