"Codigo";"UF";"Municipio";"Total";"Taxa";"Classe"
4308656;"RS";"Garruchos";1;1,89;"Até 5 mil"
3516804;"SP";"Gastão Vidigal";NA;NA;"Até 5 mil"
2911253;"BA";"Gavião";6;8,57;"Até 5 mil"
3516853;"SP";"Gavião Peixoto";5;8,77;"Até 5 mil"
2802502;"SE";"General Maynard";7;9,72;"Até 5 mil"
4308854;"RS";"Gentil";NA;NA;"Até 5 mil"
3127354;"MG";"Glaucilândia";2;4,65;"Até 5 mil"
3517109;"SP";"Glicério";NA;NA;"Até 5 mil"
5103957;"MT";"Glória D'Oeste";1;1,72;"Até 5 mil"
4108551;"PR";"Godoy Moreira";NA;NA;"Até 5 mil"
3127370;"MG";"Goiabeira";1;1,56;"Até 5 mil"
3127388;"MG";"Goianá";1;1,75;"Até 5 mil"
1708304;"TO";"Goianorte";10;9,09;"Até 5 mil"
3127404;"MG";"Gonçalves";NA;NA;"Até 5 mil"
5209150;"GO";"Gouvelândia";NA;NA;"Até 5 mil"
4309126;"RS";"Gramado dos Loureiros";1;2,22;"Até 5 mil"
4309159;"RS";"Gramado Xavier";1;1,16;"Até 5 mil"
2304806;"CE";"Granjeiro";5;4,72;"Até 5 mil"
3127909;"MG";"Grupiara";NA;NA;"Até 5 mil"
4309258;"RS";"Guabiju";NA;NA;"Até 5 mil"
4109005;"PR";"Guapirama";1;1,41;"Até 5 mil"
4109104;"PR";"Guaporema";1;2,56;"Até 5 mil"
3128253;"MG";"Guaraciama";2;2,47;"Até 5 mil"
5209291;"GO";"Guaraíta";NA;NA;"Até 5 mil"
2305100;"CE";"Guaramiranga";1;1,02;"Até 5 mil"
5209408;"GO";"Guarani de Goiás";3;3,8;"Até 5 mil"
3518008;"SP";"Guarani d'Oeste";1;4;"Até 5 mil"
3128501;"MG";"Guarará";2;3,28;"Até 5 mil"
2204550;"PI";"Guaribas";29;22,66;"Até 5 mil"
5209457;"GO";"Guarinos";NA;NA;"Até 5 mil"
4206603;"SC";"Guarujá do Sul";2;2,7;"Até 5 mil"
4206652;"SC";"Guatambú";1;1,01;"Até 5 mil"
2506509;"PB";"Gurjão";8;14,55;"Até 5 mil"
3518909;"SP";"Guzolândia";1;1,54;"Até 5 mil"
4309555;"RS";"Harmonia";1;1,72;"Até 5 mil"
5209606;"GO";"Heitoraí";1;1,85;"Até 5 mil"
4309571;"RS";"Herveiras";NA;NA;"Até 5 mil"
5209804;"GO";"Hidrolina";NA;NA;"Até 5 mil"
2204600;"PI";"Hugo Napoleão";5;6,67;"Até 5 mil"
4309704;"RS";"Humaitá";NA;NA;"Até 5 mil"
4309753;"RS";"Ibarama";4;4,94;"Até 5 mil"
4309803;"RS";"Ibiaçá";1;1,72;"Até 5 mil"
4206751;"SC";"Ibiam";NA;NA;"Até 5 mil"
4206801;"SC";"Ibicaré";NA;NA;"Até 5 mil"
2912608;"BA";"Ibiquera";22;23,66;"Até 5 mil"
4309951;"RS";"Ibirapuitã";1;1,37;"Até 5 mil"
3129905;"MG";"Ibitiúra de Minas";NA;NA;"Até 5 mil"
3130002;"MG";"Ibituruna";1;1,96;"Até 5 mil"
4110003;"PR";"Iguaraçu";NA;NA;"Até 5 mil"
4110052;"PR";"Iguatu";2;5,26;"Até 5 mil"
4310306;"RS";"Ilópolis";NA;NA;"Até 5 mil"
4310363;"RS";"Imigrante";2;5,41;"Até 5 mil"
4110300;"PR";"Inajá";1;1,72;"Até 5 mil"
3520608;"SP";"Indiana";4;4,71;"Até 5 mil"
4110409;"PR";"Indianópolis";1;1,52;"Até 5 mil"
3520707;"SP";"Indiaporã";NA;NA;"Até 5 mil"
5104500;"MT";"Indiavaí";1;2,04;"Até 5 mil"
3130804;"MG";"Ingaí";2;3,51;"Até 5 mil"
2607109;"PE";"Ingazeira";7;7,69;"Até 5 mil"
4310413;"RS";"Inhacorá";4;9,76;"Até 5 mil"
3520806;"SP";"Inúbia Paulista";1;1,72;"Até 5 mil"
4207577;"SC";"Iomerê";1;2,63;"Até 5 mil"
3131406;"MG";"Ipiaçu";5;7,35;"Até 5 mil"
3521150;"SP";"Ipiguá";3;4,62;"Até 5 mil"
4207601;"SC";"Ipira";NA;NA;"Até 5 mil"
5210158;"GO";"Ipiranga de Goiás";NA;NA;"Até 5 mil"
4310462;"RS";"Ipiranga do Sul";NA;NA;"Até 5 mil"
3521200;"SP";"Iporanga";1;0,95;"Até 5 mil"
2404804;"RN";"Ipueira";10;24,39;"Até 5 mil"
1709807;"TO";"Ipueiras";3;8,57;"Até 5 mil"
4110656;"PR";"Iracema do Oeste";1;2,04;"Até 5 mil"
4207759;"SC";"Iraceminha";3;4,23;"Até 5 mil"
4207858;"SC";"Irati";2;7,69;"Até 5 mil"
5210307;"GO";"Israelândia";NA;NA;"Até 5 mil"
2803104;"SE";"Itabi";8;8,89;"Até 5 mil"
3132008;"MG";"Itacambira";1;1,04;"Até 5 mil"
2607406;"PE";"Itacuruba";10;10,31;"Até 5 mil"
4310553;"RS";"Itacurubi";1;1,75;"Até 5 mil"
4110904;"PR";"Itaguajé";2;3,57;"Até 5 mil"
5210562;"GO";"Itaguari";1;1,52;"Até 5 mil"
3522000;"SP";"Itaju";1;1,54;"Até 5 mil"
3132602;"MG";"Itamarati de Minas";NA;NA;"Até 5 mil"
3132800;"MG";"Itambé do Mato Dentro";1;2,86;"Até 5 mil"
3522158;"SP";"Itaóca";3;3,61;"Até 5 mil"
3522653;"SP";"Itapirapuã Paulista";3;3,16;"Até 5 mil"
1710904;"TO";"Itapiratins";3;3,75;"Até 5 mil"
1711100;"TO";"Itaporã do Tocantins";4;7,02;"Até 5 mil"
4310579;"RS";"Itapuca";NA;NA;"Até 5 mil"
3523008;"SP";"Itapura";2;2,41;"Até 5 mil"
4310652;"RS";"Itati";NA;NA;"Até 5 mil"
4310702;"RS";"Itatiba do Sul";NA;NA;"Até 5 mil"
5104559;"MT";"Itaúba";7;7,61;"Até 5 mil"
1600253;"AP";"Itaubal";13;9,63;"Até 5 mil"
4111308;"PR";"Itaúna do Sul";NA;NA;"Até 5 mil"
3134509;"MG";"Itutinga";1;1,47;"Até 5 mil"
4111605;"PR";"Ivatuba";NA;NA;"Até 5 mil"
5211602;"GO";"Ivolândia";2;5,56;"Até 5 mil"
4310751;"RS";"Ivorá";NA;NA;"Até 5 mil"
4208609;"SC";"Jaborá";NA;NA;"Até 5 mil"
4111704;"PR";"Jaboti";NA;NA;"Até 5 mil"
4310850;"RS";"Jaboticaba";2;2,74;"Até 5 mil"
4310876;"RS";"Jacuizinho";NA;NA;"Até 5 mil"
4310900;"RS";"Jacutinga";1;2,13;"Até 5 mil"
3135001;"MG";"Jaguaraçu";1;1,85;"Até 5 mil"
3135308;"MG";"Japaraíba";NA;NA;"Até 5 mil"
4112306;"PR";"Japira";1;1,27;"Até 5 mil"
4311122;"RS";"Jaquirana";2;2,06;"Até 5 mil"
2405504;"RN";"Jardim de Angicos";20;42,55;"Até 5 mil"
2205250;"PI";"Jardim do Mulato";13;13,68;"Até 5 mil"
4112603;"PR";"Jardim Olinda";NA;NA;"Até 5 mil"
4208955;"SC";"Jardinópolis";1;3,03;"Até 5 mil"
4311130;"RS";"Jari";1;1,56;"Até 5 mil"
5005103;"MS";"Jateí";1;1,47;"Até 5 mil"
2205276;"PI";"Jatobá do Piauí";8;9,76;"Até 5 mil"
1711506;"TO";"Jaú do Tocantins";2;3,85;"Até 5 mil"
5212006;"GO";"Jaupaci";2;4,76;"Até 5 mil"
3525409;"SP";"Jeriquara";3;5,26;"Até 5 mil"
2205300;"PI";"Jerumenha";14;14,74;"Até 5 mil"
3135902;"MG";"Jesuânia";NA;NA;"Até 5 mil"
5212055;"GO";"Jesúpolis";1;3,13;"Até 5 mil"
2205359;"PI";"João Costa";13;24,53;"Até 5 mil"
2405900;"RN";"João Dias";7;18,42;"Até 5 mil"
3525607;"SP";"João Ramalho";1;1,32;"Até 5 mil"
3136405;"MG";"Joaquim Felício";3;3,49;"Até 5 mil"
4209151;"SC";"José Boiteux";1;0,96;"Até 5 mil"
3136520;"MG";"José Gonçalves de Minas";NA;NA;"Até 5 mil"
3136553;"MG";"José Raydan";4;4,55;"Até 5 mil"
3136579;"MG";"Josenópolis";12;11,01;"Até 5 mil"
1711803;"TO";"Juarina";2;5,41;"Até 5 mil"
2205516;"PI";"Juazeiro do Piauí";16;13,91;"Até 5 mil"
3525805;"SP";"Júlio Mesquita";5;6,85;"Até 5 mil"
3525854;"SP";"Jumirim";NA;NA;"Até 5 mil"
2105658;"MA";"Junco do Maranhão";11;8,8;"Até 5 mil"
2406155;"RN";"Jundiá";21;29,58;"Até 5 mil"
2703908;"AL";"Jundiá";18;17,65;"Até 5 mil"
4112900;"PR";"Jundiaí do Sul";NA;NA;"Até 5 mil"
4209177;"SC";"Jupiá";NA;NA;"Até 5 mil"
3136801;"MG";"Juramento";4;5,33;"Até 5 mil"
2205532;"PI";"Jurema";19;21,84;"Até 5 mil"
4113106;"PR";"Kaloré";1;1,67;"Até 5 mil"
4209201;"SC";"Lacerdópolis";1;2,94;"Até 5 mil"
2918704;"BA";"Lafaiete Coutinho";2;2,78;"Até 5 mil"
2508109;"PB";"Lagoa";10;12,2;"Até 5 mil"
4311239;"RS";"Lagoa Bonita do Sul";NA;NA;"Até 5 mil"
2406403;"RN";"Lagoa de Velhos";10;21,28;"Até 5 mil"
2205565;"PI";"Lagoa do Barro do Piauí";18;18,56;"Até 5 mil"
2205581;"PI";"Lagoa do Piauí";12;15,38;"Até 5 mil"
2205599;"PI";"Lagoa do Sítio";23;23;"Até 5 mil"
1711951;"TO";"Lagoa do Tocantins";22;22,45;"Até 5 mil"
3137304;"MG";"Lagoa dos Patos";1;1,08;"Até 5 mil"
4311270;"RS";"Lagoa dos Três Cantos";1;4,35;"Até 5 mil"
5212253;"GO";"Lagoa Santa";NA;NA;"Até 5 mil"
3526308;"SP";"Lagoinha";2;2,99;"Até 5 mil"
2205540;"PI";"Lagoinha do Piauí";6;9,38;"Até 5 mil"
1712009;"TO";"Lajeado";3;4,62;"Até 5 mil"
4311429;"RS";"Lajeado do Bugre";2;3,92;"Até 5 mil"
4209458;"SC";"Lajeado Grande";NA;NA;"Até 5 mil"
2918902;"BA";"Lajedão";5;6,17;"Até 5 mil"
2919009;"BA";"Lajedinho";11;13,25;"Até 5 mil"
2406809;"RN";"Lajes Pintadas";14;18,42;"Até 5 mil"
3137908;"MG";"Lamim";NA;NA;"Até 5 mil"
2508406;"PB";"Lastro";2;3,57;"Até 5 mil"
1712157;"TO";"Lavandeira";2;6,67;"Até 5 mil"
3138302;"MG";"Leandro Ferreira";1;1,61;"Até 5 mil"
3138351;"MG";"Leme do Prado";4;4,4;"Até 5 mil"
4209805;"SC";"Leoberto Leal";NA;NA;"Até 5 mil"
4113403;"PR";"Leópolis";NA;NA;"Até 5 mil"
4113429;"PR";"Lidianópolis";1;2,17;"Até 5 mil"
4209854;"SC";"Lindóia do Sul";NA;NA;"Até 5 mil"
4311643;"RS";"Linha Nova";NA;NA;"Até 5 mil"
1712405;"TO";"Lizarda";22;22,22;"Até 5 mil"
4113601;"PR";"Lobato";1;1,52;"Até 5 mil"
2508554;"PB";"Logradouro";10;12,66;"Até 5 mil"
3527256;"SP";"Lourdes";NA;NA;"Até 5 mil"
3527504;"SP";"Lucianópolis";NA;NA;"Até 5 mil"
5105309;"MT";"Luciara";8;16,33;"Até 5 mil"
2406908;"RN";"Lucrécia";6;10;"Até 5 mil"
3527801;"SP";"Lupércio";3;4,05;"Até 5 mil"
4113809;"PR";"Lupionópolis";1;1,59;"Até 5 mil"
3527900;"SP";"Lutécia";3;6,67;"Até 5 mil"
1712454;"TO";"Luzinópolis";1;1,89;"Até 5 mil"
4311718;"RS";"Maçambará";2;1,85;"Até 5 mil"
3528205;"SP";"Macedônia";1;2,13;"Até 5 mil"
4210050;"SC";"Macieira";NA;NA;"Até 5 mil"
3139102;"MG";"Madre de Deus de Minas";2;2,15;"Até 5 mil"
2508703;"PB";"Mãe d'Água";14;19,44;"Até 5 mil"
3528304;"SP";"Magda";NA;NA;"Até 5 mil"
5212600;"GO";"Mairipotaba";NA;NA;"Até 5 mil"
4210209;"SC";"Major Gercino";NA;NA;"Até 5 mil"
2407252;"RN";"Major Sales";4;7,14;"Até 5 mil"
2803807;"SE";"Malhada dos Bois";10;12,35;"Até 5 mil"
4311734;"RS";"Mampituba";2;4,76;"Até 5 mil"
4114351;"PR";"Manfrinópolis";2;3,08;"Até 5 mil"
2704906;"AL";"Mar Vermelho";12;14,12;"Até 5 mil"
3528700;"SP";"Marabá Paulista";3;6;"Até 5 mil"
3528858;"SP";"Marapoama";1;2,38;"Até 5 mil"
4311791;"RS";"Maratá";NA;NA;"Até 5 mil"
2206001;"PI";"Marcos Parente";13;14,77;"Até 5 mil"
4210555;"SC";"Marema";NA;NA;"Até 5 mil"
4311981;"RS";"Mariana Pimentel";1;1,72;"Até 5 mil"
4312005;"RS";"Mariano Moro";1;2,5;"Até 5 mil"
1712504;"TO";"Marianópolis do Tocantins";10;11,36;"Até 5 mil"
3528908;"SP";"Mariápolis";NA;NA;"Até 5 mil"
3140100;"MG";"Marilac";3;3,41;"Até 5 mil"
3529104;"SP";"Marinópolis";NA;NA;"Até 5 mil"
3140209;"MG";"Maripá de Minas";1;2,13;"Até 5 mil"
3140308;"MG";"Marliéria";NA;NA;"Até 5 mil"
3140407;"MG";"Marmelópolis";1;2,22;"Até 5 mil"
4312054;"RS";"Marques de Souza";1;2,33;"Até 5 mil"
4115457;"PR";"Marquinho";4;3,64;"Até 5 mil"
4115507;"PR";"Marumbi";3;4,76;"Até 5 mil"
5212907;"GO";"Marzagão";NA;NA;"Até 5 mil"
1712702;"TO";"Mateiros";14;29,79;"Até 5 mil"
3140605;"MG";"Materlândia";8;7,34;"Até 5 mil"
3171501;"MG";"Mathias Lobato";5;6,41;"Até 5 mil"
2509339;"PB";"Matinhas";8;7,92;"Até 5 mil"
4312138;"RS";"Mato Castelhano";3;6,52;"Até 5 mil"
2509370;"PB";"Mato Grosso";4;7,41;"Até 5 mil"
4312153;"RS";"Mato Leitão";NA;NA;"Até 5 mil"
4312179;"RS";"Mato Queimado";NA;NA;"Até 5 mil"
4115739;"PR";"Mato Rico";4;5,06;"Até 5 mil"
4210704;"SC";"Matos Costa";2;3,33;"Até 5 mil"
5212956;"GO";"Matrinchã";1;1,16;"Até 5 mil"
3141207;"MG";"Matutina";NA;NA;"Até 5 mil"
1712801;"TO";"Maurilândia do Tocantins";9;10,84;"Até 5 mil"
4312203;"RS";"Maximiliano de Almeida";NA;NA;"Até 5 mil"
3141306;"MG";"Medeiros";1;1,69;"Até 5 mil"
3529500;"SP";"Mendonça";1;1,52;"Até 5 mil"
3529609;"SP";"Meridiano";NA;NA;"Até 5 mil"
3529658;"SP";"Mesópolis";NA;NA;"Até 5 mil"
2407609;"RN";"Messias Targino";18;22,78;"Até 5 mil"
2206308;"PI";"Miguel Leão";8;30,77;"Até 5 mil"
5213053;"GO";"Mimoso de Goiás";4;6,15;"Até 5 mil"
3141900;"MG";"Minduri";2;3,33;"Até 5 mil"
3530003;"SP";"Mira Estrela";NA;NA;"Até 5 mil"
4115903;"PR";"Mirador";NA;NA;"Até 5 mil"
4312302;"RS";"Miraguaí";1;1,15;"Até 5 mil"
4116000;"PR";"Miraselva";1;3,13;"Até 5 mil"
3530409;"SP";"Mirassolândia";1;1,37;"Até 5 mil"
3142254;"MG";"Miravânia";10;9,17;"Até 5 mil"
4210852;"SC";"Mirim Doce";NA;NA;"Até 5 mil"
4210902;"SC";"Modelo";2;2,38;"Até 5 mil"
3142304;"MG";"Moeda";2;3,08;"Até 5 mil"
5213400;"GO";"Moiporá";2;6,67;"Até 5 mil"
3530904;"SP";"Mombuca";NA;NA;"Até 5 mil"
3531001;"SP";"Monções";1;3,45;"Até 5 mil"
3142502;"MG";"Monjolos";NA;NA;"Até 5 mil"
2509503;"PB";"Montadas";6;5,71;"Até 5 mil"
4312351;"RS";"Montauri";NA;NA;"Até 5 mil"
4312377;"RS";"Monte Alegre dos Campos";1;1,22;"Até 5 mil"
4312385;"RS";"Monte Belo do Sul";NA;NA;"Até 5 mil"
3531605;"SP";"Monte Castelo";3;5,56;"Até 5 mil"
2407906;"RN";"Monte das Gameleiras";9;18,75;"Até 5 mil"
3143153;"MG";"Monte Formoso";9;6,67;"Até 5 mil"
2509602;"PB";"Monte Horebe";19;19,59;"Até 5 mil"
1713700;"TO";"Monte Santo do Tocantins";NA;NA;"Até 5 mil"
3531704;"SP";"Monteiro Lobato";2;2,25;"Até 5 mil"
5213772;"GO";"Montividiu do Norte";7;8,33;"Até 5 mil"
4312427;"RS";"Mormaço";3;6,52;"Até 5 mil"
4312443;"RS";"Morrinhos do Sul";NA;NA;"Até 5 mil"
5213855;"GO";"Morro Agudo de Goiás";1;2,17;"Até 5 mil"
2206654;"PI";"Morro Cabeça no Tempo";17;16,5;"Até 5 mil"
3143609;"MG";"Morro da Garça";NA;NA;"Até 5 mil"
3143708;"MG";"Morro do Pilar";6;9,68;"Até 5 mil"
4211256;"SC";"Morro Grande";NA;NA;"Até 5 mil"
3532058;"SP";"Motuca";1;1,41;"Até 5 mil"
4312609;"RS";"Muçum";NA;NA;"Até 5 mil"
4312617;"RS";"Muitos Capões";2;3,13;"Até 5 mil"
4312625;"RS";"Muliterno";NA;NA;"Até 5 mil"
4116307;"PR";"Munhoz de Melo";1;1,75;"Até 5 mil"
1713957;"TO";"Muricilândia";13;19,12;"Até 5 mil"
3532108;"SP";"Murutinga do Sul";1;1,85;"Até 5 mil"
5214101;"GO";"Mutunópolis";3;4,23;"Até 5 mil"
3144201;"MG";"Nacip Raydan";5;8,47;"Até 5 mil"
3532157;"SP";"Nantes";NA;NA;"Até 5 mil"
3532207;"SP";"Narandiba";1;1,56;"Até 5 mil"
3144375;"MG";"Natalândia";2;2,67;"Até 5 mil"
3144409;"MG";"Natércia";1;1,75;"Até 5 mil"
1714302;"TO";"Nazaré";3;2,8;"Até 5 mil"
4312674;"RS";"Nicolau Vergueiro";NA;NA;"Até 5 mil"
3532702;"SP";"Nipoã";NA;NA;"Até 5 mil"
4116406;"PR";"Nossa Senhora das Graças";1;1,79;"Até 5 mil"
2206753;"PI";"Nossa Senhora de Nazaré";7;10,61;"Até 5 mil"
4116505;"PR";"Nova Aliança do Ivaí";NA;NA;"Até 5 mil"
4312757;"RS";"Nova Alvorada";1;1,64;"Até 5 mil"
5214705;"GO";"Nova América";NA;NA;"Até 5 mil"
4116604;"PR";"Nova América da Colina";NA;NA;"Até 5 mil"
4312807;"RS";"Nova Araçá";NA;NA;"Até 5 mil"
5214804;"GO";"Nova Aurora";NA;NA;"Até 5 mil"
3144672;"MG";"Nova Belém";6;8,7;"Até 5 mil"
4312955;"RS";"Nova Boa Vista";NA;NA;"Até 5 mil"
5106208;"MT";"Nova Brasilândia";3;2,94;"Até 5 mil"
4313003;"RS";"Nova Bréscia";NA;NA;"Até 5 mil"
3532843;"SP";"Nova Canaã Paulista";NA;NA;"Até 5 mil"
4313011;"RS";"Nova Candelária";NA;NA;"Até 5 mil"
3532868;"SP";"Nova Castilho";NA;NA;"Até 5 mil"
2107258;"MA";"Nova Colinas";17;12,41;"Até 5 mil"
4211405;"SC";"Nova Erechim";1;1,47;"Até 5 mil"
4313037;"RS";"Nova Esperança do Sul";NA;NA;"Até 5 mil"
5108808;"MT";"Nova Guarita";2;2,11;"Até 5 mil"
3533106;"SP";"Nova Guataporanga";NA;NA;"Até 5 mil"
5214879;"GO";"Nova Iguaçu de Goiás";2;4,17;"Até 5 mil"
3533205;"SP";"Nova Independência";NA;NA;"Até 5 mil"
2107308;"MA";"Nova Iorque";16;16,67;"Até 5 mil"
4211454;"SC";"Nova Itaberaba";1;1,1;"Até 5 mil"
3533304;"SP";"Nova Luzitânia";4;6,45;"Até 5 mil"
5108857;"MT";"Nova Marilândia";2;3,92;"Até 5 mil"
3144904;"MG";"Nova Módica";1;1,3;"Até 5 mil"
5106174;"MT";"Nova Nazaré";29;44,62;"Até 5 mil"
4313086;"RS";"Nova Pádua";1;4,17;"Até 5 mil"
2510303;"PB";"Nova Palmeira";4;4,35;"Até 5 mil"
4313334;"RS";"Nova Ramada";3;8,33;"Até 5 mil"
5214903;"GO";"Nova Roma";4;5,06;"Até 5 mil"
4313359;"RS";"Nova Roma do Sul";2;4,55;"Até 5 mil"
1715002;"TO";"Nova Rosalândia";7;8,33;"Até 5 mil"
4117214;"PR";"Nova Santa Bárbara";NA;NA;"Até 5 mil"
5106190;"MT";"Nova Santa Helena";3;4,69;"Até 5 mil"
2207959;"PI";"Nova Santa Rita";16;17,39;"Até 5 mil"
3533254;"SP";"Novais";3;4,17;"Até 5 mil"
1715101;"TO";"Novo Acordo";3;3,37;"Até 5 mil"
1715150;"TO";"Novo Alegre";1;2,63;"Até 5 mil"
4313490;"RS";"Novo Barreiro";4;7,27;"Até 5 mil"
5215207;"GO";"Novo Brasil";1;1,89;"Até 5 mil"
4313391;"RS";"Novo Cabrais";NA;NA;"Até 5 mil"
4211652;"SC";"Novo Horizonte";3;6,25;"Até 5 mil"
5106273;"MT";"Novo Horizonte do Norte";NA;NA;"Até 5 mil"
5006259;"MS";"Novo Horizonte do Sul";5;5,75;"Até 5 mil"
4117297;"PR";"Novo Itacolomi";2;4,35;"Até 5 mil"
1715259;"TO";"Novo Jardim";4;5,48;"Até 5 mil"
4313425;"RS";"Novo Machado";NA;NA;"Até 5 mil"
5215256;"GO";"Novo Planalto";5;6,1;"Até 5 mil"
2206951;"PI";"Novo Santo Antônio";7;12,5;"Até 5 mil"
5106315;"MT";"Novo Santo Antônio";1;2,44;"Até 5 mil"
4313441;"RS";"Novo Tiradentes";1;2,5;"Até 5 mil"
4313466;"RS";"Novo Xingu";NA;NA;"Até 5 mil"
3145372;"MG";"Novorizonte";4;3,77;"Até 5 mil"
3533700;"SP";"Ocauçu";5;7,04;"Até 5 mil"
3145406;"MG";"Olaria";2;5,71;"Até 5 mil"
3533809;"SP";"Óleo";1;2,7;"Até 5 mil"
2207108;"PI";"Olho D'Água do Piauí";3;4,23;"Até 5 mil"
2705903;"AL";"Olho d'Água Grande";50;37,88;"Até 5 mil"
2408409;"RN";"Olho-d'Água do Borges";17;19,77;"Até 5 mil"
3145505;"MG";"Olímpio Noronha";NA;NA;"Até 5 mil"
2510501;"PB";"Olivedos";3;4,35;"Até 5 mil"
1715507;"TO";"Oliveira de Fátima";1;4,17;"Até 5 mil"
3145703;"MG";"Oliveira Fortes";2;6,67;"Até 5 mil"
3145802;"MG";"Onça de Pitangui";2;2,47;"Até 5 mil"
3534005;"SP";"Onda Verde";2;2,5;"Até 5 mil"
3145851;"MG";"Oratórios";3;3,03;"Até 5 mil"
3534500;"SP";"Oscar Bressane";NA;NA;"Até 5 mil"
4117404;"PR";"Ourizona";1;2,22;"Até 5 mil"
2408508;"RN";"Ouro Branco";8;10,13;"Até 5 mil"
2510600;"PB";"Ouro Velho";3;7,14;"Até 5 mil"
4211850;"SC";"Ouro Verde";NA;NA;"Até 5 mil"
5215405;"GO";"Ouro Verde de Goiás";2;2,7;"Até 5 mil"
2207306;"PI";"Paes Landim";7;8,54;"Até 5 mil"
4211876;"SC";"Paial";NA;NA;"Até 5 mil"
4313607;"RS";"Paim Filho";NA;NA;"Até 5 mil"
3146404;"MG";"Paineiras";1;1,32;"Até 5 mil"
4211892;"SC";"Painel";1;2,38;"Até 5 mil"
3146602;"MG";"Paiva";NA;NA;"Até 5 mil"
2207355;"PI";"Pajeú do Piauí";13;16,88;"Até 5 mil"
5215652;"GO";"Palestina de Goiás";1;1,67;"Até 5 mil"
4212056;"SC";"Palmeira";NA;NA;"Até 5 mil"
2207405;"PI";"Palmeira do Piauí";19;16,52;"Até 5 mil"
1715705;"TO";"Palmeirante";25;17,12;"Até 5 mil"
5215801;"GO";"Palmelo";NA;NA;"Até 5 mil"
5215900;"GO";"Palminópolis";2;3,85;"Até 5 mil"
5216007;"GO";"Panamá";NA;NA;"Até 5 mil"
2207553;"PI";"Paquetá";25;26,88;"Até 5 mil"
4212239;"SC";"Paraíso";2;2,44;"Até 5 mil"
2408607;"RN";"Paraná";18;29,03;"Até 5 mil"
4118303;"PR";"Paranapoema";1;2,86;"Até 5 mil"
3535903;"SP";"Paranapuã";3;4,23;"Até 5 mil"
2510659;"PB";"Parari";2;14,29;"Até 5 mil"
2408706;"RN";"Paraú";11;16,42;"Até 5 mil"
2408805;"RN";"Parazinho";24;22,22;"Até 5 mil"
4314035;"RS";"Pareci Novo";1;1,79;"Até 5 mil"
1101450;"RO";"Parecis";3;3,37;"Até 5 mil"
3536257;"SP";"Parisi";NA;NA;"Até 5 mil"
3147501;"MG";"Passabém";1;3,33;"Até 5 mil"
2409209;"RN";"Passagem";9;17,31;"Até 5 mil"
2510709;"PB";"Passagem";3;8,33;"Até 5 mil"
2207751;"PI";"Passagem Franca do Piauí";35;39,77;"Até 5 mil"
3147808;"MG";"Passa-Vinte";NA;NA;"Até 5 mil"
4212270;"SC";"Passos Maia";2;2,04;"Até 5 mil"
4118451;"PR";"Pato Bragado";NA;NA;"Até 5 mil"
1716307;"TO";"Pau D'Arco";11;11;"Até 5 mil"
2207793;"PI";"Pau D'Arco do Piauí";15;16,13;"Até 5 mil"
3536570;"SP";"Paulistânia";2;6,25;"Até 5 mil"
3148400;"MG";"Paulistas";2;1,68;"Até 5 mil"
4314134;"RS";"Paulo Bento";NA;NA;"Até 5 mil"
2207850;"PI";"Pavussu";23;31,94;"Até 5 mil"
2511004;"PB";"Pedra Branca";1;1,52;"Até 5 mil"
3148806;"MG";"Pedra do Anta";NA;NA;"Até 5 mil"
3148905;"MG";"Pedra do Indaiá";2;3,85;"Até 5 mil"
3149002;"MG";"Pedra Dourada";4;10,81;"Até 5 mil"
2409506;"RN";"Pedra Grande";16;20;"Até 5 mil"
2805000;"SE";"Pedra Mole";5;12,5;"Até 5 mil"
2409605;"RN";"Pedra Preta";18;35,29;"Até 5 mil"
3536901;"SP";"Pedranópolis";1;2,63;"Até 5 mil"
4314175;"RS";"Pedras Altas";1;2,7;"Até 5 mil"
4212403;"SC";"Pedras Grandes";1;1,82;"Até 5 mil"
3537156;"SP";"Pedrinhas Paulista";NA;NA;"Até 5 mil"
3149200;"MG";"Pedrinópolis";2;3,28;"Até 5 mil"
2207934;"PI";"Pedro Laurentino";4;6,56;"Até 5 mil"
3149408;"MG";"Pedro Teixeira";NA;NA;"Até 5 mil"
4314308;"RS";"Pejuçara";NA;NA;"Até 5 mil"
3149507;"MG";"Pequeri";1;1,89;"Até 5 mil"
3149606;"MG";"Pequi";2;2,9;"Até 5 mil"
4212601;"SC";"Peritiba";NA;NA;"Até 5 mil"
5216452;"GO";"Perolândia";1;1,75;"Até 5 mil"
3150000;"MG";"Pescador";3;3,09;"Até 5 mil"
3150109;"MG";"Piau";1;2,7;"Até 5 mil"
3150208;"MG";"Piedade de Ponte Nova";NA;NA;"Até 5 mil"
3150307;"MG";"Piedade do Rio Grande";2;2,67;"Até 5 mil"
3150406;"MG";"Piedade dos Gerais";1;1,35;"Até 5 mil"
5216908;"GO";"Pilar de Goiás";NA;NA;"Até 5 mil"
2410009;"RN";"Pilões";12;22,64;"Até 5 mil"
1101468;"RO";"Pimenteiras do Oeste";1;2,33;"Até 5 mil"
2707008;"AL";"Pindoba";18;30,51;"Até 5 mil"
1717008;"TO";"Pindorama do Tocantins";7;8,97;"Até 5 mil"
3150539;"MG";"Pingo-d'Água";2;2,82;"Até 5 mil"
4314456;"RS";"Pinhal";1;2,22;"Até 5 mil"
4314464;"RS";"Pinhal da Serra";NA;NA;"Até 5 mil"
